AU,TI,SO,AB,PY,VL,DI
"Zhang, SB; Xia, XH; Li, SL; Zhang, LW; Wang, GQ; Li, MS; Shi, YN; Chen, NW",Ammonia Oxidizers in High-Elevation Rivers of the Qinghai-Tibet Plateau Display Distinctive Distribution Patterns,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,"Ammonia-oxidizing bacteria (AOB) and archaea (AOA) as well as co-mammox catalyze ammonia oxidation. The distribution and biogeography of these ammonia oxidizers might be distinctive in high-elevation rivers, which are generally characterized by low temperature and low ammonium concentration but strong solar radiation; however, these characteristics have rarely been documented. This study explored the abundance, community, and activity of ammonia oxidizers in the overlying water of five rivers in the Qinghai-Tibet Plateau (QTP). Potential nitrification rates in these rivers ranged from 5.4 to 38.4 nmol N liter(-1) h(-1), and they were significantly correlated with ammonium concentration rather than temperature. Comammox were found in 25 of the total 28 samples, and they outnumbered AOA in three samples. Contrary to most studied low-elevation rivers, average AOB amoA gene abundance was significantly higher than that of AOA, and AOB/AOA ratios increased with decreasing water temperature. The Simpson index of the AOA community increased with elevation (P < 0.05), and AOA and AOB communities exhibited high dissimilarities with low-elevation rivers. Cold-adapted (Nitrosospira amoA cluster 1, 33.6%) and oligotrophic (Nitrosomonas amoA cluster 6a, 31.7%) groups accounted for large proportions in the AOB community. Suspended sediment concentration exerted significant effects on ammonia oxidizer abundance (r > 0.56), and owing to their elevational variations in source and concentration, suspended sediments facilitated distance-decay patterns for AOA and AOB community similarities. This study demonstrates distinctive biogeography and distribution patterns for ammonia oxidizers in high-elevation rivers of the QTP. Extensive research should be conducted to explore the role of these microbes in the nitrogen cycle of this zone. IMPORTANCE Ammonia-oxidizing archaea (AOA) and bacteria (AOB) as well as co-mammox contribute to ammonia oxidation, which plays significant roles in riverine nitrogen cycle and N2O production. Source regions of numerous rivers in the world lie in high-elevation zones, but the abundance, community, and activity of ammonia oxidizers in rivers in high-elevation regions have rarely been investigated. This study revealed distinctive distribution patterns and community structures for ammonia oxidizers in five high-elevation rivers of the Qinghai-Tibet Plateau, and the individual and combined effects of low temperature, low nutrients, and strong solar radiation on ammonia oxidizers were elucidated. The findings of this study are helpful to broaden our knowledge on the biogeography and distribution pattern of ammonia oxidizers in river systems. Moreover, this study provides some implications to predict the performance of ammonia oxidizers in high-elevation rivers and its variations under global climate warming.",2019,85,10.1128/AEM.01701-19
"Dong, CM; Xie, YR; Li, HM; Lai, QL; Liu, XP; Shao, ZZ",Faunal and microbial biodiversity of the newly discovered Deyin-1 hydrothermal vent field at 15 degrees S on the southern Mid-Atlantic Ridge,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,"The southern Mid-Atlantic Ridge (SMAR) is a representative slow-spreading ocean ridge. However, when compared with the northern Mid-Atlantic Ridge (NMAR), the SMAR has not been extensively explored. In particular, there is little information on the vent ecology, with no comprehensive ecological surveys conducted along the SMAR south of 10 degrees S. In 2011, a new hydrothermal vent field, named Deyin-1, was discovered on the SMAR at 15.17 degrees S. In this study, we recorded hydrothermal vent fauna and microbial diversity in both the hydrothermal plumes and deposits of Deyin-1. The biodiversity and distribution of the vent inhabitants were surveyed by phylogenetic analysis, high-throughput pyrosequencing, and in situ observation using a remotely operated vehicle. Results showed that the predominant primary consumers were shrimp (Rimicaris exoculate), crabs (Segonzacia maatlantica), and Bathymodiolus-like mussels, in addition to the common vent predators Macrouridae fish (Cetonurus globiceps), eelpout-like fish, and suspected octopuses. Phylogenetic analysis based on the mitochondria cytochrome c oxidase subunit I gene and nonmetric multidimensional scaling analysis based on the vent fauna occurrence data revealed that the Deyin-1 vent fauna was closely related to species found on the NMAR. Sulfur-oxidizing bacteria (SOB) of the SUP05 Glade and ammonia-oxidizing archaea belonging to the phylum Thaumarchaeota dominated the vent plume microbial community. Putative thermophilic hydrogenoxidizing chemo-lithoautotrophs, including those belonging to archaeal genera Archaeogiobus and Methanocaldococcus and bacterial genera Desulfurobacterium and Nautilia, dominated the active chimney community, as well as a putative hyperthermophilic sulfur-reducing chemo-organoheterotroph belonging to archaeal genus Thermococcus. While Sulfurovum SOB constituted the predominant episymbionts of the vent shrimp. Overall, our study provides a comprehensive survey of vent life within the southernmost vent field of the SMAR to be investigated to date. The results presented herein will aid in our understanding of the bio-connectivity of species along the MAR.",2019,153,10.1016/j.dsr.2019.103134
"Overholt, WA; Schwing, P; Raz, KM; Hastings, D; Hollander, DJ; Kostka, JE",The core seafloor microbiome in the Gulf of Mexico is remarkably consistent and shows evidence of recovery from disturbance caused by major oil spills,ENVIRONMENTAL MICROBIOLOGY,"The microbial ecology of oligotrophic deep ocean sediments is understudied relative to their shallow counterparts, and this lack of understanding hampers our ability to predict responses to current and future perturbations. The Gulf of Mexico has experienced two of the largest accidental marine oil spills, the 1979 Ixtoc-1 blowout and the 2010 Deepwater Horizon (DWH) discharge. Here, microbial communities were characterized for 29 sites across multiple years in >700 samples. The composition of the seafloor microbiome was broadly consistent across the region and was well approximated by the overlying water depth and depth within the sediment column, while geographic distance played a limited role. Biogeographical distributions were employed to generate predictive models for over 4000OTU that leverage easy-to-obtain geospatial variables which are linked to measured sedimentary oxygen profiles. Depth stratification and putative niche diversification are evidenced by the distribution of taxa that mediate the microbial nitrogen cycle. Furthermore, these results demonstrate that sediments impacted by the DWH spill had returned to near baseline conditions after 2years. The distributions of benthic microorganisms in the Gulf can be constrained, and moreover, deviations from these predictions may pinpoint impacted sites and aid in future response efforts or long-term stability studies.",2019,21,10.1111/1462-2920.14794
"Woodward, SE; Krekhno, Z; Finlay, BB","Here, there, and everywhere: How pathogenic Escherichia coli sense and respond to gastrointestinal biogeography",CELLULAR MICROBIOLOGY,"Gastrointestinal (GI) pathogens enteropathogenic and enterohaemorrhagic Escherichia coli (EPEC and EHEC), and related mouse pathogen Citrobacter rodentium, are referred to as attaching and effacing (AE) pathogens for the lesions they form upon colonisation of the host epithelium. EPEC, EHEC, and C. rodentium are well known to use a type III secretion system to intimately attach to intestinal cells and secrete bacterial effectors to manipulate host cell processes. Less well known is the ability of AE pathogens to overcome significant physiological and microbial barriers and target specific gut niches for initial colonisation of the host epithelium. This review considers recent work highlighting the biogeography of the GI tract as it applies to colonisation by enteric pathogens, including environmental barriers to enteric infection, signals sensed by AE pathogens for navigation of the GI tract, and the tools AE pathogens use to respond to the changing host environment.",2019,21,10.1111/cmi.13107
"Li, W; Wang, MM; Burgaud, G; Yu, HM; Cai, L",Fungal Community Composition and Potential Depth-Related Driving Factors Impacting Distribution Pattern and Trophic Modes from Epi- to Abyssopelagic Zones of the Western Pacific Ocean,MICROBIAL ECOLOGY,"Fungi play an important role in cycling organic matter and nutrients in marine ecosystems. However, the distribution of fungal communities in the ocean, especially the vertical distribution along depth in the water column, remained poorly understood. Here, we assess the depth-related distribution pattern of fungal communities along the water column from epi- to abyssopelagic zones of the Western Pacific Ocean using internal transcribed spacer 2 (ITS2) metabarcoding. Majority of the assigned OTUs were affiliated to Ascomycota, followed by three other minor phyla (Basidiomycota, Chytridiomycota, and Mucoromycota). The epipelagic zone harbored a higher OTU richness with distinct fungal communities as compared with meso-, bathy-, and abyssopelagic zones. Across the whole water column, depth appears as a key parameter for both fungal alpha- and beta-diversity. However, when the dataset was split into the upper (5-500 m) and deeper (below 500 m) layers, no significant correlation was observed between depth and community compositions. In the upper layer, temperature and dissolved oxygen were recognized as the primary environmental factors shaping fungal alpha- and beta- diversity. By parsing fungal OTUs into ecological categories, multi-trophic mode of nutrition was found to be more prevalent with increasing depth, suggesting a potential adaptation to the extreme conditions of the deep sea. This study provides new and meaningful information on the depth-stratified fungal diversity, community structure, and putative ecological roles in the open sea.",2019,78,10.1007/s00248-019-01374-y
"Colas, F; Woodward, G; Burdon, FJ; Guerold, F; Chauvet, E; Cornut, J; Cebron, A; Clivot, H; Danger, M; Danner, MC; Pagnout, C; Tiegs, SD",Towards a simple global-standard bioassay for a key ecosystem process: organic-matter decomposition using cotton strips,ECOLOGICAL INDICATORS,"Cotton-strip bioassays are increasingly used to assess ecosystem integrity because they provide a standardized measure of organic-matter decomposition - a fundamental ecosystem process. However, several different cotton-strip assays are routinely used, complicating the interpretation of results across studies, and hindering broader synthesis. Here, we compare the decay rates and assemblages of bacteria and fungi colonizing the three most commonly used cotton materials: Artists canvas, Calico cloth, and Empa fabric. Cotton strips from each material type were incubated in 10 streams that span a wide range of physicochemical properties across five ecoregions. Additionally, to evaluate responses to environmental stress without potentially confounding biogeographical effects, we deployed identical bioassays in five streams across an acidification gradient within a single ecoregion. Across all streams decomposition rates (as tensile strength loss [TSL]) differed among the three cotton materials; Calico cloth decomposed fastest (time to 50% TSL [T-50] = 16.7 d), followed by the Empa fabric (T-50 = 18.3 d) and then Artists canvas (T-50 = 21.4 d). Despite these differences, rates of TSL of the three cotton materials responded consistently to variation in environmental conditions; TSL of each fabric increased with stream temperature, dissolved-nutrient concentrations and acid-neutralizing capacity, although Artists canvas and Calico cloth were more sensitive than Empa fabric. Microbial communities were similar among the materials, and values of community structure (e.g., phylotype richness and diversity) were comparable to those reported for decaying leaves in streams from the same region, the major natural basal carbon resource in forested-stream ecosystems. We present linear calibrations among pairs of assays so that past and future studies can be expressed in a common currency (e.g., Artists-fabric equivalents) past and future studies repeated two times in the sentence. Lastly, given its relatively low within-site variability, and the large number of streams where it has been used ( > 700 across the globe), we recommend Artists fabric for future work. These results show that cotton provides an effective and realistic standardized substrate for studying heterotrophic microbial assemblages, and acts as a reasonable proxy for more chemically complex forms of detritus. These findings add to growing evidence that cotton-strip bioassays are simple, effective and easily standardized indicators of heterotrophic microbial activity and the ecosystem processes that result.",2019,106,10.1016/j.ecolind.2019.105466
"Trivedi, C; Reich, PB; Maestre, FT; Hu, HW; Singh, BK; Delgado-Baquerizo, M",Plant-driven niche differentiation of ammonia-oxidizing bacteria and archaea in global drylands,ISME JOURNAL,"Under controlled laboratory conditions, high and low ammonium availability are known to favor soil ammonia-oxidizing bacteria (AOB) and archaea (AOA) communities, respectively. However, whether this niche segregation is maintained under field conditions in terrestrial ecosystems remains unresolved, particularly at the global scale. We hypothesized that perennial vegetation might favor AOB vs. AOA communities compared with adjacent open areas devoid of perennial vegetation (i.e., bare soil) via several mechanisms, including increasing the amount of ammonium in soil. To test this niche-differentiation hypothesis, we conducted a global field survey including 80 drylands from 6 continents. Data supported our hypothesis, as soils collected under plant canopies had higher levels of ammonium, as well as higher richness (number of terminal restriction fragments; T-RFs) and abundance (qPCR amoA genes) of AOB, and lower richness and abundance of AOA, than those collected in open areas located between plant canopies. Some of the reported associations between plant canopies and AOA and AOB communities can be a consequence of the higher organic matter and available N contents found under plant canopies. Other aspects of soils associated with vegetation including shading and microclimatic conditions might also help explain our results. Our findings provide strong evidence for niche differentiation between AOA and AOB communities in drylands worldwide, advancing our understanding of their ecology and biogeography at the global scale.",2019,13,10.1038/s41396-019-0465-1
"Cobian, GM; Egan, CP; Amend, AS",Plant-microbe specificity varies as a function of elevation,ISME JOURNAL,"Specialized associations between interacting species fundamentally determine the diversity and distribution of both partners. How the specialization of guilds of organisms varies along environmental gradients underpins popular theories of biogeography and macroecology, whereas the degree of specialization of a species is typically considered fixed. However, the extent to which environmental context impacts specialization dynamics is seldom examined empirically. In this study, we examine how specialization within a bipartite network consisting of three co-occurring plant species and their foliar fungal endophyte symbionts changes along a 1000-meter elevation gradient where host species were held constant. The gradient, along the slope of Mauna Loa shield volcano, represents almost the entire elevational range of two of the three plants. Network and plant specialization values displayed a parabolic relationship with elevation, and were highest at middle elevations, whereas bipartite associations were least specific at low and high elevations. Shannons diversity of fungal endophytes correlated negatively with specificity, and was highest at the ends of the transects. Although plant host was a strong determinant of fungal community composition within sites, fungal species turnover was high among sites. There was no evidence of spatial or elevational patterning in fungal community compositon. Our work demonstrates that specificity can be a plastic trait, which is influenced by the environment and centrality of the host within its natural range.",2019,13,10.1038/s41396-019-0470-4
"Zhao, XF; Hao, YQ; Zhang, DY; Zhang, QG",Local biotic interactions drive species-specific divergence in soil bacterial communities,ISME JOURNAL,"It is well accepted that environmental heterogeneity and dispersal are key factors determining soil bacterial community composition, yet little is known about the role of local biotic interactions. Here we address this issue with an abundance-manipulation experiment that was conducted in a semiarid grassland. We manually increased the abundance of six randomly chosen resident bacterial species in separate, closed, communities and allowed the communities to recover in situ for 1 year. The single episode of increase in the abundance of different species drove species-specific community divergence accompanied by a decline in local diversity. Four of the six added species caused a decrease in the abundance of their closely related species, suggesting an important role of interspecific competition in driving the observed community divergence. Our results also suggested a lack of effective population regulations to force the relative abundance of manipulated species to revert to original level, which would allow persistence of the divergence among soil bacterial communities. We concluded that biotic interactions were important in determining soil bacterial community composition, which could result in substantial variation in soil bacterial community composition in abiotically homogenous environment.",2019,13,10.1038/s41396-019-0477-x
"Jiao, S; Wang, JM; Wei, GH; Chen, WM; Lu, YH",Dominant role of abundant rather than rare bacterial taxa in maintaining agro-soil microbiomes under environmental disturbances,CHEMOSPHERE,"Elucidating the mechanisms underpinning the responses of abundant and rare microbial taxa to environmental disturbances is essential for understanding the biodiversity-stability relationship and maintaining microbial diversity. Here, we explored the response patterns of abundant and rare bacterial taxa to disturbances by invasive plant growth and oil contamination in agricultural soils across a large spatial scale (latitude gradient = 18.62 degrees-46.51 degrees). Our meta-analysis based on existing Illumina sequencing datasets showed that abundant taxa persisted under the disturbances whereas rare taxa were more easily affected, indicating the higher resilience or resistance of abundant taxa to disturbances. The responses of abundant taxa were associated with mean annual temperature at the sampling sites, while rare taxa instead showed stochastic responses. There were significantly negative linear regressions between bacterial alpha-diversity and community dissimilarities (disturbed vs. undisturbed soils), suggesting stronger resilience or resistance in those bacterial communities with higher alpha-diversity. This resilience or resistance was mainly associated with the alpha-diversity of abundant taxa. Our network analysis showed that the disturbances substantially decreased the strength of the connections, loosened the co occurrence relationships, and reshaped the complex bacterial interactions. In the undisturbed soils, abundant taxa were located in central positions within the network more often than were rare taxa, while these trends were reversed in the disturbed soils. Our results suggest that abundant taxa play a dominant role in the stability and maintenance of agro-soil bacterial communities, while rare taxa could greatly influence local bacterial interactions under environmental disturbances. (C) 2019 Elsevier Ltd. All rights reserved.",2019,235,10.1016/j.chemosphere.2019.06.174
"Kieran, TJ; Arnold, KMH; Thomas, JC; Varian, CP; Saldana, A; Calzada, JE; Glenn, TC; Gottdenker, NL",Regional biogeography of microbiota composition in the Chagas disease vector Rhodnius pallescens,PARASITES & VECTORS,"Background: Triatomine bugs are vectors of the protozoan parasite Trypanosoma cruzi, which causes Chagas disease. Rhodnius pallescens is a major vector of Chagas disease in Panama. Understanding the microbial ecology of disease vectors is important in the development of vector management strategies that target vector survival and fitness. In this study we examined the whole-body microbial composition of R. pallescens from three locations in Panama. Methods: We collected 89 R. pallescens specimens using Noireau traps in Attalea butyracea palms. We then extracted total DNA from whole-bodies of specimens and amplified bacterial microbiota using 16S rRNA metabarcoding PCR. The 16S libraries were sequenced on an Illumina MiSeq and analyzed using QIIME2 software. Results: We found Proteobacteria, Actinobacteria, Bacteroidetes and Firmicutes to be the most abundant bacterial phyla across all samples. Geographical location showed the largest difference in microbial composition with northern Veraguas Province having the most diversity and Panama Oeste Province localities being most similar to each other. Wolbachia was detected in high abundance (48-72%) at Panama Oeste area localities with a complete absence of detection in Veraguas Province. No significant differences in microbial composition were detected between triatomine age class, primary blood meal source, or T. cruzi infection status. Conclusions: We found biogeographical regions differ in microbial composition among R. pallescens populations in Panama. While overall the microbiota has bacterial taxa consistent with previous studies in triatomine microbial ecology, locality differences are an important observation for future studies. Geographical heterogeneity in microbiomes of vectors is an important consideration for future developments that leverage microbiomes for disease control.",2019,12,10.1186/s13071-019-3761-8
"Otto-Hanson, LK; Kinkel, LL",Densities and inhibitory phenotypes among indigenous Streptomyces spp. vary across native and agricultural habitats,MICROBIAL ECOLOGY,"Streptomyces spp. perform vital roles in natural and agricultural soil ecosystems including in decomposition and nutrient cycling, promotion of plant growth and fitness, and plant disease suppression. Streptomyces densities can vary across the landscape, and inhibitory phenotypes are often a result of selection mediated by microbial competitive interactions in soil communities. Diverse environmental factors, including those specific to habitat, are likely to determine microbial densities in the soil and the outcomes of microbial species interactions. Here, we characterized indigenous Streptomyces densities and inhibitory phenotypes from soil samples (n = 82) collected in 6 distinct habitats across the Cedar Creek Ecosystem Science Reserve (CCESR; agricultural, prairie, savanna, wetland, wet-woodland, and forest). Significant variation in Streptomyces density and the frequency of antagonistic Streptomyces were observed among habitats. There was also significant variation in soil chemical properties among habitats, including percent carbon, percent nitrogen, available phosphorus, extractable potassium, and pH. Density and frequency of antagonists were significantly correlated with one or more environmental parameters across all habitats, though relationships with some parameters differed among habitats. In addition, we found that habitat rather than spatial proximity was a better predictor of variation in Streptomyces density and inhibitory phenotypes. Moreover, habitats least conducive for Streptomyces growth and proliferation, as determined by population density, had increased frequencies of inhibitory phenotypes. Identifying environmental parameters that structure variation in density and frequency of antagonistic Streptomyces can provide insight for determining factors that mediate selection for inhibitory phenotypes across the landscape.",,,10.1007/s00248-019-01443-2
"Duchinski, K; Moyer, CL; Hager, K; Fullerton, H",Fine-Scale Biogeography and the Inference of Ecological Interactions Among Neutrophilic Iron-Oxidizing Zetaproteobacteria as Determined by a Rule-Based Microbial Network,FRONTIERS IN MICROBIOLOGY,"Hydrothermal vents, such as those at Loihi Seamount and the Mariana Arc and back-arc, release iron required to support life from the Earths crust. In these ecosystems, bacteria and archaea can oxidize the released iron and therefore play an important role in the biogeochemical cycles of essential nutrients. These organisms often form microbial mats, and the primary producers in these communities can support diverse higher trophic levels. One such class of bacteria are the Zetaproteobacteria. This class of bacteria oxidize iron and commonly produce extracellular iron oxyhydroxide matrices that provide architecture to the microbial mats, so they are considered foundational members of the community and ecosystem engineers. Zetaproteobacteria are responsible for the majority of iron-oxidation in circumneutral, marine, low-oxygen environments. To study the composition of these communities, microbial mats were collected using a biomat sampler, which allows for fine-scale collection of microbial mats. DNA was then extracted and amplified for analysis of the SSU rRNA gene. After quality control and filtering, the SSU rRNA genes from Mariana Arc and Loihi Seamount microbial mat communities were compared pairwise to determine which site exhibits a greater microbial diversity and how much community overlap exists between the two sites. In-depth analysis was performed with the rule-based microbial network (RMN) algorithm, which identified a possible competitive relationship across oligotypes of a cosmopolitan Zetaproteobacteria operational taxonomic unit (OTU). This result demonstrated the ecological relevance of oligotypes, or fine-scale OTU variants. The oligotype distributions of the cosmopolitan ZetaOTUs varied greatly across the Pacific Ocean. The competitive relationship between dominant oligotypes at Loihi Seamount and the Mariana Arc and back-arc may be driving their differential distributions across the two regions and may result in species divergence within a cosmopolitan ZetaOTU. This implementation of the RMN algorithm can both predict directional relationships within a community and provide insight to the level at which evolution is occurring across ecosystems.",2019,10,10.3389/fmicb.2019.02389
"Eckert, EM; Amalfitano, S; Di Cesare, A; Manzari, C; Corno, G; Fontaneto, D",Different substrates within a lake harbour connected but specialised microbial communities,HYDROBIOLOGIA,"Natural water bodies contain physically interconnected habitats suitable for microbes, such as different water layers and substrates for biofilms. Yet, little is known on the extent to which microbial communities are shared between such habitats and whether differences and similarities are consistent between sites. Here we explicitly tested hypotheses on similarities between aquatic bacterial communities found floating in water, in association with daphnids and with copepods, within bottom sediments, and on littoral stones of a lake. Through high-throughput 16S rDNA amplicon sequencing, distinguishable patterns were retrieved between habitats. In particular, community composition was more similar between the two zooplankton taxa, between the two water depths, and was rather different in sediments, where a large fraction of the total diversity was present. Most bacterial taxa were restricted to one or few habitats, whereas only few were found as generalists on different habitats. Our results indicate a limited role of source-sink dynamics between habitats for aquatic bacteria. Similarly to patterns of diversity in larger organisms, community composition was different between habitats, potentially because of specific mechanisms creating and maintaining habitat filtering.",2020,847,10.1007/s10750-019-04068-1
"Chen, WD; Ren, KX; Isabwe, A; Chen, HH; Liu, M; Yang, J",Stochastic processes shape microeukaryotic community assembly in a subtropical river across wet and dry seasons,MICROBIOME,"Background The deep mechanisms (deterministic and/or stochastic processes) underlying community assembly are a central challenge in microbial ecology. However, the relative importance of these processes in shaping riverine microeukaryotic biogeography is still poorly understood. Here, we compared the spatiotemporal and biogeographical patterns of microeukaryotic community using high-throughput sequencing of 18S rRNA gene and multivariate statistical analyses from a subtropical river during wet and dry seasons. Results Our results provide the first description of biogeographical patterns of microeukaryotic communities in the Tingjiang River, the largest river in the west of Fujian province, southeastern China. The results showed that microeukaryotes from both wet and dry seasons exhibited contrasting community compositions, which might be owing to planktonic microeukaryotes having seasonal succession patterns. Further, all components of the microeukaryotic communities (including total, dominant, always rare, and conditionally rare taxa) exhibited a significant distance-decay pattern in both seasons, and these communities had a stronger distance-decay relationship during the dry season, especially for the conditionally rare taxa. Although several variables had a significant influence on the microeukaryotic communities, the environmental and spatial factors showed minor roles in shaping the communities. Importantly, these microeukaryotic communities were strongly driven by stochastic processes, with 89.9%, 88.5%, and 89.6% of the community variation explained by neutral community model during wet, dry, and both seasons, respectively. The neutral community model also explained a large fraction of the community variation across different taxonomic groups and levels. Additionally, the microeukaryotic taxa, which were above and below the neutral prediction, were ecologically and taxonomically distinct groups, which might be interactively structured by deterministic and stochastic processes. Conclusions This study demonstrated that stochastic processes are sufficient in shaping substantial variation in river microeukaryotic metacommunity across different hydrographic regimes, thereby providing a better understanding of spatiotemporal patterns, processes, and mechanisms of microeukaryotic community in waters.",2019,7,10.1186/s40168-019-0749-8
"Badel, C; Erauso, G; Gomez, AL; Catchpole, R; Gonnet, M; Oberto, J; Forterre, P; Da Cunha, V",The global distribution and evolutionary history of the pT26-2 archaeal plasmid family,ENVIRONMENTAL MICROBIOLOGY,"Although plasmids play an important role in biological evolution, the number of plasmid families well-characterized in terms of geographical distribution and evolution remains limited, especially in archaea. Here, we describe the first systematic study of an archaeal plasmid family, the pT26-2 plasmid family. The in-depth analysis of the distribution, biogeography and host-plasmid co-evolution patterns of 26 integrated and 3 extrachromosomal plasmids of this plasmid family shows that they are widespread in Thermococcales and Methanococcales isolated from around the globe but are restricted to these two orders. All members of the family share seven core genes but employ different integration and replication strategies. Phylogenetic analysis of the core genes and CRISPR spacer distribution suggests that plasmids of the pT26-2 family evolved with their hosts independently in Thermococcales and Methanococcales, despite these hosts exhibiting similar geographic distribution. Remarkably, core genes are conserved even in integrated plasmids that have lost replication genes and/or replication origins suggesting that they may be beneficial for their hosts. We hypothesize that the core proteins encode for a novel type of DNA/protein transfer mechanism, explaining the widespread oceanic distribution of the pT26-2 plasmid family.",2019,21,10.1111/1462-2920.14800
"Li, JQ; Nie, M; Pendall, E; Reich, PB; Pei, JM; Noh, NJ; Zhu, T; Li, B; Fang, CM",Biogeographic variation in temperature sensitivity of decomposition in forest soils,GLOBAL CHANGE BIOLOGY,"Determining soil carbon (C) responses to rising temperature is critical for projections of the feedbacks between terrestrial ecosystems, C cycle, and climate change. However, the direction and magnitude of this feedback remain highly uncertain due largely to our limited understanding of the spatial heterogeneity of soil C decomposition and its temperature sensitivity. Here we quantified C decomposition and its response to temperature change with an incubation study of soils from 203 sites across tropical to boreal forests in China spanning a wide range of latitudes (18 degrees 16  to 51 degrees 37  N) and longitudes (81 degrees 01  to 129 degrees 28  E). Mean annual temperature (MAT) and mean annual precipitation primarily explained the biogeographic variation in the decomposition rate and temperature sensitivity of soils: soil C decomposition rate decreased from warm and wet forests to cold and dry forests, while Q(10-MAT) (standardized to the MAT of each site) values displayed the opposite pattern. In contrast, biological factors (i.e. plant productivity and soil bacterial diversity) and soil factors (e.g. clay, pH, and C availability of microbial biomass C and dissolved organic C) played relatively small roles in the biogeographic patterns. Moreover, no significant relationship was found between Q(10-MAT) and soil C quality, challenging the current C quality-temperature hypothesis. Using a single, fixed Q(10-MAT) value (the mean across all forests), as is usually done in model predictions, would bias the estimated soil CO2 emissions at a temperature increase of 3.0 degrees C. This would lead to overestimation of emissions in warm biomes, underestimation in cold biomes, and likely significant overestimation of overall C release from soil to the atmosphere. Our results highlight that climate-related biogeographic variation in soil C responses to temperature needs to be included in next-generation C cycle models to improve predictions of C-climate feedbacks.",2020,26,10.1111/gcb.14838
"Souza, FFC; Rissi, DV; Pedrosa, FO; Souza, EM; Baura, VA; Monteiro, RA; Balsanelli, E; Cruz, LM; Souza, RAF; Andreae, MO; Reis, RA; Godoi, RHM; Huergo, LF",Uncovering prokaryotic biodiversity within aerosols of the pristine Amazon forest,SCIENCE OF THE TOTAL ENVIRONMENT,"Biological aerosols (bioaerosol) are atmospheric particles that act as a dispersion unit of living organisms across the globe thereby affecting the biogeographic distribution of organisms. Despite their importance, there is virtually no knowledge about bioaerosols emitted by pristine forests. Here we provide the very first survey of the prokaryotic community of a bioaerosol collected inside pristine Amazon forest at 2 m above ground. Total atmospheric particles were collected at the Amazon Tall Tower Observatory, subjected to metagenomic DNA extraction and the prokaryotic diversity was determined by 16S rRNA gene ampl icon sequencing. A total of 271,577 reads of 250 bp of the 16S rRNA gene amplicon were obtained. Only 27% of the reads could be classified using the 165 SILVA database. Most belonged to Proteobacteria, Actinobacteria and Firmicutes which is in good agreement with other bioaerosol studies. Further inspection of the reads using Blast searches and the 18S SILVA database revealed that most of the dataset was composed of Fungi sequences. The identified microbes suggest that the atmosphere may act as an important gateway to interchange bacteria between plants, soil and water ecosystems. (C) 2019 Elsevier B.V. All rights reserved.",2019,688,10.1016/j.scitotenv.2019.06.218
"Kaminsky, RA; Wakelin, SA; Highton, MP; Samad, MS; Morales, SE",Resolving broad patterns of prokaryotic community structure in New Zealand pasture soils,NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH,"The importance of pasture soils to the New Zealand economy and global food security cannot be understated. Additionally, the importance of soil biodiversity to soil ecosystem functioning and, consequently, food production is becoming apparent. Despite this, our understanding of soil biodiversity is still developing. Here, we review the literature on soil microbial communities inhabiting pasture soils across New Zealand in order to summarise the key properties that impact microbial distributions. This work also includes an examination of 16S rRNA sequencing data from 92 pasture sites. The goal of this examination is to re-test the properties identified in the review on a prokaryote-focused dataset generated by contemporary techniques. Results from this work indicate that pH strongly influences soil microbial communities on a landscape scale, and that this conclusion can be drawn using a range of experimental methods. Geographic region, land use and soil classification serve as secondary modifiers, indicating that these factors may interact resulting in the broad impact of pH.",,,10.1080/00288233.2019.1678491
"Jiao, S; Lu, YH",Soil pH and temperature regulate assembly processes of abundant and rare bacterial communities in agricultural ecosystems,ENVIRONMENTAL MICROBIOLOGY,"The factors determining stochastic and deterministic processes that drive microbial community structure, specifically the balance of abundant and rare bacterial taxa, remain underexplored. Here we examined biogeographic patterns of abundant and rare bacterial taxa and explored environmental factors influencing their community assembly processes in agricultural fields across eastern China. More phylogenetic turnover correlating with spatial distance was observed in abundant than rare sub-communities. Homogeneous selection was the main assembly process for both the abundant and rare sub-communities; however, the abundant sub-community was more tightly clustered phylogenetically and was more sensitive to dispersal limitations than the rare sub-community. Rare sub-community of rice fields and abundant sub-community of maize fields were more governed by stochastic assembly processes, which showed higher operational taxonomic unit richness. We propose a conceptual paradigm wherein soil pH and mean annual temperature mediate the assembly of the abundant and rare sub-communities respectively. A higher soil pH leads to deterministic assembly of the abundant sub-community. For the rare sub-community, the dominance of stochasticity in low-temperature regions indicates weaker niche-based exclusion and the arrival of more evolutionary lineages. These findings suggest that the community assembly processes for abundant and rare bacterial taxa are dependent on distinct environmental variables in agro-ecosystems.",2020,22,10.1111/1462-2920.14815
