AU	TI	SO	AB	PY	VL	DI
Chow, CET; Suttle, CA	Biogeography of Viruses in the Sea	ANNUAL REVIEW OF VIROLOGY, VOL 2	Viral ecology is a rapidly progressing area of research, as molecular methods have improved significantly for targeted research on specific populations and whole communities. To interpret and synthesize global viral diversity and distribution, it is feasible to assess whether macroecology concepts can apply to marine viruses. We review how viral and host life history and physical properties can influence viral distribution in light of biogeography and metacommunity ecology paradigms. We highlight analytical approaches that can be applied to emerging global data sets and meta-analyses to identify individual taxa with global influence and drivers of emergent properties that influence microbial community structure by drawing on examples across the spectrum of viral taxa, from RNA to ssDNA and dsDNA viruses.	2015	2	10.1146/annurev-virology-031413-085540
Teittinen, A; Soininen, J	Testing the theory of island biogeography for microorganisms-patterns for spring diatoms	AQUATIC MICROBIAL ECOLOGY	According to the theory of island biogeography, species richness in island-like systems is determined by ecosystem size and isolation. However, there is only very little information about how this theory applies to microorganisms. The aim of this study was to examine the effects of local physicochemical variables, land use and geographical factors on diatom species richness and community composition in 50 boreal springs in Finland, and to test for species-area and species-isolation relationships. There were nonsignificant relationships between species richness and spring area and isolation. The best approximating generalized linear model suggested that variation in species richness was related to several local resource and stress factors such as water conductivity, pH, colour, temperature and nutrient concentrations. Based on Mantel tests, diatom community similarity was significantly correlated with environmental distance, but not with geographical distance. Analysis of similarities further showed that community compositions did not differ significantly between ecoregions. These results suggest that spatial factors are of minor importance for spring diatoms compared with environmental filtering. Patterns in spring diatoms do not concur with the theory of island biogeography as we found no support for species-area or species-isolation relationships. At these spatial scales, dispersal limitation does not seem to influence diatom communities.	2015	75	10.3354/ame01759
Ferjani, R; Marasco, R; Rolli, E; Cherif, H; Cherif, A; Gtari, M; Boudabous, A; Daffonchio, D; Ouzari, HI	The Date Palm Tree Rhizosphere Is a Niche for Plant Growth Promoting Bacteria in the Oasis Ecosystem	BIOMED RESEARCH INTERNATIONAL	In arid ecosystems environmental factors such as geoclimatic conditions and agricultural practices are of major importance in shaping the diversity and functionality of plant-associated bacterial communities. Assessing the influence of such factors is a key to understand (i) the driving forces determining the shape of root-associated bacterial communities and (ii) the plant growth promoting (PGP) services they provide. Desert oasis environment was chosen as model ecosystem where agriculture is possible by the microclimate determined by the date palm cultivation. The bacterial communities in the soil fractions associated with the root system of date palms cultivated in seven oases in Tunisia were assessed by culture-independent and dependent approaches. According to 16S rRNA gene PCR-DGGE fingerprinting, the shapes of the date palm rhizosphere bacterial communities correlate with geoclimatic features along a north-south aridity transect. Despite the fact that the date palm root bacterial community structure was strongly influenced by macroecological factors, the potential rhizosphere services reflected in the PGP traits of isolates screened in vitro were conserved among the different oases. Such services were exerted by the 83% of the screened isolates. The comparable numbers and types of PGP traits indicate their importance in maintaining the plant functional homeostasis despite the different environmental selection pressures.	2015		10.1155/2015/153851
Polme, S; Bahram, M; Koljalg, U; Tedersoo, L	Global biogeography of Alnus-associated Frankia actinobacteria	NEW PHYTOLOGIST	Macroecological patterns of microbes have received relatively little attention until recently. This study aimed to disentangle the determinants of the global biogeographic community of Alnus-associated actinobacteria belonging to the Frankia alni complex. By determining a global sequence similarity threshold for the nitrogenase reductase (nifH) gene, we separated Frankia into operational taxonomic units (OTUs) and tested the relative effects of Alnus phylogeny, geographic relatedness, and climatic and edaphic variables on community composition at the global scale. Based on the optimal nifH gene sequence similarity threshold of 99.3%, we distinguished 43 Frankia OTUs from root systems of 22 Alnus species on four continents. Host phylogeny was the main determinant of Frankia OTU-based community composition, but there was no effect on the phylogenetic structure of Frankia. Biogeographic analyses revealed the strongest cross-continental links over the Beringian land bridge. Despite the facultative symbiotic nature of Frankia, phylogenetic relations among Alnus species play a prominent role in structuring root-associated Frankia communities and their biogeographic patterns. Our results suggest that Alnus species exert strong phylogenetically determined selection pressure on compatible Actinobacteria.	2014	204	10.1111/nph.12962
Fonseca, VG; Carvalho, GR; Nichols, B; Quince, C; Johnson, HF; Neill, SP; Lambshead, JD; Thomas, WK; Power, DM; Creer, S	Metagenetic analysis of patterns of distribution and diversity of marine meiobenthic eukaryotes	GLOBAL ECOLOGY AND BIOGEOGRAPHY	AimMeiofaunal communities that inhabit the marine benthos offer unique opportunities to simultaneously study the macroecology of numerous phyla that exhibit different life-history strategies. Here, we ask: (1) if the macroecology of meiobenthic communities is explained mainly by dispersal constraints or by environmental conditions; and (2) if levels of meiofaunal diversity surpass existing estimates based on morphological taxonomy. LocationUK and mainland European coast. MethodsNext-generation sequencing techniques (NGS; Roche 454 FLX platform) using 18S nuclear small subunit ribosomal DNA (rDNA) gene. Pyrosequences were analysed using AmpliconNoise followed by chimera removal using Perseus. ResultsRarefaction curves revealed that sampling saturation was only reached at 15% of sites, highlighting that the bulk of meiofaunal diversity is yet to be discovered. Overall, 1353 OTUs were recovered and assigned to 23 different phyla. The majority of sampled sites had c. 60-70 unique operational taxonomic units (OTUs) per site, indicating high levels of beta diversity. The environmental parameters that best explained community structure were seawater temperature, geographical distance and sediment size, but most of the variability (R-2=70%-80%) remains unexplained. Main conclusionsHigh percentages of endemic OTUs suggest that meiobenthic community composition is partly niche-driven, as observed in larger organisms, but also shares macroecological features of microorganisms by showing high levels of cosmopolitanism (albeit on a much smaller scale). Meiobenthic communities exhibited patterns of isolation by distance as well as associations between niche, latitude and temperature, indicating that meiobenthic communities result from a combination of niche assembly and dispersal processes. Conversely, isolation-by-distance patterns were not identified in the featured protists, suggesting that animals and protists adhere to radically different macroecological processes, linked to life-history strategies.	2014	23	10.1111/geb.12223
Gerardo, NM; Parker, BJ	Mechanisms of symbiont-conferred protection against natural enemies: an ecological and evolutionary framework	CURRENT OPINION IN INSECT SCIENCE	Many vertically-transmitted microbial symbionts protect their insect hosts from natural enemies, including host-targeted pathogens and parasites, and those vectored by insects to other hosts. Protection is often achieved through production of inhibiting toxins, which is not surprising given that toxin production mediates competition in many environments. Classical models of macroecological interactions, however, demonstrate that interspecific competition can be less direct, and recent research indicates that symbiont-protection can be mediated through exploitation of limiting resources, and through activation of host immune mechanisms that then suppress natural enemies. Available data, though limited, suggest that effects of symbionts on vectored pathogens and parasites, as compared to those that are host-targeted, are more likely to result from symbiont activation of the host immune system. We discuss these different mechanisms in light of their potential impact on the evolution of host physiological processes.	2014	4	10.1016/j.cois.2014.08.002
Peay, KG; Bruns, TD	Spore dispersal of basidiomycete fungi at the landscape scale is driven by stochastic and deterministic processes and generates variability in plant-fungal interactions	NEW PHYTOLOGIST	Fungi play an important role in plant communities and ecosystem function. As a result, variation in fungal community composition can have important consequences for plant fitness. However, there are relatively few empirical data on how dispersal might affect fungal communities and the ecological processes they mediate. We established sampling stations across a large area of coastal landscape varying in their spatial proximity to each other and contrasting vegetation types. We measured dispersal of spores from a key group of fungi, the Basidomycota, across this landscape using qPCR and 454 pyrosequencing. We also measured the colonization of ectomycorrhizal fungi at each station using sterile bait seedlings. We found a high degree of spatial and temporal variability in the composition of Basidiomycota spores. This variability was in part stochastic and in part explained by spatial proximity to other vegetation types and time of year. Variation in spore community also affected colonization by ectomycorrhizal fungi and seedling growth. Our results demonstrate that fungal host and habitat specificity coupled with dispersal limitation can lead to local variation in fungal community structure and plant-fungal interactions. Understanding fungal communities also requires explicit knowledge of landscape context in addition to local environmental conditions.	2014	204	10.1111/nph.12906
Bergmann, RC; Ralebitso-Senior, TK; Thompson, TJU	An RNA-based analysis of changes in biodiversity indices in response to Sus scrofa domesticus decomposition	FORENSIC SCIENCE INTERNATIONAL	Despite emergent research initiatives, significant knowledge gaps remain of soil microbiology-associated cadaver decomposition. Nevertheless, preliminary studies have shown that the vast diversity and complex interactions of soil microbial communities have great potential for forensic applications such as clandestine grave location and postmortem interval estimation. This study investigated changes in soil bacterial communities during pig (Sus scrofa domesticus) leg decomposition. 16S rRNA, instead of the usually applied 16S rDNA marker, was used to compare the metabolically active bacteria. Total bacterial RNA was extracted from soil samples of three different layers on day 3, 28 and 77 after the shallow burial of a pig leg. The V3 region of the 16S rRNA was amplified, analysed by RT-PCR DGGE, and compared with control soil bacterial community profiles. Statistically significant differences in soil bacterial biodiversity were observed. For the control, bacterial diversity (H) and species richness (S) of the three layers averaged 2.48 +/- 0.14 (H) and 18.8 +/- 2.5 (S), respectively, while for the test soil increases (p = 0.027) were recorded between day 3 (H = 2.71 +/- 0.02; S = 21.3 +/- 2.0) and 28 (H = 3.46 +/- 0.32; S = 60.3 +/- 16.9), particularly in the middle (10-20 cm) and bottom (20-30 cm) soil layers. Between day 28 and 77 the diversity and richness then decreased on average for all three layers (H = 3.43 +/- 0.20; S = 60.0 +/- 17.3) but remained higher than on day 3. Thus, responses in soil bacterial profiles and activity to carcass decomposition, detected and characterised by RNA-based DGGE, could be used together with RNA sequencing data, changes in physico-chemical variables (carbon, nitrogen, phosphorus, temperature, redox potential, water activity and pH) and conventional macroecology markers (e. g. insects and vegetation), to develop a suite of analytical protocols for different forensic scenarios. (C) 2014 Elsevier Ireland Ltd. All rights reserved.	2014	241	10.1016/j.forsciint.2014.06.001
Jones, DOB; Yool, A; Wei, CL; Henson, SA; Ruhl, HA; Watson, RA; Gehlen, M	Global reductions in seafloor biomass in response to climate change	GLOBAL CHANGE BIOLOGY	Seafloor organisms are vital for healthy marine ecosystems, contributing to elemental cycling, benthic remineralization, and ultimately sequestration of carbon. Deep-sea life is primarily reliant on the export flux of particulate organic carbon from the surface ocean for food, but most ocean biogeochemistry models predict global decreases in export flux resulting from 21st century anthropogenically induced warming. Here we show that decadal-to-century scale changes in carbon export associated with climate change lead to an estimated 5.2% decrease in future (2091-2100) global open ocean benthic biomass under RCP8.5 (reduction of 5.2 Mt C) compared with contemporary conditions (2006-2015). Our projections use multi-model mean export flux estimates from eight fully coupled earth system models, which contributed to the Coupled Model Intercomparison Project Phase 5, that have been forced by high and low representative concentration pathways (RCP8.5 and 4.5, respectively). These export flux estimates are used in conjunction with published empirical relationships to predict changes in benthic biomass. The polar oceans and some upwelling areas may experience increases in benthic biomass, but most other regions show decreases, with up to 38% reductions in parts of the northeast Atlantic. Our analysis projects a future ocean with smaller sized infaunal benthos, potentially reducing energy transfer rates though benthic multicellular food webs. More than 80% of potential deep-water biodiversity hotspots known around the world, including canyons, seamounts, and cold-water coral reefs, are projected to experience negative changes in biomass. These major reductions in biomass may lead to widespread change in benthic ecosystems and the functions and services they provide.	2014	20	10.1111/gcb.12480
Barberan, A; Casamayor, EO; Fierer, N	The microbial contribution to macroecology	FRONTIERS IN MICROBIOLOGY	There has been a recent explosion of research within the field of microbial ecology that has been fueled, in part, by methodological improvements that make it feasible to characterize microbial communities to an extent that was inconceivable only a few years ago. Furthermore, there is increasing recognition within the field of ecology that microorganisms play a critical role in the health of organisms and ecosystems. Despite these developments, an important gap still persists between the theoretical framework of macroecology and microbial ecology. We highlight two idiosyncrasies of microorganisms that are fundamental to understanding macroecological patterns and their mechanistic drivers. First, high dispersal rates provide novel opportunities to test the relative importance of niche, stochastic, and historical processes in structuring biological communities. Second, high speciation rates potentially lead to the convergence of ecological and evolutionary time scales. After reviewing these unique aspects, we discuss strategies for improving the conceptual integration of microbes into macroecology. As examples, we discuss the use of phylogenetic ecology as an integrative approach to explore patterns across the tree of life. Then we demonstrate how two general theories of biodiversity (i.e., the recently developed theory of stochastic geometry and the neutral theory) can be adapted to microorganisms. We demonstrate how conceptual models that integrate evolutionary and ecological mechanisms can contribute to the unification of microbial ecology and macroecology.	2014	5	10.3389/fmicb.2014.00203
Hai, RT; Wang, YL; Wang, XH; Li, Y; Du, ZZ	Bacterial Community Dynamics and Taxa-Time Relationships within Two Activated Sludge Bioreactors	PLOS ONE	Background: Biological activated sludge process must be functionally stable to continuously remove contaminants while relying upon the activity of complex microbial communities. However the dynamics of these communities are as yet poorly understood. A macroecology metric used to quantify community dynamic is the taxa-time relationship (TTR). Although the TTR of animal and plant species has been well documented, knowledge is still lacking in regard to TTR of microbial communities in activated sludge bioreactors. Aims: 1) To characterize the temporal dynamics of bacterial taxa in activated sludge from two bioreactors of different scale and investigate factors affecting such dynamics; 2) to evaluate the TTRs of activated sludge microbial communities in two bioreactors of different scale. Methods: Temporal variation of bacterial taxa in activated sludge collected from a full-and lab-scale activated sludge bioreactor was monitored over a one-year period using pyrosequencing of 16S rRNA genes. TTR was employed to quantify the bacterial taxa shifts based on the power law equation S = cT(w). Results: The power law exponent w for the full-scale bioreactor was 0.43 (R-2 = 0.970), which is lower than that of the lab-scale bioreactor (w = 0.55, R-2 = 0.971). The exponents for the dominant phyla were generally higher than that of the rare phyla. Canonical correspondence analysis (CCA) result showed that the bacterial community variance was significantly associated with water temperature, influent (biochemical oxygen demand) BOD, bioreactor scale and dissolved oxygen (DO). Variance partitioning analyses suggested that wastewater characteristics had the greatest contribution to the bacterial community variance, explaining 20.3% of the variance of bacterial communities independently, followed by operational parameters (19.9%) and bioreactor scale (3.6%). Conclusions: Results of this study suggest bacterial community dynamics were likely driven partly by wastewater and operational parameters and provide evidence that the TTR may be a fundamental ecological pattern in macro- and microbial systems.	2014	9	10.1371/journal.pone.0090175
Zinger, L; Boetius, A; Ramette, A	Bacterial taxa-area and distance-decay relationships in marine environments	MOLECULAR ECOLOGY	The taxa-area relationship (TAR) and the distance-decay relationship (DDR) both describe spatial turnover of taxa and are central patterns of biodiversity. Here, we compared TAR and DDR of bacterial communities across different marine realms and ecosystems at the global scale. To obtain reliable global estimates for both relationships, we quantified the poorly assessed effects of sequencing depth, rare taxa removal and number of sampling sites. Slope coefficients of bacterial TARs were within the range of those of plants and animals, whereas slope coefficients of bacterial DDR were much lower. Slope coefficients were mostly affected by removing rare taxa and by the number of sampling sites considered in the calculations. TAR and DDR slope coefficients were overestimated at sequencing depth <4000 sequences per sample. Noticeably, bacterial TAR and DDR patterns did not correlate with each other both within and across ecosystem types, suggesting that (i) TAR cannot be directly derived from DDR and (ii) TAR and DDR may be influenced by different ecological factors. Nevertheless, we found marine bacterial TAR and DDR to be steeper in ecosystems associated with high environmental heterogeneity or spatial isolation, namely marine sediments and coastal environments compared with pelagic ecosystems. Hence, our study provides information on macroecological patterns of marine bacteria, as well as methodological and conceptual insights, at a time when biodiversity surveys increasingly make use of high-throughput sequencing technologies.	2014	23	10.1111/mec.12640
Luke, C; Frenzel, P; Ho, A; Fiantis, D; Schad, P; Schneider, B; Schwark, L; Utami, SR	Macroecology of methane-oxidizing bacteria: the beta-diversity of pmoA genotypes in tropical and subtropical rice paddies	ENVIRONMENTAL MICROBIOLOGY	Studies addressing microbial biogeography have increased during the past decade, but research on microbial distribution patterns is still in its infancies, and many aspects are only poorly understood. Here, we compared the methanotroph community in paddy soils sampled in Indonesia, Vietnam, China and Italy, focusing on the distance-decay relationship. We used the pmoA gene as marker for methanotroph diversity in terminal restriction fragment length polymorphism, microarray and pyrosequencing approaches. We could observe a significant increase of -diversity with geographical distance across continents (12000km). Measured environmental parameters explained only a small amount of data variation, and we found no evidence for dispersal limitation. Thus, we propose historical contingencies being responsible for the observed patterns. Furthermore, we performed an in-depth analysis of type II methanotroph pmoA distribution at the sequence level. We used ordination analysis to project sequence dissimilarities into a three-dimensional space (multidimensional scaling). The ordination suggests that type II methanotrophs in paddy fields can be divided into five major groups. However, these groups were found to be distributed in all soils independent of the geographic origin. By including tropical field sites (Indonesia and Vietnam) into the analysis, we further observed the first paddy fields harbouring a methanotroph community depleted in type II methanotrophs.	2014	16	10.1111/1462-2920.12190
Locey, KJ; White, EP	How species richness and total abundance constrain the distribution of abundance	ECOLOGY LETTERS	The species abundance distribution (SAD) is one of the most intensively studied distributions in ecology and its hollow-curve shape is one of ecologys most general patterns. We examine the SAD in the context of all possible forms having the same richness (S) and total abundance (N), i.e. the feasible set. We find that feasible sets are dominated by similarly shaped hollow curves, most of which are highly correlated with empirical SADs (most R-2 values > 75%), revealing a strong influence of N and S on the form of the SAD and an a priori explanation for the ubiquitous hollow curve. Empirical SADs are often more hollow and less variable than the majority of the feasible set, revealing exceptional unevenness and relatively low natural variability among ecological communities. We discuss the importance of the feasible set in understanding how general constraints determine observable variation and influence the forms of predicted and empirical patterns.	2013	16	10.1111/ele.12154
Levy, R; Borenstein, E	Metabolic modeling of species interaction in the human microbiome elucidates community-level assembly rules	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	The human microbiome plays a key role in human health and is associated with numerous diseases. Metagenomic-based studies are now generating valuable information about the composition of the microbiome in health and in disease, demonstrating non-neutral assembly processes and complex co-occurrence patterns. However, the underlying ecological forces that structure the microbiome are still unclear. Specifically, compositional studies alone with no information about mechanisms of interaction, potential competition, or syntrophy, cannot clearly distinguish habitat-filtering and species assortment assembly processes. To address this challenge, we introduce a computational framework, integrating metagenomic-based compositional data with genome-scale metabolic modeling of species interaction. We use in silico metabolic network models to predict levels of competition and complementarity among 154 microbiome species and compare predicted interaction measures to species co-occurrence. Applying this approach to two large-scale datasets describing the composition of the gut microbiome, we find that species tend to co-occur across individuals more frequently with species with which they strongly compete, suggesting that microbiome assembly is dominated by habitat filtering. Moreover, species partners and excluders exhibit distinct metabolic interaction levels. Importantly, we show that these trends cannot be explained by phylogeny alone and hold across multiple taxonomic levels. Interestingly, controlling for host health does not change the observed patterns, indicating that the axes along which species are filtered are not fully defined by macroecological host states. The approach presented here lays the foundation for a reverse-ecology framework for addressing key questions concerning the assembly of host-associated communities and for informing clinical efforts to manipulate the microbiome.	2013	110	10.1073/pnas.1300926110
Nazaries, L; Pan, Y; Bodrossy, L; Baggs, EM; Millard, P; Murrell, JC; Singh, BK	Evidence of Microbial Regulation of Biogeochemical Cycles from a Study on Methane Flux and Land Use Change	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	Microbes play an essential role in ecosystem functions, including carrying out biogeochemical cycles, but are currently considered a black box in predictive models and all global biodiversity debates. This is due to (i) perceived temporal and spatial variations in microbial communities and (ii) lack of ecological theory explaining how microbes regulate ecosystem functions. Providing evidence of the microbial regulation of biogeochemical cycles is key for predicting ecosystem functions, including greenhouse gas fluxes, under current and future climate scenarios. Using functional measures, stable-isotope probing, and molecular methods, we show that microbial (community diversity and function) response to land use change is stable over time. We investigated the change in net methane flux and associated microbial communities due to afforestation of bog, grassland, and moorland. Afforestation resulted in the stable and consistent enhancement in sink of atmospheric methane at all sites. This change in function was linked to a niche-specific separation of microbial communities (methanotrophs). The results suggest that ecological theories developed for macroecology may explain the microbial regulation of the methane cycle. Our findings provide support for the explicit consideration of microbial data in ecosystem/climate models to improve predictions of biogeochemical cycles.	2013	79	10.1128/AEM.00095-13
Polme, S; Bahram, M; Yamanaka, T; Nara, K; Dai, YC; Grebenc, T; Kraigher, H; Toivonen, M; Wang, PH; Matsuda, Y; Naadel, T; Kennedy, PG; Koljalg, U; Tedersoo, L	Biogeography of ectomycorrhizal fungi associated with alders (Alnus spp.) in relation to biotic and abiotic variables at the global scale	NEW PHYTOLOGIST	Much of the macroecological information about microorganisms is confounded by the lack of standardized methodology, paucity of metadata and sampling effect of a particular substrate or interacting host taxa. This study aims to disentangle the relative effects of biological, geographical and edaphic variables on the distribution of Alnus-associated ectomycorrhizal (ECM) fungi at the global scale by using comparable sampling and analysis methods. Ribosomal DNA sequence analysis revealed 146 taxa of ECM fungi from 22 Alnus species across 96 sites worldwide. Use of spatial and phylogenetic eigenvectors along with environmental variables in model selection indicated that phylogenetic relations among host plants and geographical links explained 43 and 10%, respectively, in ECM fungal community composition, whereas soil calcium concentration positively influenced taxonomic richness. Intrageneric phylogenetic relations among host plants and regional processes largely account for the global biogeographic distribution of Alnus-associated ECM fungi. The biogeography of ECM fungi is consistent with ancient host migration patterns from Eurasia to North America and from southern Europe to northern Europe after the last glacial maximum, indicating codispersal of hosts and their mycobionts.	2013	198	10.1111/nph.12170
Vezzulli, L; Colwell, RR; Pruzzo, C	Ocean Warming and Spread of Pathogenic Vibrios in the Aquatic Environment	MICROBIAL ECOLOGY	Vibrios are among the most common bacteria that inhabit surface waters throughout the world and are responsible for a number of severe infections both in humans and animals. Several reports recently showed that human Vibrio illnesses are increasing worldwide including fatal acute diarrheal diseases, such as cholera, gastroenteritis, wound infections, and septicemia. Many scientists believe this increase may be associated with global warming and rise in sea surface temperature (SST), although not enough evidence is available to support a causal link between emergence of Vibrio infections and climate warming. The effect of increased SST in promoting spread of vibrios in coastal and brackish waters is considered a causal factor explaining this trend. Field and laboratory studies carried out over the past 40 years supported this hypothesis, clearly showing temperature promotes Vibrio growth and persistence in the aquatic environment. Most recently, a long-term retrospective microbiological study carried out in the coastal waters of the southern North Sea provided the first experimental evidence for a positive and significant relationship between SST and Vibrio occurrence over a multidecadal time scale. As a future challenge, macroecological studies of the effects of ocean warming on Vibrio persistence and spread in the aquatic environment over large spatial and temporal scales would conclusively support evidence acquired to date combined with studies of the impact of global warming on epidemiologically relevant variables, such as host susceptibility and exposure. Assessing a causal link between ongoing climate change and enhanced growth and spread of vibrios and related illness is expected to improve forecast and mitigate future outbreaks associated with these pathogens.	2013	65	10.1007/s00248-012-0163-2
Amend, AS; Oliver, TA; Amaral-Zettler, LA; Boetius, A; Fuhrman, JA; Horner-Devine, MC; Huse, SM; Welch, DBM; Martiny, AC; Ramette, A; Zinger, L; Sogin, ML; Martiny, JBH	Macroecological patterns of marine bacteria on a global scale	JOURNAL OF BIOGEOGRAPHY	Aim To test whether within-species and among-species patterns of abundance and latitudinal range in marine bacteria resemble those found for macro-organisms, and whether these patterns differ along latitudinal clines. Location Global pelagic marine environments. Methods Taxon-specific sequence abundance and location were retrieved from the open-access V6-rRNA pyrotag sequence data base VAMPS (http://vamps.mbl.edu/), which holds a massive collection of marine bacterial community data sets from the International Census of Marine Microbes sampling effort of global ocean water masses. Data were randomly subsampled to correct for spatial bias and for differences in sampling effort. Results We show that bacterial latitudinal ranges are narrower than expected by chance. When present in both Northern and Southern hemispheres, taxa occupy restricted ranges at similar latitudes on both sides of the equator. A significant and positive relationship exists between sequence abundance and latitudinal range, although this pattern contains a large amount of variance. Abundant taxa in the tropics and in the Northern Hemisphere generally have smaller ranges than those in the Southern Hemisphere. We show that the mean latitudinal range of bacterial taxa increases with latitude, supporting the existence of a Rapoport effect in marine bacterioplankton. Finally, we show that bacterioplankton communities contain a higher proportion of abundant taxa as they approach the poles. Main conclusions Macroecological patterns such as the abundancerange relationship, in general, extend to marine bacteria. However, differences in the shape of these relationships between bacteria and macro-organisms call into question whether the processes and their relative importance in shaping global marine bacteria and macro-organism distributions are the same.	2013	40	10.1111/jbi.12034
Sul, WJ; Oliver, TA; Ducklow, HW; Amaral-Zettler, LA; Sogin, ML	Marine bacteria exhibit a bipolar distribution	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	The microbial cosmopolitan dispersion hypothesis often invoked to explain distribution patterns driven by high connectivity of oceanographic water masses and widespread dispersal ability has never been rigorously tested. By using a global marine bacterial dataset and iterative matrix randomization simulation, we show that marine bacteria exhibit a significantly greater dispersal limitation than predicted by our null model using the everything is everywhere tenet with no dispersal limitation scenario. Specifically, marine bacteria displayed bipolar distributions (i.e., species occurring exclusively at both poles and nowhere else) significantly less often than in the null model. Furthermore, we observed fewer taxa present in both hemispheres but more taxa present only in a single hemisphere than expected under the null model. Each of these trends diverged further from the null expectation as the compared habitats became more geographically distant but more environmentally similar. Our meta-analysis supported a latitudinal gradient in bacterial diversity with higher richness at lower latitudes, but decreased richness toward the poles. Bacteria in the tropics also demonstrated narrower latitudinal ranges at lower latitudes and relatively larger ranges in higher latitudes, conforming to the controversial macroecological pattern of the Rapoport rule. Collectively, our findings suggest that bacteria follow biogeographic patterns more typical of macroscopic organisms, and that dispersal limitation, not just environmental selection, likely plays an important role. Distributions of microbes that deliver critical ecosystemservices, particularly those in polar regions, may be vulnerable to the same impacts that environmental stressors, climate warming, and degradation in habitat quality are having on biodiversity in animal and plant species.	2013	110	10.1073/pnas.1212424110
Azovsky, A; Mazei, Y	Do microbes have macroecology? Large-scale patterns in the diversity and distribution of marine benthic ciliates	GLOBAL ECOLOGY AND BIOGEOGRAPHY	Aim The biogeography and global distribution of protists has long been disputed, with two primary, opposing views. To test these two sets of views in greater detail, we have compiled the available data for marine benthic ciliates and assessed the general patterns of their diversity and distribution compared with Metazoa. Location World-wide. Methods A comprehensive database (1342 species, over 350 sources) was used to analyse the diversity, distribution, species occurrences and range size distribution of free-living ciliates that inhabit marine sediments in 17 geographical regions. Results Twenty-five per cent of the species have been found in a single region only, whereas 18% are widespread (they occur in more than half the regions covering both hemispheres). Only 57% of regional faunas are endemic, which is much lower than for macroorganisms. Regional diversity depends neither on total area nor on coastline length and does not show any obvious latitudinal trends, but correlates highly with the investigation effort expended in a region and (negatively) with the average salinity. A comparison of species composition reveals distinctions between the Arctic Area (the White, Barents and Kara seas), Laurasian Area (north Atlantic, north Pacific and European seas), Gondwanian Area (Southern Ocean) and the Antarctic. No clear geographical correlations are found for faunistic composition at the genus or family levels. There is the tendency to narrow the latitudinal ranges for species found at high latitudes (reversal of Rapoports rule). Main conclusions Undersampling and data insufficiency are the key factors affecting the observed diversity and distribution of microorganisms. Nevertheless, marine benthic ciliates demonstrate certain patterns that generally agree with the moderate endemicity model (Foissner, 2004, 2008), but consistently contradict the regularities commonly observed for multicellular taxa. Thus, ciliates do have a biogeography, but their macroecological patterns may be different in some respects from that of macroorganisms.	2013	22	10.1111/j.1466-8238.2012.00776.x
Chang, FH; Marquis, EC; Chang, CW; Gong, GC; Hsieh, CH	Scaling of growth rate and mortality with size and its consequence on size spectra of natural microphytoplankton assemblages in the East China Sea	BIOGEOSCIENCES	Allometric scaling of body size versus growth rate and mortality has been suggested to be a universal macroecological pattern, as described by the metabolic theory of ecology (MTE). However, whether such scaling generally holds in natural assemblages remains debated. Here, we test the hypothesis that the size-specific growth rate and grazing mortality scale with the body size with an exponent of -1/4 after temperature correction, as MTE predicts. To do so, we couple a dilution experiment with the FlowCAM imaging system to obtain size-specific growth rates and grazing mortality of natural microphytoplankton assemblages in the East China Sea. This novel approach allows us to achieve highly resolved size-specific measurements that would be very difficult to obtain in traditional size-fractionated measurements using filters. Our results do not support the MTE prediction. On average, the size-specific growth rates and grazing mortality scale almost isometrically with body size (with scaling exponent similar to 0.1). However, this finding contains high uncertainty, as the size-scaling exponent varies substantially among assemblages. The fact that size-scaling exponent varies among assemblages prompts us to further investigate how the variation of size-specific growth rate and grazing mortality can interact to determine the microphytoplankton size structure, described by normalized biomass size spectrum (NBSS), among assemblages. We test whether the variation of microphytoplankton NBSS slopes is determined by (1) differential grazing mortality of small versus large individuals, (2) differential growth rate of small versus large individuals, or (3) combinations of these scenarios. Our results indicate that the ratio of the grazing mortality of the large size category to that of the small size category best explains the variation of NBSS slopes across environments, suggesting that higher grazing mortality of large microphytoplankton may release the small phytoplankton from grazing, which in turn leads to a steeper NBSS slope. This study contributes to understanding the relative importance of bottom-up versus top-down control in shaping microphytoplankton size structure.	2013	10	10.5194/bg-10-5267-2013
