AU	TI	SO	AB	PY	VL	DI
Echenique-Subiabre, I; Villeneuve, A; Golubic, S; Turquet, J; Humbert, JF; Gugger, M	Influence of local and global environmental parameters on the composition of cyanobacterial mats in a tropical lagoon	MICROBIAL ECOLOGY	Cyanobacteria-dominated microbial mat communities thrive widely and year round in coral reefs and tropical lagoons, with periodic massive development of benthic blooms. We studied the diversity and spatiotemporal variation of the cyanobacterial dominance in mats of the shallow lagoon of La R,union Island in the Indian Ocean by means of denaturing gradient gel electrophoresis and cloning-sequencing approaches targeting the 16S rRNA gene, combined with macromorphological and micromorphological characterization of corresponding phenotypes. The mat-forming cyanobacteria were highly diversified with at least 67 distinct operational taxonomic units identified in the lagoon, encompassing the entire morphological spectrum of the phylum Cyanobacteria, but with striking dominance of Oscillatoriales and Nostocales. It appeared also that selective pressures acting at different geographical scales have an influence on the structure and composition of these mats dominated by cyanobacteria. First, large changes were observed in their diversity and composition in relation to local changes occurring in their environment. Second, from the data obtained on the richness and composition of the mats and from the comparison with similar studies in the world, tropical mats seem to display wider cyanobacterial richness than in temperate and cold areas. Moreover, these tropical mats share more species with mats in other tropical regions than with those in temperate and cold climatic regions, suggesting that marine cyanobacteria in biofilms and mats display a biogeographic structure.	2015	69	10.1007/s00248-014-0496-0
Lafleur, JE; Rice, SA	Induction of resistance to S-aureus in an environmental marine biofilm grown in Sydney Harbor, NSW, Australia	WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY	The study of environmental biofilms is complicated by the difficulty of working with them under lab conditions. Nonetheless, knowledge of cellular activity and interactions within environmental biofilms could lead to novel biomedical applications. To address this problem we previously proposed a new technique for inducing resistance to Staphylococcus aureus in an intact environmental biofilm. In the current follow-up study we applied the new technique in a biogeographically distinct environment using a different strain of S. aureus. The proposed technique for inducing resistance to S. aureus in an environmental biofilm involves growing the environmental biofilms over several days in media reflecting their natural habitat on agar that contains spent culture supernatant from S. aureus over-night culture. We found in this second study that it was possible to induce resistance to S. aureus in an environmental biofilm from a biogeographically distinct environment, though not in the same way as we had previously observed. Environmental consortia from Sydney Harbor, Australia display an ability to inhibit biofilm formation by S. aureus; only in the case where the environmental biofilms were pretreated with UV radiation was there a difference in activity between environmental consortia grown on plain agar, and that grown on S. aureus agar. Application of the new technique in the current study also differs in that significant killing of cells within an established S. aureus biofilm by environmental consortia grown on S. aureus agar was possible.	2015	31	10.1007/s11274-014-1787-9
Knight, S; Goddard, MR	Quantifying separation and similarity in a Saccharomyces cerevisiae metapopulation	ISME JOURNAL	Eukaryotic microbes are key ecosystem drivers; however, we have little theory and few data elucidating the processes influencing their observed population patterns. Here we provide an in-depth quantitative analysis of population separation and similarity in the yeast Saccharomyces cerevisiae with the aim of providing a more detailed account of the population processes occurring in microbes. Over 10 000 individual isolates were collected from native plants, vineyards and spontaneous ferments of fruit from six major regions spanning 1000km across New Zealand. From these, hundreds of S. cerevisiae genotypes were obtained, and using a suite of analytical methods we provide comprehensive quantitative estimates for both population structure and rates of gene flow or migration. No genetic differentiation was detected within geographic regions, even between populations inhabiting native forests and vineyards. We do, however, reveal a picture of national population structure at scales above similar to 100km with distinctive populations in the more remote Nelson and Central Otago regions primarily contributing to this. In addition, differential degrees of connectivity between regional populations are observed and correlate with the movement of fruit by the New Zealand wine industry. This suggests some anthropogenic influence on these observed population patterns.	2015	9	10.1038/ismej.2014.132
Doxey, AC; Kurtz, DA; Lynch, MDJ; Sauder, LA; Neufeld, JD	Aquatic metagenomes implicate Thaumarchaeota in global cobalamin production	ISME JOURNAL	Cobalamin (vitamin B-12) is a complex metabolite and essential cofactor required by many branches of life, including most eukaryotic phytoplankton. Algae and other cobalamin auxotrophs rely on environmental cobalamin supplied from a relatively small set of cobalamin-producing prokaryotic taxa. Although several Bacteria have been implicated in cobalamin biosynthesis and associated with algal symbiosis, the involvement of Archaea in cobalamin production is poorly understood, especially with respect to the Thaumarchaeota. Based on the detection of cobalamin synthesis genes in available thaumarchaeotal genomes, we hypothesized that Thaumarchaeota, which are ubiquitous and abundant in aquatic environments, have an important role in cobalamin biosynthesis within global aquatic ecosystems. To test this hypothesis, we examined cobalamin synthesis genes across sequenced thaumarchaeotal genomes and 430 metagenomes from a diverse range of marine, freshwater and hypersaline environments. Our analysis demonstrates that all available thaumarchaeotal genomes possess cobalamin synthesis genes, predominantly from the anaerobic pathway, suggesting widespread genetic capacity for cobalamin synthesis. Furthermore, although bacterial cobalamin genes dominated most surface marine metagenomes, thaumarchaeotal cobalamin genes dominated metagenomes from polar marine environments, increased with depth in marine water columns, and displayed seasonality, with increased winter abundance observed in time-series datasets (e.g., L4 surface water in the English Channel). Our results also suggest niche partitioning between thaumarchaeotal and cyanobacterial ribosomal and cobalamin synthesis genes across all metagenomic datasets analyzed. These results provide strong evidence for specific biogeographical distributions of thaumarchaeotal cobalamin genes, expanding our understanding of the global biogeochemical roles played by Thaumarchaeota in aquatic environments.	2015	9	10.1038/ismej.2014.142
Read, DS; Gweon, HS; Bowes, MJ; Newbold, LK; Field, D; Bailey, MJ; Griffiths, RI	Catchment-scale biogeography of riverine bacterioplankton	ISME JOURNAL	Lotic ecosystems such as rivers and streams are unique in that they represent a continuum of both space and time during the transition from headwaters to the river mouth. As microbes have very different controls over their ecology, distribution and dispersion compared with macrobiota, we wished to explore biogeographical patterns within a river catchment and uncover the major drivers structuring bacterioplankton communities. Water samples collected across the River Thames Basin, UK, covering the transition from headwater tributaries to the lower reaches of the main river channel were characterised using 16S rRNA gene pyrosequencing. This approach revealed an ecological succession in the bacterial community composition along the river continuum, moving from a community dominated by Bacteroidetes in the headwaters to Actinobacteria-dominated downstream. Location of the sampling point in the river network (measured as the cumulative water channel distance upstream) was found to be the most predictive spatial feature; inferring that ecological processes pertaining to temporal community succession are of prime importance in driving the assemblages of riverine bacterioplankton communities. A decrease in bacterial activity rates and an increase in the abundance of low nucleic acid bacteria relative to high nucleic acid bacteria were found to correspond with these downstream changes in community structure, suggesting corresponding functional changes. Our findings show that bacterial communities across the Thames basin exhibit an ecological succession along the river continuum, and that this is primarily driven by water residence time rather than the physico-chemical status of the river.	2015	9	10.1038/ismej.2014.166
Staley, C; Gould, TJ; Wang, P; Phillips, J; Cotner, JB; Sadowsky, MJ	Species sorting and seasonal dynamics primarily shape bacterial communities in the Upper Mississippi River	SCIENCE OF THE TOTAL ENVIRONMENT	Bacterial community structure (BCS) in freshwater ecosystems varies seasonally and due to physicochemical gradients, but metacommunity structure of a major river remains understudied. Here we characterize the BCS along the Mississippi River and contributing rivers in Minnesota over three years using Illumina next-generation sequencing, to determine how changes in environmental conditions as well as inputs from surrounding land and confluences impacted community structure. Contributions of sediment to water microbial diversity were also evaluated. Long-term variation in community membership was observed, and significant shifts in relative abundances of major freshwater taxa, including alpha-Proteobacteria, Burkholderiales, and Actinomycetales, were observed due to temporal and spatial variations. Environmental parameters (e.g. temperature, rainfall, and nutrient concentrations) primarily contributed to differences in phyla abundances (88% of variance), with minimal influence from spatial distance alone (<1% of variance). Furthermore, an annually-recurrent BCS was observed in late summer, further suggesting that seasonal dynamics strongly influence community composition. Sediment communities differed from those in the water, but contributed up to 50% to community composition in the water column. Among water sampling sites, 34% showed significant variability in BCS of replicate samples indicating variability among riverine communities due to heterogeneity in the water column. Results of this study highlight the need for a better understanding of spatial and temporal variations in riverine bacterial diversity associated with physicochemical gradients and reveal how communities in sediments, and potentially other environmental reservoirs, impact waterborne BCS. Techniques used in this study may prove useful to determine sources of microbes from sediments and soils to waterways, which will facilitate best management practices and total maximum daily load determinations. (C) 2014 Elsevier B.V. All rights reserved.	2015	505	10.1016/j.scitotenv.2014.10.012
Alguacil, MM; Torrecillas, E; Lozano, Z; Roldan, A	Arbuscular mycorrhizal fungi communities in a coral cay system (Morrocoy, Venezuela) and their relationships with environmental variables	SCIENCE OF THE TOTAL ENVIRONMENT	Knowledge of the natural diversity of arbuscular mycorrhizal fungi (AMF) and understanding of their biogeographical patterns and what drive them might help to the maintenance and preservation of ecosystems under a changing environment. The objective of this study was to evaluate the contribution of different environmental factors to the determination of the composition of AMF assemblages in representative sites within the Morrocoy National Park (Venezuela). The community structure of the AMF under the canopy of Coccoloba uvifera was investigated in four cays (Borracho, Muerto, Peraza, and Paiclas) and one mainland location (Las Luisas). Based on partial sequences of the nuclear small subunit ribosomal DNA gene, the AM fungi in soil samples were divided into 31 operational taxonomic units, grouped in eight families. The canonical correspondence analysis showed that environmental factors related to insularity (the mean annual rainfall, the distance to the mainland coast, and the cay land area) and a soil property related to biological activity (the total carbohydrate content) were significantly related to the distribution of the AMF communities. (C) 2014 Elsevier B.V. All rights reserved.	2015	505	10.1016/j.scitotenv.2014.10.030
Choi, DH; Park, KT; An, SM; Lee, K; Cho, JC; Lee, JH; Kim, D; Jeon, D; Noh, JH	Pyrosequencing Revealed SAR116 Clade as Dominant dddP-Containing Bacteria in Oligotrophic NW Pacific Ocean	PLOS ONE	Dimethyl sulfide (DMS) is a climatically active gas released into the atmosphere from oceans. It is produced mainly by bacterial enzymatic cleavage of dimethylsulfoniopropionate (DMSP), and six DMSP lyases have been identified to date. To determine the biogeographical distribution of bacteria relevant to DMS production, we investigated the diversity of dddP-the most abundant DMS-producing gene-in the northwestern Pacific Ocean using newly developed primers and the pyrosequencing method. Consistent with previous studies, the major dddP-containing bacteria in coastal areas were those belonging to the Roseobacter clade. However, genotypes closely related to the SAR116 group were found to represent a large portion of dddP-containing bacteria in the surface waters of the oligotrophic ocean. The addition of DMSP to a culture of the SAR116 strain Candidatus Puniceispirillum marinum IMCC1322 resulted in the production of DMS and upregulated expression of the dddP gene. Considering the large area of oligotrophic water and the wide distribution of the SAR116 group in oceans worldwide, we propose that these bacteria may play an important role in oceanic DMS production and biogeochemical sulfur cycles, especially via bacteriamediated DMSP degradation.	2015	10	10.1371/journal.pone.0116271
Charlop-Powers, Z; Owen, JG; Reddy, BVB; Ternei, M; Guimaraes, DO; de Frias, UA; Pupo, MT; Seepe, P; Feng, ZY; Brady, SF	Global Biogeographic Sampling of Bacterial Secondary Metabolism	ELIFE	Recent bacterial (meta) genome sequencing efforts suggest the existence of an enormous untapped reservoir of natural-product-encoding biosynthetic gene clusters in the environment. Here we use the pyrosequencing of PCR amplicons derived from both nonribosomal peptide adenylation domains and polyketide ketosynthase domains to compare biosynthetic diversity in soil microbiomes from around the globe. We see large differences in domain populations from all except the most proximal and biome-similar samples, suggesting that most microbiomes will encode largely distinct collections of bacterial secondary metabolites. Our data indicate a correlation between two factors, geographic distance and biome-type, and the biosynthetic diversity found in soil environments. By assigning reads to known gene clusters we identify hotspots of biomedically relevant biosynthetic diversity. These observations not only provide new insights into the natural world, they also provide a road map for guiding future natural products discovery efforts.	2015	4	10.7554/eLife.05048
Pedersen, MW; Overballe-Petersen, S; Ermini, L; Sarkissian, CD; Haile, J; Hellstrom, M; Spens, J; Thomsen, PF; Bohmann, K; Cappellini, E; Schnell, IB; Wales, NA; Caroe, C; Campos, PF; Schmidt, AMZ; Gilbert, MTP; Hansen, AJ; Orlando, L; Willerslev, E	Ancient and modern environmental DNA	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	DNA obtained from environmental samples such as sediments, ice or water (environmental DNA, eDNA), represents an important source of information on past and present biodiversity. It has revealed an ancient forest in Greenland, extended by several thousand years the survival dates for mainland woolly mammoth in Alaska, and pushed back the dates for spruce survival in Scandinavian ice-free refugia during the last glaciation. More recently, eDNA was used to uncover the past 50 000 years of vegetation history in the Arctic, revealing massive vegetation turnover at the Pleistocene/Holocene transition, with implications for the extinction of megafauna. Furthermore, eDNA can reflect the biodiversity of extant flora and fauna, both qualitatively and quantitatively, allowing detection of rare species. As such, trace studies of plant and vertebrate DNA in the environment have revolutionized our knowledge of biogeography. However, the approach remains marred by biases related to DNA behaviour in environmental settings, incomplete reference databases and false positive results due to contamination. We provide a review of the field.	2015	370	10.1098/rstb.2013.0383
Stellato, G; La Storia, A; Cirillo, T; Ercolini, D	Bacterial biogeographical patterns in a cooking center for hospital foodservice	INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY	Microbial contamination in foodservice environments plays a fundamental role in food quality and safety. In such environments the composition of the microbiota is influenced by the characteristics of the specific surfaces and by food handling and processing and a resident microbiota may be present in each site. In this study, the bacterial biogeographical patterns in a hospital cooking center was studied by 16S rRNA-based culture-independent high-throughput amplicon sequencing in order to provide a comprehensive mapping of the surfaces and tools that come in contact with foods during preparation. Across all area, surface swab-samples from work surfaces of different zones were taken: food pre-processing rooms (dedicated to fish, vegetables, and red and white meat), storage room and kitchen. The microbiota of environmental swabs was very complex, including more than 500 operational taxonomic units (OTUs) with extremely variable relative abundances (0.02-99%) depending on the species. A core microbiota was found that was common to more than 70% of the samples analyzed and that included microbial species that were common across all areas such as Acinetobacter, Chryseobacterium, Moraxellaceae, and Alicyclobacillus, although their abundances were below 10% of the microbiota. Some surfaces were contaminated by high levels of either Pseudomonas, Psychrobacter, Paracoccus, or Kocuria. However, beta diversity analysis showed that, based on the composition of the microbiota, the environmental samples grouped according to the sampling time but not according to the specific area of sampling except for the case of samples from the vegetable pre-processing room that showed a higher level of similarity. The cleaning procedures can have a very strong impact on the spatial distribution of the microbial communities, as the use of the same cleaning tools can be even a possible vector of bacterial diffusion. Most of the microbial taxa found are not those commonly found in food as spoilers or hazardous bacteria, which indicates that food and storage conditions can be very selective in the growth of possible contaminants. (C) 2014 Elsevier B.V. All rights reserved.	2015	193	10.1016/j.ijfoodmicro.2014.10.018
Buttigieg, PL; Ramette, A	Biogeographic patterns of bacterial microdiversity in Arctic deep-sea sediments(HAUSGARTEN, Fram Strait)	FRONTIERS IN MICROBIOLOGY	Marine bacteria colonizing deep-sea sediments beneath the Arctic ocean, a rapidly changing ecosystem, have been shown to exhibit significant biogeographic patterns along transects spanning tens of kilometers and across water depths of several thousand meters (Jacob etal., 2013). Jacob etal. (2013) adopted what has become a classical view of microbial diversity based on operational taxonomic units clustered at the 97% sequence identity level of the 16S rRNA gene and observed a very large microbial community replacement at the HAUSGARTEN Long Term Ecological Research station (Eastern Fram Strait). Here, we revisited these data using the oligotyping approach and aimed to obtain new insight into ecological and biogeographic patterns associated with bacterial microdiversity in marine sediments. We also assessed the level of concordance of these insights with previously obtained results. Variation in oligotype dispersal range, relative abundance, co-occurrence, and taxonomic identity were related to environmental parameters such as water depth, biomass, and sedimentary pigment concentration. This study assesses ecological implications of the new microdiversity-based technique using a well-characterized dataset of high relevance for global change biology.	2015	5	10.3389/fmicb.2014.00660
De Baets, K; Dentzien-Dias, P; Upeniece, I; Verneau, O; Donoghue, PCJ	Constraining the Deep Origin of Parasitic Flatworms and Host-Interactions with Fossil Evidence	FOSSIL PARASITES	Novel fossil discoveries have contributed to our understanding of the evolutionary appearance of parasitism in flatworms. Furthermore, genetic analyses with greater coverage have shifted our views on the coevolution of parasitic flatworms and their hosts. The putative record of parasitic flatworms is consistent with extant host associations and so can be used to put constraints on the evolutionary origin of the parasites themselves. The future lies in new molecular clock analyses combined with additional discoveries of exceptionally preserved flatworms associated with hosts and coprolites. Besides direct evidence, the host fossil record and biogeography have the potential to constrain their evolutionary history, albeit with caution needed to avoid circularity, and a need for calibrations to be implemented in the most conservative way. This might result in imprecise, but accurate divergence estimates for the evolution of parasitic flatworms.	2015	90	10.1016/bs.apar.2015.06.002
Cottrell, MT; del Giorgio, PA; Kirchman, DL	Biogeography of globally distributed bacteria in temperate and boreal Quebec lakes as revealed by tag pyrosequencing of 16S rRNA genes	AQUATIC MICROBIAL ECOLOGY	Sequence data of 16S rRNA genes reveal that many bacterial taxa are found in all freshwater lakes. However, the global data set is highly weighted toward lakes in temperate regions of North America and northern Europe, and it is unclear whether bacterial communities in other northern latitude environments, such as boreal lakes in North America, differ from those in lower latitudes. This study used pyrosequences of the 16S rRNA gene to examine bacterial diversity in 37 temperate and boreal lakes in Quebec, Canada, over the course of a year. Nearly all taxa in the global data set were also found in the Quebec lakes, but relative abundances differed. Community structure varied geographically and seasonally for 97% similar operational taxonomic units (OTUs) but not at lower levels of similarity. Seasonal shifts in community structure were larger in temperate lakes than in boreal lakes, and community structure differed between boreal and temperate lakes in summer but not in winter. The differences in taxonomic composition between temperate and boreal lakes appear to be driven mostly by environmental processes influencing community structure of temperate lakes in summer. Our results provide a baseline for interpreting impacts of climate change in boreal biomes where community structure is driven by environmental factors.	2015	76	10.3354/ame01776
Koskella, B; Vos, M	Adaptation in Natural Microbial Populations	ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 46	Although their diversity greatly exceeds that of plants and animals, microbial organisms have historically received less attention in ecology and evolutionary biology research. This knowledge gap is rapidly closing, owing to recent technological advances and an increasing appreciation for the role microbes play in shaping ecosystems and human health. In this review, we examine when and how the process and patterns of bacterial adaptation might fundamentally differ from those of macrobes, highlight methods used to measure adaptation in natural microbial populations, and discuss the importance of examining bacterial adaptation across multiple scales. We emphasize the need to consider the scales of adaptation as continua, in which the genetic makeup of bacteria blur boundaries between populations, species, and communities and with them concepts of ecological and evolutionary time. Finally, we examine current directions of the field as we move beyond the stamp-collecting phase and toward a better understanding of microbial adaptation in nature.	2015	46	10.1146/annurev-ecolsys-112414-054458
Edlund, A; Santiago-Rodriguez, TM; Boehm, TK; Pride, DT	Bacteriophage and their potential roles in the human oral cavity	JOURNAL OF ORAL MICROBIOLOGY	The human oral cavity provides the perfect portal of entry for viruses and bacteria in the environment to access new hosts. Hence, the oral cavity is one of the most densely populated habitats of the human body containing some 6 billion bacteria and potentially 35 times that many viruses. The role of these viral communities remains unclear; however, many are bacteriophage that may have active roles in shaping the ecology of oral bacterial communities. Other implications for the presence of such vast oral phage communities include accelerating the molecular diversity of their bacterial hosts as both host and phage mutate to gain evolutionary advantages. Additional roles include the acquisitions of new gene functions through lysogenic conversions that may provide selective advantages to host bacteria in response to antibiotics or other types of disturbances, and protection of the human host from invading pathogens by binding to and preventing pathogens from crossing oral mucosal barriers. Recent evidence suggests that phage may be more involved in periodontal diseases than were previously thought, as their compositions in the subgingival crevice in moderate to severe periodontitis are known to be significantly altered. However, it is unclear to what extent they contribute to dysbiosis or the transition of the microbial community into a state promoting oral disease. Bacteriophage communities are distinct in saliva compared to sub- and supragingival areas, suggesting that different oral biogeographic niches have unique phage ecology shaping their bacterial biota. In this review, we summarize what is known about phage communities in the oral cavity, the possible contributions of phage in shaping oral bacterial ecology, and the risks to public health oral phage may pose through their potential to spread antibiotic resistance gene functions to close contacts.	2015	7	10.3402/jom.v7.27423
Kaya, M; Erdogan, S	Testing the habitat selectivity of bdelloid rotifers in a restricted area	TURKISH JOURNAL OF ZOOLOGY	The biodiversity of microorganisms is still not understood exactly because they are very small and diverse and it requires an intensive effort to examine them. In this study, we tested whether there were differences in species richness and species composition among six sampled habitats to understand the biodiversity pattern of bdelloid rotifers. To test habitat preferences of bdelloid rotifers, 90 samples were collected from six different habitats (soil, tree bark, one species of lichen (Lecanora muralis), and three species of moss (Grimmia pulvinata, Homalothecium lutescens, and Tortula ruralis)) in the village of Tasci in December 2008. We performed an analysis of variance (ANOVA) followed by a Tukey honestly significant difference (HSD) test to understand whether species richness was significantly different among the six habitats. Analysis of similarity (ANOSIM) was used to test whether differences in species composition between habitats were higher than those between samples within each habitat. The results showed that species richness in each sample was significantly different among habitats (ANOVA: F-5,F-84 = 19.3, P < 0.0001) according to the Tukey HSD test. Differences in species composition between samples between habitats were significantly higher than differences in species composition between samples within each habitat (ANOSIM: R = 0.40, P = 0.001).	2015	39	10.3906/zoo-1410-46
Chow, CET; Suttle, CA	Biogeography of Viruses in the Sea	ANNUAL REVIEW OF VIROLOGY, VOL 2	Viral ecology is a rapidly progressing area of research, as molecular methods have improved significantly for targeted research on specific populations and whole communities. To interpret and synthesize global viral diversity and distribution, it is feasible to assess whether macroecology concepts can apply to marine viruses. We review how viral and host life history and physical properties can influence viral distribution in light of biogeography and metacommunity ecology paradigms. We highlight analytical approaches that can be applied to emerging global data sets and meta-analyses to identify individual taxa with global influence and drivers of emergent properties that influence microbial community structure by drawing on examples across the spectrum of viral taxa, from RNA to ssDNA and dsDNA viruses.	2015	2	10.1146/annurev-virology-031413-085540
Espinosa-Asuar, L; Escalante, AE; Gasca-Pineda, J; Blaz, J; Pena, L; Eguiarte, LE; Souza, V	Aquatic bacterial assemblage structure in Pozas Azules, Cuatro Cienegas Basin, Mexico: Deterministic vs. stochastic processes	INTERNATIONAL MICROBIOLOGY	The aim of this study was to determine the contributions of stochastic vs. deterministic processes in the distribution of microbial diversity in four ponds (Pozas Azules) within a temporally stable aquatic system in the Cuatro Cienegas Basin, State of Coahuila, Mexico. A sampling strategy for sites that were geographically delimited and had low environmental variation was applied to avoid obscuring distance effects. Aquatic bacterial diversity was characterized following a culture-independent approach (16S sequencing of clone libraries). The results showed a correlation between bacterial beta diversity (1-Sorensen) and geographic distance (distance decay of similarity), which indicated the influence of stochastic processes related to dispersion in the assembly of the ponds bacterial communities. Our findings are the first to show the influence of dispersal limitation in the prokaryotic diversity distribution of Cuatro Cienegas Basin.	2015	18	10.2436/20.1501.01.240
Hansen, E; Andersen, JH	Screening for Marine Natural Products with Potential as Chemotherapeutics for Acute Myeloid Leukemia	CURRENT PHARMACEUTICAL BIOTECHNOLOGY	Nature is an important source for anti-cancer therapeutics, and nearly half of the currently marketed cancer drugs are derived from natural products. Most of the therapeutic natural products are derived from terrestrial sources, such as paclitaxel, vincristine, epothilones, doxorubicin, etoposide and camptothecin. However, the oceans have received growing interest as a source for new useful bioactive compounds, and there are currently several drugs derived from marine natural products for the treatment of cancer on the market. The current recommended chemotherapy of acute myeloid leukemia (AML) is founded on cytarabine, a molecule derived from a natural product isolated from a marine sponge. However, in order to increase the efficiency of the chemotherapy used in the treatment of AML, it is necessary to develop more targeted drugs with less pronounced side effects. In this review, we argue that marine natural products have many of the desired properties of such a drug, and that prefractionated extract libraries of marine plants, animals and microorganisms should be a part of the screening efforts for new AML chemotherapeutics.	2015	17	10.2174/1389201016666150817095537
Portail, M; Olu, K; Escobar-Briones, E; Caprais, JC; Menot, L; Waeles, M; Cruaud, P; Sarradin, PM; Godfroy, A; Sarrazin, J	Comparative study of vent and seep macrofaunal communities in the Guaymas Basin	BIOGEOSCIENCES	Understanding the ecological processes and connectivity of chemosynthetic deep-sea ecosystems requires comparative studies. In the Guaymas Basin (Gulf of California, Mexico), the presence of seeps and vents in the absence of a biogeographic barrier, and comparable sedimentary settings and depths offers a unique opportunity to assess the role of ecosystem-specific environmental conditions on macrofaunal communities. Six seep and four vent assemblages were studied, three of which were characterised by common major foundation taxa: vesicomyid bivalves, siboglinid tubeworms and microbial mats. Macrofaunal community structure at the family level showed that density, diversity and composition patterns were primarily shaped by seep- and vent-common abiotic factors including methane and hydrogen sulfide concentrations, whereas vent environmental specificities (higher temperature, higher metal concentrations and lower pH) were not significant. The type of substratum and the heterogeneity provided by foundation species were identified as additional structuring factors and their roles were found to vary according to fluid regimes. At the family level, seep and vent similarity reached at least 58 %. All vent families were found at seeps and each seep-specific family displayed low relative abundances (< 5 %). Moreover, 85% of the identified species among dominant families were shared between seep and vent ecosystems. This study provides further support to the hypothesis of continuity among deep-sea seep and vent ecosystems.	2015	12	10.5194/bg-12-5455-2015
Teittinen, A; Soininen, J	Testing the theory of island biogeography for microorganisms-patterns for spring diatoms	AQUATIC MICROBIAL ECOLOGY	According to the theory of island biogeography, species richness in island-like systems is determined by ecosystem size and isolation. However, there is only very little information about how this theory applies to microorganisms. The aim of this study was to examine the effects of local physicochemical variables, land use and geographical factors on diatom species richness and community composition in 50 boreal springs in Finland, and to test for species-area and species-isolation relationships. There were nonsignificant relationships between species richness and spring area and isolation. The best approximating generalized linear model suggested that variation in species richness was related to several local resource and stress factors such as water conductivity, pH, colour, temperature and nutrient concentrations. Based on Mantel tests, diatom community similarity was significantly correlated with environmental distance, but not with geographical distance. Analysis of similarities further showed that community compositions did not differ significantly between ecoregions. These results suggest that spatial factors are of minor importance for spring diatoms compared with environmental filtering. Patterns in spring diatoms do not concur with the theory of island biogeography as we found no support for species-area or species-isolation relationships. At these spatial scales, dispersal limitation does not seem to influence diatom communities.	2015	75	10.3354/ame01759
Fujii, M; Hirao, T; Kojima, H; Fukui, M	Inter-taxonomic differences in bacterioplankton community assembly in oligotrophic mountain lakes of east Japan	AQUATIC MICROBIAL ECOLOGY	We examined bacterioplankton community composition (BCC) in 27 oligotrophic freshwater lakes with similar environments, located in the mountainous regions of eastern Japan. We determined BCC by the relative sequence abundance of each taxon using polymerase chain reaction-denaturing gradient gel electrophoresis (PCR-DGGE) targeting the 16S rRNA gene region. Using multiple regression analyses, we investigated the relative importance of environmental and geospatial processes on community assembly of the general bacterioplankton, as well as of the taxonomic groups Betaproteobacteria and Bacteroidetes. Both processes had significant relationships with community assembly. In particular, environmental processes were relevant, however small the variations among study sites. Community composition of Betaproteobacteria was mainly correlated with environmental factors, whereas that of Bacteroidetes was primarily associated with geospatial variables, such as the presence of Tsugaru Strait as a geographic barrier. Thus, inter-taxonomic differences are significant in assessing relationships of environmental and geospatial processes with freshwater BCC. Finally, our study provides evidence that biogeographic events are potentially significant for the distribution and diversity of microorganisms, as is the case with macroorganisms. These perspectives should be taken into consideration in order to fully understand bacterial community assembly.	2015	75	10.3354/ame01760
Adamczuk, M; Zaleski, P; Dziewit, L; Wolinowska, R; Nieckarz, M; Wawrzyniak, P; Kieryl, P; Plucienniczak, A; Bartosik, D	Diversity and Global Distribution of IncL/M Plasmids Enabling Horizontal Dissemination of beta-Lactam Resistance Genes among the Enterobacteriaceae	BIOMED RESEARCH INTERNATIONAL	Antibiotic resistance determinants are frequently associated with plasmids and other mobile genetic elements, which simplifies their horizontal transmission. Several groups of plasmids (including replicons of the IncL/M incompatibility group) were found to play an important role in the dissemination of resistance genes encoding beta-lactamases. The IncL/M plasmids are large, broad host range, and self-transmissible replicons. We have identified and characterized two novel members of this group: pARM26 (isolated from bacteria inhabiting activated sludge from a wastewater treatment plant) and pIGT15 (originating from a clinical strain of Escherichia coli). This instigated a detailed comparative analysis of all available sequences of IncL/M plasmids encoding beta-lactamases. The core genome of these plasmids is comprised of 20 genes with conserved synteny. Phylogenetic analyses of these core genes allowed clustering of the plasmids into four separate groups, which reflect their antibiotic resistance profiles. Examination of the biogeography of the IncL/M plasmids revealed that they are most frequently found in bacteria of the family Enterobacteriaceae originating from the Mediterranean region and Western Europe and that they are able to persist in various ecological niches even in the absence of direct antibiotic selection pressure.	2015		10.1155/2015/414681
Inderjit	Introduction to the Special Issue: The role of soil microbial-driven belowground processes in mediating exotic plant invasions	AOB PLANTS	Soil microbial communities are one of the multiple factors that facilitate or resist plant invasion. Regional and biogeographic studies help to determine how soil communities and the processes mediated by soil microbes are linked to other mechanisms of invasion. Both the success of plant invasions and their impacts are profoundly influenced by a wide range of soil communities and the soil processes mediated by them. With an aim to better understand the mechanisms responsible for the soil community-driven routes, a special issue of AoB PLANTS was conceived. I hope that the range of papers included in the special issue will reveal some of the complexities in soil community-mediated plant invasion.	2015	7	10.1093/aobpla/plv052
