AU	TI	SO	AB	PY	VL	DI
Neustupa, J; Rezacova, M	The genus Mallomonas (Mallomonadales, Synurophyceae) in several Southeast Asian urban water bodies - the biogeographic implications	NOVA HEDWIGIA	We report the occurrence of 10 Mallomonas taxa from several urban water bodies in four Southeast Asian cities in Malaysia, Singapore and Indonesia. Apart from some cosmopolitan or pantropic species, the two presumed Asian synurophyte endemics (Mallomonas grata and Mallomonas ocellata) were found. We discuss the patterns of their geographic distribution that could contravene Finlays neutral model of ubiquitous dispersal of microbial eukaryotes for these two species.	2007	84	10.1127/0029-5035/2007/0084-0249
Cohan, F; Krizanc, D; Lu, Y	Estimating bacterial diversity from environmental DNA: A maximum likelihood approach	BIOINFORMATICS RESEARCH AND APPLICATIONS, PROCEEDINGS	The ability to measure bacterial diversity is a prerequisite for the systematic study of bacterial biogeography and ecology. In this paper we describe a method of estimating diversity from an environmental sample of DNA and apply it to data taken from samples from the Sargasso Sea. Our approach combines the coverage depth method of Venter et al. [2] and the contig spectrum approach of Angly et al. [4], but uses maximum likelihood to recover the diversity rather than using hand-fit models as in [2]. We assume four species abundance distributions, then maximize the likelihood of fitting the coverage depth at different positions of the consensus sequence provided in the Sargasso Sea sample. The resulting estimates match well with those obtained using less mathematically rigorous approaches.	2007	4463	
Normand, P; Lapierre, P; Tisa, LS; Gogarten, JP; Alloisio, N; Bagnarol, E; Bassi, CA; Berry, AM; Bickhart, DM; Choisne, N; Couloux, A; Cournoyer, B; Cruveiller, S; Daubin, V; Demange, N; Francino, MP; Goltsman, E; Huang, Y; Kopp, OR; Labarre, L; Lapidus, A; Lavire, C; Marechal, J; Martinez, M; Mastronunzio, JE; Mullin, BC; Niemann, J; Pujic, P; Rawnsley, T; Rouy, Z; Schenowitz, C; Sellstedt, A; Tavares, F; Tomkins, JP; Vallenet, D; Valverde, C; Wall, LG; Wang, Y; Medigue, C; Benson, DR	Genome characteristics of facultatively symbiotic Frankia sp strains reflect host range and host plant biogeography	GENOME RESEARCH	Soil bacteria that also form mutualistic symbioses in plants encounter two major levels of selection. One occurs during adaptation to and survival in soil, and the other occurs in concert with host plant speciation and adaptation. Actinobacteria from the genus Frankia are facultative symbionts that form N-2-fixing root nodules on diverse and globally distributed angiosperms in the actinorhizal symbioses. Three closely related clades of Frankia sp. strains are recognized; members of each clade infect a subset of plants from among eight angiosperm families. We sequenced the genomes from three strains; their sizes varied from 5.43 Mbp for a narrow host range strain (Frankia sp. strain HFPCcl3) to 7.50 Mbp for a medium host range strain (Frankia alni strain ACNl4a) to 9.04 Mbp for a broad host range strain (Frankia sp. strain EANlpec.) This size divergence is the largest yet reported for such closely related soil bacteria (97.8% - 98.9% identity of 16S rRNA genes). The extent of gene deletion, duplication, and acquisition is in concert with the biogeographic history of the symbioses and host plant speciation. Host plant isolation favored genome contraction, whereas host plant diversification favored genome expansion. The results support the idea that major genome expansions as well as reductions can occur in facultative symbiotic soil bacteria as they respond to new environments in the context of their symbioses.	2007	17	10.1101/gr.5798407
David, M; Gollasch, S; Cabrini, M; Perkovic, M; Bosnjak, D; Virgilio, D	Results from the first ballast water sampling study in the Mediterranean Sea - the Port of Koper study	MARINE POLLUTION BULLETIN	The ongoing transfer of harmful organisms by shipping, especially via ballast water transport, may result in a change of biodiversity, alteration of ecosystems, negative impacts on human health and economic loss. Species introductions which cause irreversible consequences to receiving environments and economies call for particular attention. One critical issue is a need to evaluate the quantities and processes of species introductions. Consequently ballast water was sampled on 15 ships calling at the Port of Koper, Slovenia. This was the first ballast water sampling study in the Mediterranean Sea. This paper summarises the sampling results. Samples were analysed for all types of aquatic organisms including bacteria. The results may be considered as background information for an initial risk assessment of future species introductions - an important tool for the implementation of ballast water management measures. (c) 2006 Elsevier Ltd. All rights reserved.	2007	54	10.1016/j.marpolbul.2006.08.041
Thiel, M; Macaya, EC; Acuna, E; Arntz, WE; Bastias, H; Brokordt, K; Camus, PA; Castilla, JC; Castro, LR; Cortes, M; Dumont, CP; Escribano, R; Fernandez, M; Gajardo, JA; Gaymer, CF; Gomez, I; Gonzalez, AE; Gonzalez, HE; Haye, PA; Illanes, JE; Iriarte, JL; Lancellotti, DA; Luna-Jorquerai, G; Luxoroi, C; Manriquez, PH; Marin, V; Munoz, P; Navarrete, SA; Perez, E; Poulin, E; Sellanes, J; Sepulveda, HH; Stotz, W; Tala, F; Thomas, A; Vargas, CA; Vasquez, JA; Vega, JMA	The Humboldt Current System of northern and central Chile	OCEANOGRAPHY AND MARINE BIOLOGY, VOL 45	The Humboldt Current System (HCS) is one of the most productive marine ecosystems on earth. It extends along the west coast of South America from southern Chile (similar to 42 degrees S) up to Ecuador and the Galapagos Islands near the equator. The general oceanography of the HCS is characterised by a predominant northward flow of surface waters of subantarctic origin and by strong upwelling of cool nutrient-rich subsurface waters of equatorial origin. Along the coast of northern and central Chile, upwelling is localised and its occurrence changes from being mostly continuous (aseasonal) in northern Chile to a more seasonal pattern in southern-central Chile. Several important upwelling centres along the Chilean coast are interspersed with long stretches of coast without or with sporadic and less intense upwelling. Large-scale climatic phenomena (El Nino Southern Oscillation, ENSO) are superimposed onto this regional pattern, which results in a high spatiotemporal heterogeneity, complicating the prediction of ecological processes along the Chilean coast. This limited predictability becomes particularly critical in light of increasing human activities during the past decades, at present mainly in the form of exploitation of renewable resources (fish, invertebrates and macroalgae). This review examines current knowledge of ecological processes in the HCS of northern and central Chile, with a particular focus on oceanographic factors and the influence of human activities, and further suggests conservation strategies for this high-priority large marine ecosystem. Along the Chilean coast, the injection of nutrients into surface waters through upwelling events results in extremely high primary production. This fuels zooplankton and fish production over extensive areas, which also supports higher trophic levels, including large populations of seabirds and marine mammals. Pelagic fisheries, typically concentrated near main upwelling centres (20-22 degrees S, 32-34 degrees S, 36-38 degrees S), take an important share of the fish production, thereby affecting trophic interactions in the HCS. Interestingly, El Nino (EN) events in northern Chile do not appear to cause a dramatic decline in primary or zooplankton production but rather a shift in species composition, which affects trophic efficiency of and interactions among higher-level consumers. The low oxygen concentrations in subsurface waters of the HCS (oxygen-minimum zone, OMZ) influence predator-prey interactions in the plankton by preventing some species from migrating to deeper waters. The OMZ also has a strong effect on the bathymetric distribution of sublittoral soft-bottom communities along the Chilean coast. The few long-term studies available from sublittoral soft-bottom communities in northern and central Chile suggest that temporal dynamics in abundance and community composition are driven by interannual phenomena (EN and the extent and intensity of the OMZ) rather than by intra-annual (seasonal) patterns. Macrobenthic communities within the OMZ are often dominated in biomass by sulphide-oxidising, mat-forming bacteria. Though the contribution of these microbial communities to the total primary production of the system and their function in structuring OMZ communities is still scarcely known, they presumably play a key role, also in sustaining large populations of economically valuable crustaceans. Sublittoral hard bottoms in shallow waters are dominated by macroalgae and suspension-feeder reefs, which concentrate planktonic resources (nutrients and suspended matter) and channel them into benthic food wbs. These communities persist for many years and local extinctions appear to be mainly driven by large-scale events such as EN, which causes direct mortality of benthic organisms due to lack of nutrients/food, high water temperatures, or burial under terrigenous sediments from river runoff. Historic extinctions in combination with local conditions (e.g., vicinity to upwelling centres or substratum availability) produce a heterogeneous distribution pattern of benthic communities, which is also reflected in the diffuse biogeographic limits along the coast of northern-central Chile. Studies of population connectivity suggest that species with highly mobile planktonic dispersal stages maintain relatively continuous populations throughout most of the HCS, while populations of species with limited planktonic dispersal appear to feature high genetic structure over small spatial scales. The population dynamics of most species in the HCS are further influenced by geographic variation in propagule production (apparently caused by local differences in primary production), by temporal variation in recruit supply (caused by upwelling events, frontal systems and eddies), and topographically driven propagule retention (behind headlands, in bay systems and upwelling shadows). Adults as well as larval stages show a wide range of different physiological, ecological and reproductive adaptations. This diversity in life-history strategies in combination with the high variability in environmental conditions (currents, food availability, predation risk, environmental stress) causes strong fluctuations in stocks of both planktonic and benthic resources. At present, it remains difficult to predict many of these fluctuations, which poses particular challenges for the management of exploited resources and the conservation of biodiversity in the HCS. The high spatiotemporal variability in factors affecting ecological processes and the often-unpredictable outcome call for fine-scale monitoring of recruitment and stock dynamics. In order to translate this ecological information into sustainable use of resources, adaptive and co-participative management plans are recommended. Identification of areas with high biodiversity, source and sink regions for propagules and connectivity among local populations together with developing a systematic conservation planning, which incorporates decision support systems, are. important tasks that need to be resolved in order to create an efficient network of Marine Protected Areas along the coast of northern-central Chile. Farther offshore, the continental shelf and the deep-sea trenches off the Chilean coast play an important role in bio-geochemical cycles, which may be highly sensitive to climatic change. Research in this area should be intensified, for which modern research vessels are required. Biodiversity inventories must be accompanied by efforts to foster taxonomic expertise and museum collections (which should integrate morphological and molecular information). Conservation goals set for the next decade can only be achieved with the incorporation of local stakeholders and the establishment of efficient administrative structures. The dynamic system of the HCS in northern-central Chile can only be understood and managed efficiently if a fluent communication between stakeholders, administrators, scientists and politician is guaranteed.	2007	45	
Butterfield, NJ	Macroevolution and macroecology through deep time	PALAEONTOLOGY	The fossil record documents two mutually exclusive macroevolutionary modes separated by the transitional Ediacaran Period. Despite the early appearance of crown eukaryotes and an at least partially oxygenated atmosphere, the pre-Ediacaran biosphere was populated almost exclusively by microscopic organisms exhibiting low diversity, no biogeographical partitioning and profound morphological/evolutionary stasis. By contrast, the post-Ediacaran biosphere is characterized by large diverse organisms, bioprovinciality and conspicuously dynamic macroevolution. The difference can be understood in terms of the unique escalatory coevolution accompanying the early Ediacaran introduction of eumetazoans, followed by their early Cambrian (Tommotian) expansion into the pelagic realm. Eumetazoans reinvented the rules of macroecology through their invention of multitrophic food webs, large body size, life-history trade-offs, ecological succession, biogeography, major increases in standing biomass, eukaryote-dominated phytoplankton and the potential for mass extinction. Both the pre-Ediacaran and the post-Ediacaran biospheres were inherently stable, but the former derived from the simplicity of superabundant microbes exposed to essentially static, physical environments, whereas the latter is based on eumetazoan-induced diversity and dynamic, biological environments. The c. 100-myr Ediacaran transition (extending to the base of the Tommotian) can be defined on evolutionary criteria, and might usefully be incorporated into the Phanerozoic.	2007	50	10.1111/j.1475-4983.2006.00613.x
Zeng, YX; Li, HR; Yu, Y; Chen, B	Phylogenetic relationship and phenotypic comparison of Psychrobacter species isolated from polar oceans	PROGRESS IN NATURAL SCIENCE	To investigate the phylogenetic relationship and biogeography of bacterioplankton in polar oceans, four Psychrobacter strains, BSw10170, BSw20352, BSw20370, and BSw20461, isolated from seawater of the Bering Sea, the Chukchi Sea, and the Prydz Bay, were characterized by 16S rDNA sequencing and physiological and biochemical testing. Results demonstrated that close relationships existed between the Arctic and Antarctic strains with sequence similarities higher than 97%. These four Psychrobacter strains not only showed almost identical phenotypic characteristics among them, but also shared a lot of similarities with those related Psychrobacter species, indicating that psychrotolerance and halotolerance of Psychrobacter strains may be among the reasons for their bipolar, even global distribution in marine environments at the genus level.	2007	17	
Rezacova, M; Neustupa, J	Distribution of the genus Mallomonas (Synurophyceae) - Ubiquitous dispersal in microorganisms evaluated	PROTIST	The neutral dispersal model in protists was suggested as a general principle resulting in either cosmopolitan or ecologically restricted distribution of individual species. The high local diversity results in flat species-area curves of individual protist groups. We investigated the local and regional diversity of the genus Mallomonas in the alluvial plain of upper Luznice in the Czech Republic. About 86.5% of species previously reported from all types of freshwater biotopes within the country were found in our investigated localities. However, there was a considerable increase of species numbers in relation to the total area of available habitats on the continent and global scales. In three species found in our localities, the floristic data indicate a possible geographically restricted distributional pattern. Here, we discuss possible reasons for this phenomenon. (c) 2006 Elsevier GmbH. All rights reserved.	2007	158	10.1016/j.protis.2006.06.004
Staley, JT	The bacterial species dilemma and the genomic-phylogenetic species concept	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	The number of species of Bacteria and Archaea (ca 5000) is surprisingly small considering their early evolution, genetic diversity and residence in all ecosystems. The bacterial species definition accounts in part for the small number of named species. The primary procedures required to identify new species of Bacteria and Archaea are DNA-DNA hybridization and phenotypic characterization. Recently, 16S rRNA gene sequencing and phylogenetic analysis have been applied to bacterial taxonomy. Although 16S phylogeny is arguably excellent for classification of Bacteria and Archaea from the Domain level down to the family or genus, it lacks resolution below that level. Newer approaches, including multilocus sequence analysis, and genome sequence and microarray analyses, promise to provide necessary information to better understand bacterial speciation. Indeed, recent data using these approaches, while meagre, support the view that speciation processes may occur at the subspecies level within ecological niches (ecovars) and owing to biogeography (geovars). A major dilemma for bacterial taxonomists is how to incorporate this new information into the present hierarchical system for classification of Bacteria and Archaea without causing undesirable confusion and contention. This author proposes the genomic-phylogenetic species concept (GPSC) for the taxonomy of prokaryotes. The aim is twofold. First, the GPSC would provide a conceptual and testable framework for bacterial taxonomy. Second, the GPSC would replace the burdensome requirement for DNA hybridization presently needed to describe new species. Furthermore, the GPSC is consistent with the present treatment at higher taxonomic levels.	2006	361	10.1098/rstb.2006.1914
Fenchel, T; Finlay, BJ	The diversity of microbes: resurgence of the phenotype	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	The introduction of molecular genetic methods has caused confusion about the nature of microbial species. Environmental DNA extraction has indicated the existence of a vast diversity of genotypes, but how this relates to functional and phenotypic diversity has not been sufficiently explored. It has been implied that genetic distance per se correlates with phenotypic differentiation and thus reflects subtle (but undiscovered) adaptive fine-tuning to the environment, and that microbes may show biogeographic patterns at the genetic level. Here, we argue that no theoretically based species concept exists; species represent only the basic unit in the taxonomic hierarchy. The significance of naming species is that it organizes biological information. The reason why microbial species collectively represent large genetic differences is owing to huge absolute population sizes, absence of allopatric speciation and low extinction rates. Microbial phenotypes are, therefore, ancient in terms of the geological time-scale and have been maintained through stabilizing selection. These problems are discussed with special reference to eukaryotic micro-organisms.	2006	361	10.1098/rstb.2006.1924
Whitaker, RJ	Allopatric origins of microbial species	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES	Although allopatric divergence is a well-accepted mechanism of speciation for eukaryotic macroorganisms, the importance of geographical barriers to divergence in microbial populations is a subject of great debate. Do geographically separated populations of micro-organisms diverge independently, or does their structure fit the often quoted Bass-Becking description everything is everywhere; the environment selects? Aided by high-resolution genetic and genomic tools, the search for microbial marsupials has revealed that in fact both are true; some species of micro-organisms demonstrate allopatric divergence, while others do not. This discovery opens the door for comparative analyses, where questions about the differences in evolutionary and ecological mechanisms that drive divergence and speciation in different microbial species can begin to be explored. Investigating these differences in evolutionary mechanisms will greatly enhance interest in, and understanding of, the dynamic processes that create and maintain the vast diversity of the microbial world.	2006	361	10.1098/rstb.2006.1927
Wilkinson, DM; Smith, HG	An initial account of the terrestrial protozoa of Ascension Island	ACTA PROTOZOOLOGICA	An initial account of the terrestrial protozoan fauna of Ascension Island (7 degrees 57s, 14 degrees 22w), based on nine samples from across the range of the islands habitats, describes 52 taxa: 11 flagellates, 8 gymnamoebae, 1 helizoa, 11 ciliates and 21 testate amoebae. These tend to be cosmopolitan species with wide habitat tolerances (e.g. many are also found in polar regions). The testate amoebae are missing the larger (> 150 mu m) taxa, suggesting these may show dispersal limitation. There is evidence that compared to an area of continental land mass the protozoan fauna may be relatively species poor, however unlike the case with the macroscopic organisms, there is no evidence for endemic species on this island. These results are discussed in the context of microbial biogeography, especially in the context of debates over the claimed cosmopolitan nature of microbial distributions.	2006	45	
Oline, DK	Phylogenetic comparisons of bacterial communities from serpentine and nonserpentine soils	APPLIED AND ENVIRONMENTAL MICROBIOLOGY	I present the results of a culture-independent survey of soil bacterial communities from serpentine soils and adjacent nonserpentine comparator soils using a variety of newly developed phyllogenetically based statistical tools. The study design included site-based replication of the serpentine-to-nonserpentine community comparison over a regional scale (similar to 100 km) in Northern California and Southern Oregon by producing 16S rRNA clone libraries from pairs of samples taken on either side of the serepentine-nonserpentine edaphic boundary at three geographical sites. At the division level, the serpentine and nonserpentine communities were similar to each other and to previous data from forest soils. Comparisons of both richness and Shannon diversity produced no significant differences between any of the libraries, but the vast majority of phyllogenetically based tests were significant, even with only 50 sequences per library. These results suggest that most samples were distinct, consisting of a collection of lineages generally not found in other samples. The pattern of results showed that serpentine communities tended to be more similar to each other than they were to nonserpentine communities, and these differences were at a lower taxonomic scale. Comparisons of two nonserpentine communities generally showed differences, and some results suggest that the geographical site may control community composition as well. These results show the power of phylogenetic tests to discern differences between 16S rRNA libraries compared to tests that discard DNA data to bin sequences into operational taxonomic units, and they stress the importance of replication at larger scales for inferences regarding microbial biogeography.	2006	72	10.1128/AEM.00690-06
Jensen, PR; Mafnas, C	Biogeography of the marine actinomycete Salinispora	ENVIRONMENTAL MICROBIOLOGY	Marine actinomycetes belonging to the genus Salinispora were cultured from marine sediments collected at six geographically distinct locations. Detailed phylogenetic analyses of both 16S rRNA and gyrB gene sequences reveal that this genus is comprised of three distinct but closely related clades corresponding to the species Salinispora tropica, Salinispora arenicola and a third species for which the name Salinispora pacifica is proposed. Salinispora arenicola was cultured from all locations sampled and provides clear evidence for the cosmopolitan distribution of an individual bacterial species. The co-occurrence of S. arenicola with S. tropica and S. pacifica suggests that ecological differentiation as opposed to geographical isolation is driving speciation within the genus. All Salinispora strains cultured to date share greater than 99% 16S rRNA gene sequence identity and thus comprise what has been described as a microdiverse ribotype cluster. The description of this cluster as a new genus, containing multiple species, provides clear evidence that fine-scale 16S rDNA sequence analysis can be used to delineate among closely related species and that more conservative operational taxonomic unit values may significantly underestimate global species diversity.	2006	8	10.1111/j.1462-2920.2006.01093.x
DeChaine, EG; Bates, AE; Shank, TM; Cavanaugh, CM	Off-axis symbiosis found: characterization and biogeography of bacterial symbionts of Bathymodiolus mussels from Lost City hydrothermal vents	ENVIRONMENTAL MICROBIOLOGY	Organisms at hydrothermal vents inhabit discontinuous chemical islands along mid-ocean ridges, a scenario that may promote genetic divergence among populations. The 2003 discovery of mussels at the Lost City Hydrothermal Field provided a means of evaluating factors that govern the biogeography of symbiotic bacteria in the deep sea. The unusual chemical composition of vent fluids, the remote location, and paucity of characteristic vent macrofauna at the site, raised the question of whether microbial symbioses existed at the extraordinary Lost City. If so, how did symbiotic bacteria therein relate to those hosted by invertebrates at the closest known hydrothermal vents along the Mid-Atlantic Ridge (MAR)? To answer these questions, we performed microscopic and molecular analyses on the bacteria found within the gill tissue of Bathymodiolus mussels (Mytilidae, Bathymodiolinae) that were discovered at the Lost City. Here we show that Lost City mussels harbour chemoautotrophic and methanotrophic endosymbionts simultaneously. Furthermore, populations of the chemoautotrophic symbionts from the Lost City and two sites along the MAR are genetically distinct from each other, which suggests spatial isolation of bacteria in the deep sea. These findings provide new insights into the processes that drive diversification of bacteria and evolution of symbioses at hydrothermal vents.	2006	8	10.1111/j.1462-2920.2005.01113.x
Kellogg, CA; Griffin, DW	Aerobiology and the global transport of desert dust	TRENDS IN ECOLOGY & EVOLUTION	Desert winds aerosolize several billion tons of soil-derived dust each year, including concentrated seasonal pulses from Africa and Asia. These transoceanic and transcontinental dust events inject a large pulse of microorganisms and pollen into the atmosphere and could therefore have a role in transporting pathogens or expanding the biogeographical range of some organisms by facilitating long-distance dispersal events. As we discuss here, whether such dispersal events are occurring is only now beginning to be investigated. Huge dust events create an atmospheric bridge over land and sea, and the microbiota contained within them could impact downwind ecosystems. Such dispersal is of interest because of the possible health effects of allergens and pathogens that might be carried with the dust.	2006	21	10.1016/j.tree.2006.07.004
Oline, DK; Schmidt, SK; Grant, MC	Biogeography and landscape-scale diversity of the dominant crenarchaeota of soil	MICROBIAL ECOLOGY	We surveyed the diversity of soil Archaea across a large scale elevational gradient of ecosystem types, from foothills forest to alpine tundra in the Front Range of the Rocky Mountains. We used a dilution technique to sequence the single most abundant archaeal 16S rDNA sequence in each of the 40 soil cores distributed across the gradient to compare our results to those of typical 16S clone library studies.We found a greater diversity of sequences than has typically been found in clone library studies from a single site or core, identifying sequences both from the Terrestrial Group and the FFSB Group at several sites. We did not observe any significant environmental correlates with the dominant sequence type, nor was there any relationship between the spatial distance between samples and the phylogenetic similarity of the dominant sequence types. Despite using a very different methodology, our collective results are in remarkably good agreement with other studies of soil Crenarchaeota in terms of the diversity and relative abundance of sequence types identified. We are able to identify two instances of very tightly clustered sequences which we suggest are the results of global selective sweeps-one closely related to SCA1145, an abundant globally distributed group within the Terrestrial Group of Crenarchaeota, and another nested within the more basal FFSB group of sequences. We replicated our sequence results at two levels: first, by repeating the dilution and PCR processes from the same soil core DNA extraction, and second, by performing a replicate DNA extraction from the same homogenized soil core sample. Pairs of sequences produced by the dilution replicates were significantly more similar than the pairs of sequences produced by the extraction replicates, suggesting that soil Crenarchaeota exists in highly localized and discrete clonal populations.	2006	52	10.1007/s00248-006-9101-5
Suatoni, E; Vicario, S; Rice, S; Snell, T; Caccone, A	An analysis of species boundaries and biogeographic patterns in a cryptic species complex: The rotifer - Brachionus plicatilis	MOLECULAR PHYLOGENETICS AND EVOLUTION	Since the advent of molecular phylogenetics, there is increasing evidence that many small aquatic and marine invertebrates-once believed to be single, cosmopolitan species-are in fact cryptic species complexes. Although the application of the biological species concept is central to the identification of species boundaries in these cryptic complexes, tests of reproductive isolation do not frequently accompany phylogenetic studies. Because different species concepts generally identify different boundaries in cryptic complexes, studies that apply multiple species concepts are needed to gain a more detailed understanding of patterns of diversification in these taxa. Here we explore different methods of empirically delimiting species boundaries in the salt water rotifer Brachionus plicatilis by comparing reproductive data (i.e., the traditional biological species concept) to phylogenetic data (the genealogical species concept). Based on a high degree of molecular sequence divergence and largely concordant genetic patterns in COI and ITS1, the genealogical species hypothesis indicates the existence of at least 14 species-the highest estimate for the group thus far. A test of the genealogical species concept with biological crosses shows a fairly high level of concordance, depending on the degree of reproductive success used to draw boundaries. The convergence of species concepts in this group suggests that many of the species within the group may be old. Although the diversity of the group is higher than previously understood, geographic distributions remain broad. Efficient passive dispersal has resulted in global distributions for many species with some evidence of isolation by distance over large geographic scales. These patterns concur with expectations that micro-meiofauna (0.1-1 mm) have biogeographies inter-mediate to microbial organisms and large vertebrates. Sympatry of genetically distant strains is common. (c) 2006 Elsevier Inc. All rights reserved.	2006	41	10.1016/j.ympev.2006.04.025
Finlay, BJ; Esteban, GF; Brown, S; Fenchel, T; Hoef-Emden, K	Multiple cosmopolitan ecotypes within a microbial eukaryote morphospecies	PROTIST	Microbial eukaryotes that are morphologically indistinguishable (i.e. morphospecies) tend to be genetically diverse. While most protist morphospecies have cosmopolitan distribution, it has been suggested that ribotypes (unique rRNA gene sequences) or rRNA sequence clusters do have biogeography and such clusters may correlate with particular (non-morphological) adaptations. We have studied this in the ciliated protozoan morphospecies Cyclidium glaucoma. Fifty-four isolates collected worldwide represented 31 distinct ribotypes. There was no evidence of biogeographic distribution patterns. For example, identical ribotypes occurred in samples from Argentina, Peru, Morocco, Russia and Ukraine; in samples from Denmark and Australia; and in samples from Great Salt Lake and hyperhaline ponds in Spain. The morphospecies Cyclidium glaucoma is euryhaline and occurs in freshwater, brackish water, seawater, and hyperhaline waters. Evidence suggests that one ribotype cluster occurs only in marine or brackish habitats, and another one has so far been found only in hyperhaline habitats. Two clades seem to occur only in freshwater, but one clade includes ribotypes that were found in freshwater as well as in brackish water. (c) 2006 Elsevier GmbH. All rights reserved.	2006	157	10.1016/j.protis.2006.05.012
Antoine, PO; De Franceschi, D; Flynn, JJ; Nel, A; Baby, P; Benammi, M; Calderon, Y; Espurt, N; Goswami, A; Salas-Gismondi, R	Amber from western Amazonia reveals Neotropical diversity during the middle Miocene	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Tertiary insects and arachnids have been virtually unknown from the vast western Amazonian basin. We report here the discovery of amber from this region containing a diverse fossil arthropod fauna (13 hexapod families and 3 arachnid species) and abundant microfossil inclusions (pollen, spores, algae, and cyanophyceae). This unique fossil assemblage, recovered from middle Miocene deposits of northeastern Peru, greatly increases the known diversity of Cenozoic tropical-equatorial arthropods and microorganisms and provides insights into the biogeography and evolutionary history of modern Neotropical biota. It also strengthens evidence for the presence of more modern, high-diversity tropical rainforest ecosystems during the middle Miocene in western Amazonia.	2006	103	10.1073/pnas.0605801103
Green, J; Bohannan, BJM	Spatial scaling of microbial biodiversity	TRENDS IN ECOLOGY & EVOLUTION	A central goal in ecology is to understand the spatial scaling of biodiversity. Patterns in the spatial distribution of organisms provide important clues about the underlying mechanisms that structure ecological communities and are central to setting conservation priorities. Although microorganisms comprise much of Earths biodiversity, little is known about their biodiversity scaling relationships relative to that for plants and animals. Here, we discuss current knowledge of microbial diversity at local and global scales. We focus on three spatial patterns: the distance-decay relationship (how community composition changes with geographic distance), the taxa-area relationship, and the local: global taxa richness ratio. Recent empirical analyses of these patterns for microorganisms suggest that there are biodiversity scaling rules common to all forms of life.	2006	21	10.1016/j.tree.2006.06.012
Nozawa, F; Kitazato, H; Tsuchiya, M; Gooday, AJ	Live benthic foraminifera at an abyssal site in the equatorial Pacific nodule province: Abundance, diversity and taxonomic composition	DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS	Replicate sediment samples were obtained from 3 closely spaced stations in the Kaplan East (KE) area of the abyssal eastern Equatorial Pacific (similar to 15 degrees N, 119 degrees W; similar to 4100 m water depth), just below the carbonate compensation depth. At each site, 2 (Stns 827, 838) or 3 (Stn 824) complete cores (57 mm W.) were subsampled using 2-3 cut-off syringes of 6.6 cm(3) cross-sectional area. The 0-1 cm sediment layers (> 32 mu m fraction) of these 20 subsamples together yielded 12,513 small, rose-Bengal stained benthic foraminifera dominated by agglutinated taxa, most of them morphologically simple monothalamous types or komokiaceans. Almost two-thirds (65%) of specimens were either obvious fragments, mainly of komokiaceans and tubular foraminifera, or single chambers or small groups of chambers believed to be fragments of very fragile komokiaceans. The remaining 4438 specimens (35%) were considered to be complete individuals. Most (78%) of these complete tests were indeterminate agglutinated spheres (termed psammosphaerids) that constituted 27.6% of all specimens (complete plus fragments). Complete individuals that could be assigned to either described or undescribed species accounted for 983 specimens (22% of complete tests = 7.6% of all specimens); only 26 specimens (0.59% of complete individuals) were calcareous and these had invariably lost their tests through dissolution. Some groups exhibited considerable spatial heterogeneity. For example, 45% of the 3455 indeterminate psammosphaerids and 45% of the 3087 Komokiacean-like chambers occurred in single subcores. A total of 252 morphospecies was recognised; 168 were represented by complete individuals and 84 by fragments. There are clear differences between these Pacific assemblages and those from other oceans; in particular, psammosphaerids and isolated komokiacean chambers appear to be much more prevalent in the Pacific compared to the Atlantic Ocean. Some morphospecies present in Kaplan samples are known from the Atlantic but many are not. Such species may either (1) be ubiquitous but undersampled because they are rare or (2) have geographically patterned distributions. Without further sampling, there is no way to distinguish between these 2 possibilities. Fossilisable tests represent a very small component of the KE assemblage. Many of the delicate, monothalamous species that have little fossilisation potential, including the komokiaceans, accumulate stercomata (waste pellets) and may consume organic material and bacteria associated with sediment. Because of their enormous abundance at abyssal depths, these poorly known taxa probably play a substantial role in carbon cycling over vast areas of the Pacific seafloor. (c) 2006 Elsevier Ltd. All rights reserved.	2006	53	10.1016/j.dsr.2006.06.001
