	title	journal	abstract	year	volume	DOI	screened	reviewer	access
Barreto DP; Conrad R; Klose M; Claus P; Enrich-Prast A	Distance-Decay and Taxa-Area Relationships for Bacteria, Archaea and Methanogenic Archaea in a Tropical Lake Sediment	PLOS ONE	The study of of the distribution of microorganisms through space (and time) allows evaluation of biogeographic patterns, like the species-area index (z). Due to their high dispersal ability, high reproduction rates and low rates of extinction microorganisms tend to be widely distributed, and they are thought to be virtually cosmopolitan and selected primarily by environmental factors. Recent studies have shown that, despite these characteristics, microorganisms may behave like larger organisms and exhibit geographical distribution. In this study, we searched patterns of spatial diversity distribution of bacteria and archaea in a contiguous environment. We collected 26 samples of a lake sediment, distributed in a nested grid, with distances between samples ranging from 0.01 m to 1000 m. The samples were analyzed using T-RFLP (Terminal restriction fragment length polymorphism) targeting mcrA (coding for a subunit of methyl-coenzyme M reductase) and the genes of Archaeal and Bacterial 16S rRNA. From the qualitative and quantitative results (relative abundance of operational taxonomic units) we calculated the similarity index for each pair to evaluate the taxa-area and distance decay relationship slopes by linear regression. All results were significant, with mcrA genes showing the highest slope, followed by Archaeal and Bacterial 16S rRNA genes. We showed that the microorganisms of a methanogenic community, that is active in a contiguous environment, display spatial distribution and a taxa-area relationship.	2014	9	10.1371/journal.pone.0110128	YES	Dave	
Tsiknia M; Paranychianakis NV; Varouchakis EA; Moraetis D; Nikolaidis NP	Environmental drivers of soil microbial community distribution at the Koiliaris Critical Zone Observatory	FEMS MICROBIOLOGY ECOLOGY	Data on soil microbial community distribution at large scales are limited despite the important information that could be drawn with regard to their function and the influence of environmental factors on nutrient cycling and ecosystem services. This study investigates the distribution of Archaea, Bacteria and Fungi as well as the dominant bacterial phyla (Acidobacteria, Actinobacteria, Bacteroidetes, Firmicutes), and classes of Proteobacteria (Alpha- and Betaproteobacteria) across the Koiliaris watershed by qPCR and associate them with environmental variables. Predictive maps of microorganisms distribution at watershed scale were generated by co-kriging, using the most significant predictors. Our findings showed that 31-79% of the spatial variation in microbial taxa abundance could be explained by the parameters measured, with total organic carbon and pH being identified as the most important. Moreover, strong correlations were set between microbial groups and their inclusion on variance explanation improved the prediction power of the models. The spatial autocorrelation of microbial groups ranged from 309 to 2.226m, and geographic distance, by itself, could explain a high proportion of their variation. Our findings shed light on the factors shaping microbial communities at a high taxonomic level and provide evidence for ecological coherence and syntrophic interactions at the watershed scale.	2014	90	10.1111/1574-6941.12379	YES	Dave	
Dini-Andreote F; Silva MDPE; Triado-Margarit X; Casamayor EO; van Elsas JD; Salles JF	Dynamics of bacterial community succession in a salt marsh chronosequence: evidences for temporal niche partitioning	ISME JOURNAL	The mechanisms underlying community assembly and promoting temporal succession are often overlooked in microbial ecology. Here, we studied an undisturbed salt marsh chronosequence, spanning over a century of ecosystem development, to understand bacterial succession in soil. We used 16S rRNA gene-based quantitative PCR to determine bacterial abundance and multitag 454 pyrosequencing for community composition and diversity analyses. Despite 10-fold lower 16S rRNA gene abundances, the initial stages of soil development held higher phylogenetic diversities than the soil at late succession. Temporal variations in phylogenetic beta-diversity were greater at initial stages of soil development, possibly as a result of the great dynamism imposed by the daily influence of the tide, promoting high immigration rates. Allogenic succession of bacterial communities was mostly driven by shifts in the soil physical structure, as well as variations in pH and salinity, which collectively explained 84.5% of the variation concerning community assemblage. The community assembly data for each successional stage were integrated into a network co-occurrence analysis, revealing higher complexity at initial stages, coinciding with great dynamism in turnover and environmental variability. Contrary to a spatial niche-based perspective of bacterial community assembly, we suggest temporal niche partitioning as the dominant mechanism of assembly (promoting more phylotype co-occurrence) in the initial stages of succession, where continuous environmental change results in the existence of multiple niches over short periods of time.	2014	8	10.1038/ismej.2014.54	MAYBE	Dave	
Hu YJ; Xiang D; Veresoglou SD; Chen FL; Chen YL; Hao ZP; Zhang X; Chen BD	Soil organic carbon and soil structure are driving microbial abundance and community composition across the arid and semi-arid grasslands in northern China	SOIL BIOLOGY & BIOCHEMISTRY	Microbial biogeography through the study of the assembly rules of microbes has the potential to yield ecological information that is generalizable for a wide range of microorganisms. Here we performed a large-scale field investigation of the distribution patterns of microbes across the arid and semi-arid grassland ecosystems covering an area of 690,000 km(2) in northern China. Soil microbial abundance and community composition were examined through quantifying microbial phospholipid fatty acids (PLFAs) at fifty sampling sites along environmental gradients. A multi-model inference analysis identified soil organic carbon (SOC) as a key driving factor for microbial biomass and quantified its effect. Structural equation models (SEM) were further fitted to the data to provide a better mechanistic resolution of direct and indirect pathways that connected PLFAs and environmental variables. The SEM analysis also supported that SOC was the main positive predictor of microbial biomass, while MAT served as the main negative factor via an indirect pathway. To visualize complex relationships between microbial community and environmental variables we engaged in a redundancy analysis. The result showed that PLFA profiles could be largely explained by the soil variables including soil structure (PSD) and pH. Overall, our report through the analysis of an unprecedented amount of primary data yields unique insights into the relative importance of abiotic factors in shaping microbial communities at large scales. (C) 2014 Elsevier Ltd. All rights reserved.	2014	77	10.1016/j.soilbio.2014.06.014	MAYBE	Dave	
Peay KG; Bruns TD	Spore dispersal of basidiomycete fungi at the landscape scale is driven by stochastic and deterministic processes and generates variability in plant-fungal interactions	NEW PHYTOLOGIST	Fungi play an important role in plant communities and ecosystem function. As a result, variation in fungal community composition can have important consequences for plant fitness. However, there are relatively few empirical data on how dispersal might affect fungal communities and the ecological processes they mediate. We established sampling stations across a large area of coastal landscape varying in their spatial proximity to each other and contrasting vegetation types. We measured dispersal of spores from a key group of fungi, the Basidomycota, across this landscape using qPCR and 454 pyrosequencing. We also measured the colonization of ectomycorrhizal fungi at each station using sterile bait seedlings. We found a high degree of spatial and temporal variability in the composition of Basidiomycota spores. This variability was in part stochastic and in part explained by spatial proximity to other vegetation types and time of year. Variation in spore community also affected colonization by ectomycorrhizal fungi and seedling growth. Our results demonstrate that fungal host and habitat specificity coupled with dispersal limitation can lead to local variation in fungal community structure and plant-fungal interactions. Understanding fungal communities also requires explicit knowledge of landscape context in addition to local environmental conditions.	2014	204	10.1111/nph.12906	YES	Dave	
Donnarumma F; Bazzicalupo M; Blazinkov M; Mengoni A; Sikora S; Babic KH	Biogeography of Sinorhizobium meliloti nodulating alfalfa in different Croatian regions	RESEARCH IN MICROBIOLOGY	Sinorhizobium meliloti is a nitrogen-fixing rhizobium symbiont of legumes, widespread in many temperate environments the high genetic diversity of which enables it to thrive as a symbiont of host legumes and free-living in soil. Soil type, together with geographic differences and host plant genotype, seem to be prominent factors in shaping rhizobial genetic diversity. While a large body of research supports the idea that the genetic structure of free-living microbial taxa exhibits a clear biogeographic pattern, few investigations have been performed on the biogeographic pattern of S. meliloti genotypes in a restricted geographic range. In the present study, a collection of 128 S. meliloti isolates from three different regions in Croatia was investigated to analyze the relationship between genetic diversity, geographic distribution, soil features and isolate phenotypes by using amplified fragment length polymorphism (AFLP) as a genome-wide scanning method. Results obtained led to the conclusion that the genotypes of isolates cluster according to the region of origin and that the differentiation of S. meliloti populations can be mainly ascribed to geographic isolation following an isolation-by-distance model, with a strong distance-decay relationship of genetic similarity with distance, in which local soil conditions are not the major component influencing the isolate phenotypes or their genomic differentiation. (C) 2014 Institut Pasteur. Published by Elsevier Masson SAS. All rights reserved.	2014	165	10.1016/j.resmic.2014.06.001	MAYBE	Dave	
Taylor MW; Tsai P; Anfang N; Ross HA; Goddard MR	Pyrosequencing reveals regional differences in fruit-associated fungal communities	ENVIRONMENTAL MICROBIOLOGY	We know relatively little of the distribution of microbial communities generally. Significant work has examined a range of bacterial communities, but the distribution of microbial eukaryotes is less well characterized. Humans have an ancient association with grape vines (Vitis vinifera) and have been making wine since the dawn of civilization, and fungi drive this natural process. While the molecular biology of certain fungi naturally associated with vines and wines is well characterized, complementary investigations into the ecology of fungi associated with fruiting plants is largely lacking. DNA sequencing technologies allow the direct estimation of microbial diversity from a given sample, avoiding culture-based biases. Here, we use deep community pyrosequencing approaches, targeted at the 26S rRNA gene, to examine the richness and composition of fungal communities associated with grapevines and test for geographical community structure among four major regions in New Zealand (NZ). We find over 200 taxa using this approach, which is 10-fold more than previously recovered using culture-based methods. Our analyses allow us to reject the null hypothesis of homogeneity in fungal species richness and community composition across NZ and reveal significant differences between major areas.	2014	16	10.1111/1462-2920.12456	MAYBE	Dave	
Pellissier L; Niculita-Hirzel H; Dubuis A; Pagni M; Guex N; Ndiribe C; Salamin N; Xenarios I; Goudet J; Sanders IR; Guisan A	Soil fungal communities of grasslands are environmentally structured at a regional scale in the Alps	MOLECULAR ECOLOGY	Studying patterns of species distributions along elevation gradients is frequently used to identify the primary factors that determine the distribution, diversity and assembly of species. However, despite their crucial role in ecosystem functioning, our understanding of the distribution of below-ground fungi is still limited, calling for more comprehensive studies of fungal biogeography along environmental gradients at various scales (from regional to global). Here, we investigated the richness of taxa of soil fungi and their phylogenetic diversity across a wide range of grassland types along a 2800 m elevation gradient at a large number of sites (213), stratified across a region of the Western Swiss Alps (700 km(2)). We used 454 pyrosequencing to obtain fungal sequences that were clustered into operational taxonomic units (OTUs). The OTU diversity-area relationship revealed uneven distribution of fungal taxa across the study area (i.e. not all taxa are everywhere) and fine-scale spatial clustering. Fungal richness and phylogenetic diversity were found to be higher in lower temperatures and higher moisture conditions. Climatic and soil characteristics as well as plant community composition were related to OTU alpha, beta and phylogenetic diversity, with distinct fungal lineages suggesting distinct ecological tolerances. Soil fungi, thus, show lineage-specific biogeographic patterns, even at a regional scale, and follow environmental determinism, mediated by interactions with plants.	2014	23	10.1111/mec.12854	YES	Dave	
Kilias E; Kattner G; Wolf C; Frickenhaus S; Metfies K	A molecular survey of protist diversity through the central Arctic Ocean	POLAR BIOLOGY	The protist assemblage in the central Arctic Ocean is scarcely surveyed despite them being the major primary producers. Elucidating their response to changing environmental variables requires an a priori analysis of their current diversity, including abundant and rare species. In late summer 2011, samples were collected during the ARK-XXVI/3 expedition (RV Polarstern) to study Arctic protist community structures, by implementation of automated ribosomal intergenic spacer analysis (ARISA) and 454-pyrosequencing. Protist assemblages were related to the hydrology and environmental variables (temperature, salinity, ice coverage, nitrate, phosphate, and silicate). The abundant (a parts per thousand yen1 %) biosphere and rare (< 1 %) biosphere were considered separately in the diversity analysis in order to reveal their mutual relationships. A relation between hydrology and protist community structure was highly supported by ARISA and partially by 454-pyrosequencing. Sea ice showed a stronger influence on the local community structure than nutrient availability, making statements on the water mass influence more difficult. Dinoflagellates (Syndiniales), chlorophytes (Micromonas spp.), and haptophytes (Phaeocystis spp.) were important contributors to the abundant biosphere, while other dinoflagellates and stramenopiles dominated the rare biosphere. No significant correlation was found between the abundant and rare biosphere. However, relative contributions of major taxonomic groups revealed an unexpected stable community structure within the rare biosphere, indicating a potential constant protist reservoir. This study provides a first molecular survey of protist diversity in the central Arctic Ocean, focusing on the diversity and distribution of abundant and rare protists according to the environmental conditions, and can serve as baseline for future analysis.	2014	37	10.1007/s00300-014-1519-5	MAYBE	Dave	
Landesman WJ; Nelson DM; Fitzpatrick MC	Soil properties and tree species drive beta-diversity of soil bacterial communities	SOIL BIOLOGY & BIOCHEMISTRY	A challenge in ecology and biogeography is to understand the drivers of the composition and distribution of biological communities. Environmental factors (especially pH) and dispersal limitation are thought to exert the primary controls on the composition of soil bacterial communities. However, quantifying their relative importance remains difficult because of analytical uncertainties. For example, the relationship between bacterial community composition and soil pH, which is often nonlinear, is typically evaluated with a linear test and without accounting for variability in rates of turnover along environmental gradients. Furthermore, potential drivers of variation in soil pH, and therefore bacterial community composition, are not commonly analyzed during microbial biogeographical studies. To address these issues we collected 700 soil samples across multiple spatial scales from beneath four late-successional tree species within 12 forests in the eastern United States. We performed high-throughput sequencing of 16S rDNA amplicons and measured soil properties thought to influence soil bacterial composition. Generalized Dissimilarity Modeling, a non-linear form of matrix regression, indicated that geographic distance and soil properties explained 77.3% of the deviance in turnover in overall bacterial community composition. However, only 2.1% of the explained deviance was attributable to geographic distance, indicating little contribution of dispersal limitation to bacterial beta-diversity across scales of similar to 1.7 m to >1000 km. Although 81.7% of the explained deviance in overall bacterial composition was attributable to soil properties, particularly soil pH, the magnitude and rate of compositional turnover varied among bacterial families across the pH gradient. The beta-diversity of three dominant families (Bradyrhizobiaceae, Hyphomicrobiaceae and Burkholderia) was explained by neither soil properties nor geographic distance. Differences in soil pH between certain tree species likely led to distinct bacterial communities at several sites. Thus, shifts in soil pH, potentially as the result of shifts in tree composition, will likely have important consequences for the composition of soil bacterial communities. (C) 2014 Elsevier Ltd. All rights reserved.	2014	76	10.1016/j.soilbio.2014.05.025	YES	Dave	
Alele PO; Sheil D; Surget-Groba Y; Shi LL; Cannon CH	How Does Conversion of Natural Tropical Rainforest Ecosystems Affect Soil Bacterial and Fungal Communities in the Nile River Watershed of Uganda?	PLOS ONE	Ugandas forests are globally important for their conservation values but are under pressure from increasing human population and consumption. In this study, we examine how conversion of natural forest affects soil bacterial and fungal communities. Comparisons in paired natural forest and human-converted sites among four locations indicated that natural forest soils consistently had higher pH, organic carbon, nitrogen, and calcium, although variation among sites was large. Despite these differences, no effect on the diversity of dominant taxa for either bacterial or fungal communities was detected, using polymerase chain reaction-denaturing gradient gel electrophoresis (PCR-DGGE). Composition of fungal communities did generally appear different in converted sites, but surprisingly, we did not observe a consistent pattern among sites. The spatial distribution of some taxa and community composition was associated with soil pH, organic carbon, phosphorus and sodium, suggesting that changes in soil communities were nuanced and require more robust metagenomic methods to understand the various components of the community. Given the close geographic proximity of the paired sampling sites, the similarity between natural and converted sites might be due to continued dispersal between treatments. Fungal communities showed greater environmental differentiation than bacterial communities, particularly according to soil pH. We detected biotic homogenization in converted ecosystems and substantial contribution of beta-diversity to total diversity, indicating considerable geographic structure in soil biota in these forest communities. Overall, our results suggest that soil microbial communities are relatively resilient to forest conversion and despite a substantial and consistent change in the soil environment, the effects of conversion differed widely among sites. The substantial difference in soil chemistry, with generally lower nutrient quantity in converted sites, does bring into question, how long this resilience will last.	2014	9	10.1371/journal.pone.0104818	MAYBE	Dave	
Al-Najjar MAA; Ramette A; Kuhl M; Hamza W; Klatt JM; Polerecky L	Spatial patterns and links between microbial community composition and function in cyanobacterial mats	FRONTIERS IN MICROBIOLOGY	We imaged reflectance and variable fluorescence in 25 cyanobacterial mats from four distant sites around the globe to assess, at different scales of resolution, spatial variabilities in the physiological parameters characterizing their photosynthetic capacity, including the absorptivity by chlorophyll a (Achi), maximum quantum yield of photosynthesis (Y-max), and light acclimation irradiance (/(k)). Generally, these parameters significantly varied within individual mats on a sub-millimeter scale, with about 2-fold higher variability in the vertical than in the horizontal direction. The average vertical profiles of Ymax and /(k) decreased with depth in the mat, while Achi exhibited a sub-surface maximum. The within-mat variability was comparable to, but often larger than, the between-sites variability, whereas the within-site variabilities (i.e., between samples from the same site) were generally lowest. When compared based on averaged values of their photosynthetic parameters, mats clustered according to their site of origin. Similar clustering was found when the community composition of the mats cyanobacterial layers were compared by automated ribosomal intergenic spacer analysis (ARISA), indicating a significant link between the microbial community composition and function. Although this link is likely the result of community adaptation to the prevailing site-specific environmental conditions, our present data is insufficient to identify the main factors determining these patterns. Nevertheless, this study demonstrates that the spatial variability in the photosynthetic capacity and light acclimation of benthic phototrophic microbial communities is at least as large on a sub-millimeter scale as it is on a global scale, and suggests that this pattern of variability scaling is similar for the microbial community composition.	2014	5	10.3389/fmicb.2014.00406	MAYBE	Dave	
Kim HM; Jung JY; Yergeau E; Hwang CY; Hinzman L; Nam S; Hong SG; Kim OS; Chun J; Lee YK	Bacterial community structure and soil properties of a subarctic tundra soil in Council, Alaska	FEMS MICROBIOLOGY ECOLOGY	The subarctic region is highly responsive and vulnerable to climate change. Understanding the structure of subarctic soil microbial communities is essential for predicting the response of the subarctic soil environment to climate change. To determine the composition of the bacterial community and its relationship with soil properties, we investigated the bacterial community structure and properties of surface soil from the moist acidic tussock tundra in Council, Alaska. We collected 70 soil samples with 25-m intervals between sampling points from 0-10 cm to 10-20 cm depths. The bacterial community was analyzed by pyrosequencing of 16S rRNA genes, and the following soil properties were analyzed: soil moisture content (MC), pH, total carbon (TC), total nitrogen (TN), and inorganic nitrogen (NH4+ and NO3-). The community compositions of the two different depths showed that Alphaproteobacteria decreased with soil depth. Among the soil properties measured, soil pH was the most significant factor correlating with bacterial community in both upper and lower-layer soils. Bacterial community similarity based on jackknifed unweighted UNIFRAC distance showed greater similarity across horizontal layers than through the vertical depth. This study showed that soil depth and pH were the most important soil properties determining bacterial community structure of the subarctic tundra soil in Council, Alaska.	2014	89	10.1111/1574-6941.12362	YES	Dave	
Lear G; Bellamy J; Case BS; Lee JE; Buckley HL	Fine-scale spatial patterns in bacterial community composition and function within freshwater ponds	ISME JOURNAL	The extent to which non-host-associated bacterial communities exhibit small-scale biogeographic patterns in their distribution remains unclear. Our investigation of biogeography in bacterial community composition and function compared samples collected across a smaller spatial scale than most previous studies conducted in freshwater. Using a grid-based sampling design, we abstracted 100+ samples located between 3.5 and 60 m apart within each of three alpine ponds. For every sample, variability in bacterial community composition was monitored using a DNA-fingerprinting methodology (automated ribosomal intergenic spacer analysis) whereas differences in bacterial community function (that is, carbon substrate utilisation patterns) were recorded from Biolog Ecoplates. The exact spatial position and dominant physicochemical conditions (for example, pH and temperature) were simultaneously recorded for each sample location. We assessed spatial differences in bacterial community composition and function within each pond and found that, on average, community composition or function differed significantly when comparing samples located >20 m apart within any pond. Variance partitioning revealed that purely spatial variation accounted for more of the observed variability in both bacterial community composition and function (range: 24-38% and 17-39%) than the combination of purely environmental variation and spatially structured environmental variation (range: 17-32% and 15-20%). Clear spatial patterns in bacterial community composition, but not function were observed within ponds. We therefore suggest that some of the observed variation in bacterial community composition is functionally redundant. We confirm that distinct bacterial communities are present across unexpectedly small spatial scales suggesting that populations separated by distances of >20 m may be dispersal limited, even within the highly continuous environment of lentic water.	2014	8	10.1038/ismej.2014.21	YES	Dave	
Tripathi BM; Lee-Cruz L; Kim M; Singh D; Go R; Shukor NAA; Husni MHA; Chun J; Adams JM	Spatial Scaling Effects on Soil Bacterial Communities in Malaysian Tropical Forests	MICROBIAL ECOLOGY	Spatial scaling to some extent determines biodiversity patterns in larger organisms, but its role in microbial diversity patterns is much less understood. Some studies have shown that bacterial community similarity decreases with distance, whereas others do not support this. Here, we studied soil bacterial communities of tropical rainforest in Malaysia at two spatial scales: a local scale with samples spaced every 5 m over a 150-m transect, and a regional scale with samples 1 to 1,800 km apart. PCR-amplified soil DNA for the bacterial 16S rRNA gene targeting the V1-V3 region was pyrosequenced using Roche/454 GS FLX Titanium platform. A ranked partial Mantel test showed a weak correlation between spatial distance and whole bacterial community dissimilarity, but only at the local scale. In contrast, environmental distance was highly correlated with community dissimilarity at both spatial scales, stressing the greater role of environmental variables rather than spatial distance in determining bacterial community variation at different spatial scales. Soil pH was the only environmental parameter that significantly explained the variance in bacterial community at the local scale, whereas total nitrogen and elevation were additional important factors at the regional scale. We obtained similar results at both scales when only the most abundant OTUs were analyzed. A variance partitioning analysis showed that environmental variables contributed more to bacterial community variation than spatial distance at both scales. In total, our results support a strong influence of the environment in determining bacterial community composition in the rainforests of Malaysia. However, it is possible that the remaining spatial distance effect is due to some of the myriad of other environmental factors which were not considered here, rather than dispersal limitation.	2014	68	10.1007/s00248-014-0404-7	YES	Dave	
Dong J; Shi F; Li H; Zhang XM; Hu XZ; Gong J	SSU rDNA Sequence Diversity and Seasonally Differentiated Distribution of Nanoplanktonic Ciliates in Neritic Bohai and Yellow Seas as Revealed by T-RFLP	PLOS ONE	Nanociliates have been frequently found to be important players in the marine microbial loop, however, little is known about their diversity and distribution in coastal ecosystems. We investigated the molecular diversity and distribution patterns of nanoplanktonic oligotrich and choreotrich (OC) ciliates in surface water of three neritic basins of northern China, the South Yellow Sea (SYS), North Yellow Sea (NYS), and Bohai Sea (BS) in June and November 2011. SSU rRNA gene clone libraries generated from three summertime samples (sites B38, B4 and H8) were analyzed and revealed a large novel ribotype diversity, of which many were low-abundant phylotypes belonging to the subclass Oligotrichia, but divergent from described morphospecies. Based on the data of terminal-restriction fragment length polymorphism (T-RFLP) analysis of all 35 samples, we found that the T-RF richness was generally higher in the SYS than in the BS, and negatively correlated with the molar ratio of P to Si. Overall, multidimensional scaling and permutational multivariate analysis of variance of the community turnover demonstrated a distinct seasonal pattern but no basin-to-basin differentiation across all samples. Nevertheless, significant community differences among basins were recognized in the winter dataset. Mantel tests showed that the environmental factors, P: Si ratio, water temperature and concentration of dissolved oxygen (DO), determined the community across all samples. However, both biogeographic distance and environment shaped the community in winter, with DO being the most important physicochemical factor. Our results indicate that the stoichiometric ratio of P: Si is a key factor, through which the phytoplankton community may be shaped, resulting in a cascade effect on the diversity and community composition of OC nanociliates in the N-rich, Si-limited coastal surface waters, and that the Yellow Sea Warm Current drives the nanociliate community, and possibly the microbial food webs, in the coastal ecosystem in winter.	2014	9	10.1371/journal.pone.0102640	YES	Dave	
Kelly LW; Williams GJ; Barott KL; Carlson CA; Dinsdale EA; Edwards RA; Haas AF; Haynes M; Lim YW; McDole T; Nelson CE; Sala E; Sandin SA; Smith JE; Vermeij MJA; Youle M; Rohwer F	Local genomic adaptation of coral reef-associated microbiomes to gradients of natural variability and anthropogenic stressors	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	Holobionts are species-specific associations between macro-and microorganisms. On coral reefs, the benthic coverage of coral and algal holobionts varies due to natural and anthropogenic forcings. Different benthic macroorganisms are predicted to have specific microbiomes. In contrast, local environmental factors are predicted to select for specific metabolic pathways in microbes. To reconcile these two predictions, we hypothesized that adaptation of microbiomes to local conditions is facilitated by the horizontal transfer of genes responsible for specific metabolic capabilities. To test this hypothesis, microbial metagenomes were sequenced from 22 coral reefs at 11 Line Islands in the central Pacific that together span a wide range of biogeochemical and anthropogenic influences. Consistent with our hypothesis, the percent cover of major benthic functional groups significantly correlated with particular microbial taxa. Reefs with higher coral cover had a coral microbiome with higher abundances of Alphaproteobacteria (such as Rhodobacterales and Sphingomonadales), whereas microbiomes of algae-dominated reefs had higher abundances of Gammaproteobacteria (such as Alteromonadales, Pseudomonadales, and Vibrionales), Betaproteobacteria, and Bacteriodetes. In contrast to taxa, geography was the strongest predictor of microbial community metabolism. Microbial communities on reefs with higher nutrient availability (e. g., equatorial upwelling zones) were enriched in genes involved in nutrient-related metabolisms (e. g., nitrate and nitrite ammonification, Ton/Tol transport, etc.). On reefs further from the equator, microbes had more genes encoding chlorophyll biosynthesis and photosystems I/II. These results support the hypothesis that core microbiomes are determined by holobiont macroorganisms, and that those core taxa adapt to local conditions by selecting for advantageous metabolic genes.	2014	111	10.1073/pnas.1403319111	YES	Dave	
Li CP; Lai QL; Li GZ; Liu Y; Sun FQ; Shao ZZ	Multilocus Sequence Analysis for the Assessment of Phylogenetic Diversity and Biogeography in Hyphomonas Bacteria from Diverse Marine Environments	PLOS ONE	Hyphomonas, a genus of budding, prosthecate bacteria, are primarily found in the marine environment. Seven type strains, and 35 strains from our collections of Hyphomonas, isolated from the Pacific Ocean, Atlantic Ocean, Arctic Ocean, South China Sea and the Baltic Sea, were investigated in this study using multilocus sequence analysis (MLSA). The phylogenetic structure of these bacteria was evaluated using the 16S rRNA gene, and five housekeeping genes (leuA, clpA, pyrH, gatA and rpoD) as well as their concatenated sequences. Our results showed that each housekeeping gene and the concatenated gene sequence all yield a higher taxonomic resolution than the 16S rRNA gene. The 42 strains assorted into 12 groups. Each group represents an independent species, which was confirmed by virtual DNA-DNA hybridization (DDH) estimated from draft genome sequences. Hyphomonas MLSA interspecies and intraspecies boundaries ranged from 93.3% to 96.3%, similarity calculated using a combined DDH and MLSA approach. Furthermore, six novel species (groups I, II, III, IV, V and XII) of the genus Hyphomonas exist, based on sequence similarities of the MLSA and DDH values. Additionally, we propose that the leuA gene (93.0% sequence similarity across our dataset) alone could be used as a fast and practical means for identifying species within Hyphomonas. Finally, Hyphomonas geographic distribution shows that strains from the same area tend to cluster together as discrete species. This study provides a framework for the discrimination and phylogenetic analysis of the genus Hyphomonas for the first time, and will contribute to a more thorough understanding of the biological and ecological roles of this genus.	2014	9	10.1371/journal.pone.0101394	MAYBE	Dave	
Pagaling E; Yang K; Yan T	Pyrosequencing reveals correlations between extremely acidophilic bacterial communities with hydrogen sulphide concentrations, pH and inert polymer coatings at concrete sewer crown surfaces	JOURNAL OF APPLIED MICROBIOLOGY	Aims: To investigate the acidophilic bacterial communities involved in microbially induced concrete corrosion (MICC). Methods and Results: Our study sites located downstream from a forced main provided a unique opportunity to study the microbial communities involved in MICC under different environmental conditions (gradients of atmospheric H2S, sulphate concentration and pH) and under pipe modifications (coated vs uncoated). Bacterial cell density estimated by both cultivation-and DNA-based methods was low in the corroded sewer samples. Pyrosequencing and cloning showed that Mycobacterium and Acidithiobacillus dominated the acidophilic microbial communities. Methylacidiphilum was also dominant in samples where methane was detected. Correlation analysis indicated that Mycobacterium and Acidithiobacillus were significantly affected by pH and that Mycobacterium could better withstand highly acidic conditions compared to Acidithiobacillus. Conclusions: Communities dominated by Mycobacterium favoured conditions in the lined sewer pipes, while communities with a higher relative abundance of Acidithiobacillus favoured the unlined sewer pipes. Significance and Impact of the Study: Identifying the key micro-organisms involved in MICC and knowing how they interact with their environment are essential aspects for identifying steps towards concrete corrosion management.	2014	117	10.1111/jam.12491	MAYBE	Dave	
Delgado-Serrano L; Lopez G; Bohorquez LC; Bustos JR; Rubiano C; Osorio-Forero C; Junca H; Baena S; Zambrano MM	Neotropical Andes hot springs harbor diverse and distinct planktonic microbial communities	FEMS MICROBIOLOGY ECOLOGY	Microbial explorations of hot springs have led to remarkable discoveries and improved our understanding of life under extreme conditions. The Andean Mountains harbor diverse habitats, including an extensive chain of geothermal heated water sources. In this study, we describe and compare the planktonic microbial communities present in five high-mountain hot springs with distinct geochemical characteristics, at varying altitudes and geographical locations in the Colombian Andes. The diversity and structure of the microbial communities were assessed by pyrosequencing the V5 - V6 region of the 16S rRNA gene. The planktonic communities varied in terms of diversity indexes and were dominated by the bacterial phyla Proteobacteria, Aquificae, Chloroflexi, Cyanobacteria, Firmicutes, Nitrospirae, and Thermotogae, with site-specific bacterial taxa also observed in some cases. Statistical analyses showed that these microbial communities were distinct from one another and that they clustered in a manner consistent with physicochemical parameters of the environment sampled. Multivariate analysis suggested that pH and sulfate were among the main variables influencing population structure and diversity. The results show that despite their geographical proximity and some shared geochemical characteristics, there were few shared operational taxonomic units (OTUs) and that community structure was influenced mainly by environmental factors that have resulted in different microbial populations.	2014	89	10.1111/1574-6941.12333	MAYBE	Dave	
Bonito G; Reynolds H; Robeson MS; Nelson J; Hodkinson BP; Tuskan G; Schadt CW; Vilgalys R	Plant host and soil origin influence fungal and bacterial assemblages in the roots of woody plants	MOLECULAR ECOLOGY	Microbial communities in plant roots provide critical links between above- and belowground processes in terrestrial ecosystems. Variation in root communities has been attributed to plant host effects and microbial host preferences, as well as to factors pertaining to soil conditions, microbial biogeography and the presence of viable microbial propagules. To address hypotheses regarding the influence of plant host and soil biogeography on root fungal and bacterial communities, we designed a trap-plant bioassay experiment. Replicate Populus, Quercus and Pinus plants were grown in three soils originating from alternate field sites. Fungal and bacterial community profiles in the root of each replicate were assessed through multiplex 454 amplicon sequencing of four loci (i.e., 16S, SSU, ITS, LSU rDNA). Soil origin had a larger effect on fungal community composition than did host species, but the opposite was true for bacterial communities. Populus hosted the highest diversity of rhizospheric fungi and bacteria. Root communities on Quercus and Pinus were more similar to each other than to Populus. Overall, fungal root symbionts appear to be more constrained by dispersal and biogeography than by host availability.	2014	23	10.1111/mec.12821	MAYBE	Dave	
