AU	TI	SO	AB	PY	VL	DI
Santoferrara, LF; Grattepanche, JD; Katz, LA; McManus, GB	Patterns and processes in microbial biogeography: do molecules and morphologies give the same answers?	ISME JOURNAL	Our knowledge on microbial biogeography depends on the way we define and study diversity. In contrast to most microbes, some protist lineages have conspicuous structures that allow comparisons of diversity concepts and measures-those based on molecules and those based on morphology. We analyzed a group of shell-bearing planktonic ciliates, the tintinnids, in a coast-to-ocean gradient using high-throughput sequencing and microscopy. First, we compared molecular operational taxonomic units (OTUs) and morphospecies in terms of assemblage composition, distribution and relationships with the environment. OTUs revealed potentially novel and rare taxa, while morphospecies showed clearer correlations with environmental factors, and both approaches coincided in supporting a coastal versus oceanic pattern. Second, we explored which processes influence assembly across the environmental gradient examined. Assemblage fluctuations were associated with significant distance-decay and changes in morphospecies size and prey proxies, thus suggesting niche partitioning as a key structuring mechanism. Our conclusion is that molecules and morphologies generally agreed, but they provided complementary data, the first revealing hidden diversity, and the latter making better connections between distribution patterns and ecological processes. This highlights the importance of linking genotypes and phenotypes (using multidisciplinary analyses and/or reliable databases of barcoded species), to understand the diversity, biogeography and ecological roles of microbes.	2016	10	10.1038/ismej.2015.224
Vacher, C; Cordier, T; Vallance, J	Phyllosphere Fungal Communities Differentiate More Thoroughly than Bacterial Communities Along an Elevation Gradient	MICROBIAL ECOLOGY		2016	72	10.1007/s00248-016-0742-8
Hao, YQ; Zhao, XF; Zhang, DY	Field experimental evidence that stochastic processes predominate in the initial assembly of bacterial communities	ENVIRONMENTAL MICROBIOLOGY	To assess the relative importance of environmental selection, dispersal and stochastic processes in structuring ecological communities, we conducted a bacterial community assembly experiment using microcosms filled with sterile liquid medium under field conditions in the Inner Mongolian grasslands. Multiple replicate microcosms containing different carbon substrates were placed at nine locations across three spatial scales (10, 300 and 10 000 m distance between locations) in such a way that the environment of microcosms varies independently of the geographical distance. The operational taxonomic units within the experimental communities were assessed via the terminal restriction fragment length polymorphism techniques on the 10th and 17th days after the onset of the experiment. We found no evidence of distance decay in community similarity, and communities within a given location were more similar to each other regardless of environment than communities at other locations within the same spatial scale. Variance partitioning indicated that location explained more compositional variation in microbial communities than environment, particularly on the 17th day, despite that environment and location in combination could only explain less than half of the total variation. These results suggest that bacterial dispersal is not limited by distance in this experiment, and community assembly in microcosms is not environmentally determined but governed by stochastic processes.	2016	18	10.1111/1462-2920.12858
Hayden, CJ; Beman, JM	Microbial diversity and community structure along a lake elevation gradient in Yosemite National Park, California, USA	ENVIRONMENTAL MICROBIOLOGY	Microbial communities are key components of lake ecosystems and play central roles in lake biogeochemical cycles. Freshwater lakes, in turn, have a disproportionate influence on global carbon and nitrogen cycling, while also acting as sentinels of environmental change. Determining what factors regulate microbial community dynamics and their relationship to lake biogeochemistry is therefore essential to understanding global change feedbacks. We used ILLUMINA sequencing of >2 million 16S rRNA genes to examine microbial community structure and diversity in relation to spatial, temporal and biogeochemical variation, within and across lakes located along a 871 m elevation gradient in Yosemite National Park, California, USA. We captured a rich microbial community that included many rare operational taxonomic units (OTUs), but was dominated by a few bacterial classes and OTUs frequently detected in other freshwater ecosystems. Neither richness, evenness nor overall diversity was directly related to elevation. However, redundancy analysis showed that changes in microbial community structure were significantly related to elevation. Along with sampling period and dissolved nutrient concentrations, 29% of the variation in community structure could be explained by measured variables - in congruence with studies in other lakes using different techniques. We also found a distance-decay relationship in microbial community structure across lakes, suggesting that both local environmental factors and dispersal play a role in structuring communities.	2016	18	10.1111/1462-2920.12938
Recker, J; Lekse, D	A field study of spatial preferences in enterprise microblogging	JOURNAL OF INFORMATION TECHNOLOGY	How does the introduction of enterprise social networking affect the way that geographically dispersed managers communicate with each other? We examine enterprise social network (ESN) usage data obtained from a community of store managers in a leading Australian retail organization, over a period of 15 months after introduction of the platform. Our interest in examining this data is in spatial communication preferences by the network users, that is, to ascertain who is communicating with whom and where. Our analysis of 12,000 messages exchanged between 530 managers shows that interactions can generally be characterized by individual preferences for local communication but also that two different user communities exist - locals and globals. We develop empirical profiles for these two types of social network user communities, and we compare the empirical results against contrasting theoretical perspectives for spatial preference patterns in communication behaviour. We outline implications for theories on spatial influences on communication behaviours on ESNs.	2016	31	10.1057/jit.2015.27
David, AS; Seabloom, EW; May, G	Plant Host Species and Geographic Distance Affect the Structure of Aboveground Fungal Symbiont Communities, and Environmental Filtering Affects Belowground Communities in a Coastal Dune Ecosystem	MICROBIAL ECOLOGY	Microbial symbionts inhabit tissues of all plants and animals. Their community composition depends largely on two ecological processes: (1) filtering by abiotic conditions and host species determining the environments that symbionts are able to colonize and (2) dispersal-limitation determining the pool of symbionts available to colonize a given host and community spatial structure. In plants, the above- and belowground tissues represent such distinct habitats for symbionts that we expect different effects of filtering and spatial structuring on their symbiont communities. In this study, we characterized above- and belowground communities of fungal endophytes-fungi living asymptomatically within plants-to understand the contributions of filtering and spatial structure to endophyte community composition. We used a culture-based approach to characterize endophytes growing in leaves and roots of three species of coastal beachgrasses in dunes of the USA Pacific Northwest. For leaves, endophyte isolation frequency and OTU richness depended primarily on plant host species. In comparison, for roots, both isolation frequency and OTU richness increased from the nutrient-poor front of the dune to the higher-nutrient backdune. Endophyte community composition in leaves exhibited a distance-decay relationship across the region. In a laboratory assay, faster growth rates and lower spore production were more often associated with leaf- than root-inhabiting endophytes. Overall, our results reveal a greater importance of biotic filtering by host species and dispersal-limitation over regional geographic distances for aboveground leaf endophyte communities and stronger effects of abiotic environmental filtering and locally patchy distributions for belowground root endophyte communities.	2016	71	10.1007/s00248-015-0712-6
Stone, BWG; Jackson, CR	Biogeographic Patterns Between Bacterial Phyllosphere Communities of the Southern Magnolia (Magnolia grandiflora) in a Small Forest	MICROBIAL ECOLOGY	The phyllosphere presents a unique system of discrete and easily replicable surfaces colonized primarily by bacteria. However, the biogeography of bacteria in the phyllosphere is little understood, especially at small to intermediate scales. Bacterial communities on the leaves of 91 southern magnolia (Magnolia grandiflora) trees 1-452 m apart in a small forest plot were analyzed and fragments of the 16S ribosomal RNA (rRNA) gene sequenced using the Illumina platform. Assemblages were dominated by members of the Alphaproteobacteria, Bacteroidetes, and Acidobacteria. Patterns in community composition were measured by both relative abundance (theta) and presence-absence (Jaccard) dissimilarity metrics. Distance-based Morans eigenvector map analyses of the distance-decay relationship found a significant, positive relationship between each dissimilarity metric and significant eigenfunctions derived from geographic distance between trees, indicating trees that were closer together had more similar bacterial phyllosphere communities. Indirect gradient analyses revealed that several environmental parameters (canopy cover, tree elevation, and the slope and aspect of the ground beneath trees) were significantly related to multivariate ordination scores based on relative bacterial sequence abundances; however, these relationships were not significant when looking at the incidence of bacterial taxa. This suggests that bacterial growth and abundance in the phyllosphere is shaped by different assembly mechanisms than bacterial presence or absence. More broadly, this study demonstrates that the distance-decay relationship applies to phyllosphere communities at local scales, and that environmental parameters as well as neutral forces may both influence spatial patterns in the phyllosphere.	2016	71	10.1007/s00248-016-0738-4
Bahram, M; Kohout, P; Anslan, S; Harend, H; Abarenkov, K; Tedersoo, L	Stochastic distribution of small soil eukaryotes resulting from high dispersal and drift in a local environment	ISME JOURNAL	A central challenge in ecology is to understand the relative importance of processes that shape diversity patterns. Compared with aboveground biota, little is known about spatial patterns and processes in soil organisms. Here we examine the spatial structure of communities of small soil eukaryotes to elucidate the underlying stochastic and deterministic processes in the absence of environmental gradients at a local scale. Specifically, we focus on the fine-scale spatial autocorrelation of prominent taxonomic and functional groups of eukaryotic microbes. We collected 123 soil samples in a nested design at distances ranging from 0.01 to 64m from three boreal forest sites and used 454 pyrosequencing analysis of Internal Transcribed Spacer for detecting Operational Taxonomic Units of major eukaryotic groups simultaneously. Among the main taxonomic groups, we found significant but weak spatial variability only in the communities of Fungi and Rhizaria. Within Fungi, ectomycorrhizas and pathogens exhibited stronger spatial structure compared with saprotrophs and corresponded to vegetation. For the groups with significant spatial structure, autocorrelation occurred at a very fine scale (< 2m). Both dispersal limitation and environmental selection had a weak effect on communities as reflected in negative or null deviation of communities, which was also supported by multivariate analysis, that is, environment, spatial processes and their shared effects explained on average < 10% of variance. Taken together, these results indicate a random distribution of soil eukaryotes with respect to space and environment in the absence of environmental gradients at the local scale, reflecting the dominant role of drift and homogenizing dispersal.	2016	10	10.1038/ismej.2015.164
Jiang, YJ; Liang, YT; Li, CM; Wang, F; Sui, YY; Suvannang, N; Zhou, JZ; Sun, B	Crop rotations alter bacterial and fungal diversity in paddy soils across East Asia	SOIL BIOLOGY & BIOCHEMISTRY	Rice ecosystems are distributed broadly from temperate to tropical regions, but little is known about the underlying mechanisms shaping microbial communities and their network structure in paddy soils at the continental scale. Soil samples were collected from paddy fields across East Asia representing four types of crop rotations: single rice, rice-wheat rotation, double rice, and rice-legume-rice rotation. Here, we describe the roles that crop rotations, environmental heterogeneity and geographical distance play in determining the spatial distribution of microbial communities in paddy soils across East Asia. Our survey revealed remarkable differences in the diversity and composition of microbial operational taxonomic units (OTUs) among four crop rotations. The shared cosmopolitan OTUs Rhizobiales bacterium (genus Bradyrhizobium) and Hypocreales fungus played key-species roles in the ecological networks. A steeper slope of distance decay for the fungal samples compared with the bacterial samples implies a faster turnover in fungal OTU composition across geographical zones. Bacterial communities were affected by soil environmental heterogeneity to an extent that overwhelmed the effect of geographical distance, whereas fungal communities were better predicted by geographical distance. The diversity and composition of bacterial and fungal communities corresponded strongly to soil pH but less strongly to total nitrogen. Remarkably, crop rotations played a key role in determining the changes in microbial diversity, community composition and networks. Taken together, these results provide a baseline ecological framework with which to pursue future research on soil microbial function in paddy soils. (C) 2016 Elsevier Ltd. All rights reserved.	2016	95	10.1016/j.soilbio.2016.01.007
Yang, HS; Dai, YJ; Xu, MM; Zhang, Q; Bian, XM; Tang, JJ; Chen, X	Metadata-mining of 18S rDNA sequences reveals that everything is not everywhere for glomeromycotan fungi	ANNALS OF MICROBIOLOGY	In microbial ecology, the everything is everywhere hypothesis has long been controversial. In the present study, we performed data-mining for 18S rDNA sequences of glomeromycotan fungi in order to test this hypothesis. 18S rDNA sequences targeted using AM1-NS31 fragments were retrieved from GenBank, with a total of 1768 sequences collected from 34 sites worldwide. In total, 229, 330 and 518 operational taxonomic units (OTUs) were defined based on 97, 98 and 99 % similarity, respectively. The 97 % OTUs showed a limited geographical range of glomeromycotan fungi. Among the OTUs, 58.1 % were endemic, and 17.9 % and 9.2 % were found in two and three sites, respectively. The most widespread OTU was shared by 17 sites. Phylogenetic structure analysis demonstrated that most local communities (26 of 34) were clustered. OTUs with larger host breadth had wider geographic ranges. A significant distance-decay relationship was revealed that was independent of habitat. Cluster analysis showed that fungal composition was not related to habitat, while Fast UniFrac analysis indicated that the distribution of Glomeromycota was affected by temperature. Taken together, these results suggest that glomeromycotan fungi were not randomly distributed under natural conditions; rather, they were affected by host plants, dispersal ability and temperature. Thus, the distribution of glomeromycotan fungi argues against the hypothesis that everything is everywhere..	2016	66	10.1007/s13213-015-1116-z
Rojo, C; Mesquita-Joanes, F; Monros, JS; Armengol, J; Sasa, M; Bonilla, F; Rueda, R; Benavent-Corail, J; Piculo, R; Segura, MM	Hydrology Affects Environmental and Spatial Structuring of Microalgal Metacommunities in Tropical Pacific Coast Wetlands	PLOS ONE	The alternating climate between wet and dry periods has important effects on the hydrology and therefore on niche-based processes of water bodies in tropical areas. Additionally, assemblages of microorganism can show spatial patterns, in the form of a distance decay relationship due to their size or life form. We aimed to test spatial and environmental effects, modulated by a seasonal flooding climatic pattern, on the distribution of microalgae in 30 wetlands of a tropical dry forest region: the Pacific coast of Costa Rica and Nicaragua. Three surveys were conducted corresponding to the beginning, the highest peak, and the end of the hydrological year during the wet season, and species abundance and composition of planktonic and benthic microalgae was determined. Variation partitioning analysis (as explained by spatial distance or environmental factors) was applied to each seasonal dataset by means of partial redundancy analysis. Our results show that microalgal assemblages were structured by spatial and environmental factors depending on the hydrological period of the year. At the onset of hydroperiod and during flooding, neutral effects dominated community dynamics, but niche-based local effects resulted in more structured algal communities at the final periods of desiccating water bodies. Results suggest that climate-mediated effects on hydrology can influence the relative role of spatial and environmental factors on metacommunities of microalgae. Such variability needs to be accounted in order to describe accurately community dynamics in tropical coastal wetlands.	2016	11	10.1371/journal.pone.0149505
Deng, Y; He, ZL; Xiong, JB; Yu, H; Xu, MY; Hobbie, SE; Reich, PB; Schadt, CW; Kent, A; Pendall, E; Wallenstein, M; Zhou, JZ	Elevated carbon dioxide accelerates the spatial turnover of soil microbial communities	GLOBAL CHANGE BIOLOGY	Although elevated CO2 (eCO(2)) significantly affects the -diversity, composition, function, interaction and dynamics of soil microbial communities at the local scale, little is known about eCO(2) impacts on the geographic distribution of micro-organisms regionally or globally. Here, we examined the -diversity of 110 soil microbial communities across six free air CO2 enrichment (FACE) experimental sites using a high-throughput functional gene array. The -diversity of soil microbial communities was significantly (P<0.05) correlated with geographic distance under both CO2 conditions, but declined significantly (P<0.05) faster at eCO(2) with a slope of -0.0250 than at ambient CO2 (aCO(2)) with a slope of -0.0231 although it varied within each individual site, indicating that the spatial turnover rate of soil microbial communities was accelerated under eCO(2) at a larger geographic scale (e.g. regionally). Both distance and soil properties significantly (P<0.05) contributed to the observed microbial -diversity. This study provides new hypotheses for further understanding their assembly mechanisms that may be especially important as global CO2 continues to increase.	2016	22	10.1111/gcb.13098
Angermeyer, A; Crosby, SC; Huber, JA	Decoupled distance-decay patterns between dsrA and 16S rRNA genes among salt marsh sulfate-reducing bacteria	ENVIRONMENTAL MICROBIOLOGY	In many habitats, microorganisms exhibit significant distance-decay patterns as determined by analysis of the 16S rRNA gene and various other genetic elements. However, there have been few studies that examine how the similarities of both taxonomic and functional genes co-vary over geographic distance within a group of ecologically related microbes. Here, we determined the biogeographic patterns of the functional dissimilatory sulfite reductase gene (dsrA) and the 16S rRNA gene in sulfate-reducing bacterial communities of US East Coast salt marsh sediments. Distance-decay, ordination and statistical analyses revealed that the distribution of 16S rRNA genes is strongly influenced by geographic distance and environmental factors, whereas the dsrA gene is not. Together, our results indicate that 16S rRNA genes are likely dispersal limited and under environmental selection, whereas dsrA genes appear randomly distributed and not selected for by any expected environmental variables. Selection, drift, dispersal and mutation are all factors that may help explain the decoupled biogeographic patterns for the two genes. These data suggest that both the taxonomic and functional elements of microbial communities should be considered in future studies of microbial biogeography to aid in our understanding of the diversity, distribution and function of microorganisms in the environment.	2016	18	10.1111/1462-2920.12821
Hu, WG; Zhang, Q; Tian, T; Li, DY; Cheng, G; Mu, J; Wu, QB; Niu, FJ; Stegen, JC; An, LZ; Feng, HY	Relative Roles of Deterministic and Stochastic Processes in Driving the Vertical Distribution of Bacterial Communities in a Permafrost Core from the Qinghai-Tibet Plateau, China	PLOS ONE	Understanding the processes that influence the structure of biotic communities is one of the major ecological topics, and both stochastic and deterministic processes are expected to be at work simultaneously in most communities. Here, we investigated the vertical distribution patterns of bacterial communities in a 10-m-long soil core taken within permafrost of the Qing-hai-Tibet Plateau. To get a better understanding of the forces that govern these patterns, we examined the diversity and structure of bacterial communities, and the change in community composition along the vertical distance (spatial turnover) from both taxonomic and phylogenetic perspectives. Measures of taxonomic and phylogenetic beta diversity revealed that bacterial community composition changed continuously along the soil core, and showed a vertical distance-decay relationship. Multiple stepwise regression analysis suggested that bacterial alpha diversity and phylogenetic structure were strongly correlated with soil conductivity and pH but weakly correlated with depth. There was evidence that deterministic and stochastic processes collectively drived bacterial vertically-structured pattern. Bacterial communities in five soil horizons (two originated from the active layer and three from permafrost) of the permafrost core were phylogenetically random, indicator of stochastic processes. However, we found a stronger effect of deterministic processes related to soil pH, conductivity, and organic carbon content that were structuring the bacterial communities. We therefore conclude that the vertical distribution of bacterial communities was governed primarily by deterministic ecological selection, although stochastic processes were also at work. Furthermore, the strong impact of environmental conditions ( for example, soil physicochemical parameters and seasonal freeze-thaw cycles) on these communities underlines the sensitivity of permafrost microorganisms to climate change and potentially subsequent permafrost thaw.	2015	10	10.1371/journal.pone.0145747
Persoh, D	Plant-associated fungal communities in the light of metaomics	FUNGAL DIVERSITY	Approaches for the cultivation-independent analysis of microbial communities are summarized as metaomics, which predominantly includes metagenomic, -transcriptomic, -proteomic and -metabolomic studies. These have shown that endophytic, root-associated and soil fungal communities are strongly shaped by associated plant species. The impact of plant identity on the composition of its litter-associated fungal community remains to be disentangled from the impact of litter chemistry. The composition of the plant community also shapes the fungal community. Most strikingly, adjacent plant species may share mycorrhizal symbionts even if the plants usually have different types of mycorrhizal fungi associated with them (ectomycorrhizal, ericoid and arbuscular mycorrhizal fungi). Environmental parameters weakly explain fungal community composition globally, and their effect is inconsistent at local and regional scales. Decrease in similarity among communities with increasing distance (i.e. distance decay) has been reported from local to global scales. This pattern is only exceptionally caused by spatial dispersal limitation of fungal propagules, but mostly due to the inability of the fungi to establish at the particular locality (i.e. environmental filtering or competitive exclusion). Fungal communities usually undergo pronounced seasonal changes and also differ between consecutive years. This indicates that development of the communities is usually not solely cyclic. Metaomic studies challenge the classical view of plant litter decomposition. They show that mycorrhizal and (previously) endophytic fungi may be involved in plant litter decomposition and only partly support the idea of a succession from an Ascomycota to a Basidiomycota-dominated community. Furthermore, vertical separation of saprotrophic and mycorrhizal species in soil and sequential degradation from easily accessible to recalcitrant plant compounds, such as lignin, can probably not be generalized. The current models of litter decomposition may therefore have to be eventually refined for certain ecosystems and environmental conditions. To gain deeper insights into fungal ecology, a metaomic study design is outlined which focuses on environmental processes, because fungal communities are usually taxonomically diverse, but functionally redundant. This approach would initially identify dynamics of chemical shifts in the host and/or substrate by metametabolomics. Detected shifts would be subsequently linked to microbial activity by correlation with metatranscriptomic and/or metaproteomic data. A holistic trait-based approach might finally identify factors shaping taxonomic composition in communities against the dynamics of the environmental process(es) they are involved in.	2015	75	10.1007/s13225-015-0334-9
Wang, YM; Liu, LM; Chen, HH; Yang, J	Spatiotemporal dynamics and determinants of planktonic bacterial and microeukaryotic communities in a Chinese subtropical river	APPLIED MICROBIOLOGY AND BIOTECHNOLOGY	The spatiotemporal distribution of microbial diversity, community composition, and their major drivers are fundamental issues in microbial ecology. In this study, the planktonic bacterial and microeukaryotic communities of the Jiulong River were investigated across both wet and dry seasons by using denaturing gradient gel electrophoresis (DGGE). We found evidence of temporal change between wet and dry seasons and distinct spatial patterns of bacterial and microeukaryotic communities. Both bacterial and microeukaryotic communities were strongly correlated with temperature, NH4-N, PO4-P, and chlorophyll a, and these environmental factors were significant but incomplete predictors of microbial community composition. Local environmental factors combined with spatial and temporal factors strongly controlled both bacterial and microeukaryotic communities in complex ways, whereas the direct influence of spatial and temporal factors appeared to be relatively small. Path analysis revealed that the microeukaryotic community played key roles in shaping bacterial community composition, perhaps through grazing effects and multiple interactions. Both Betaproteobacteria and Actinobacteria were the most dominant and diverse taxa in bacterial communities, while the microeukaryotic communities were dominated by Ciliophora (zooplankton) and Chlorophyta (phytoplankton). Our results demonstrated that both bacterial and microeukaryotic communities along the Jiulong River displayed a distinct spatiotemporal pattern; however, microeukaryotic communities exhibited a stronger distance-decay relationship than bacterial communities and their spatial patterns were mostly driven by local environmental variables rather than season or spatial processes of the river. Therefore, we have provided baseline data to support further research on river microbial food webs and integrating different microbial groups into river models.	2015	99	10.1007/s00253-015-6773-0
Sintes, E; De Corte, D; Ouillon, N; Herndl, GJ	Macroecological patterns of archaeal ammonia oxidizers in the Atlantic Ocean	MOLECULAR ECOLOGY	Macroecological patterns are found in animals and plants, but also in micro-organisms. Macroecological and biogeographic distribution patterns in marine Archaea, however, have not been studied yet. Ammonia-oxidizing Archaea (AOA) show a bipolar distribution (i.e. similar communities in the northernmost and the southernmost locations, separated by distinct communities in the tropical and gyral regions) throughout the Atlantic, detectable from epipelagic to upper bathypelagic layers (<2000m depth). This tentatively suggests an influence of the epipelagic conditions of organic matter production on bathypelagic AOA communities. The AOA communities below 2000m depth showed a less pronounced biogeographic distribution pattern than the upper 2000m water column. Overall, AOA in the surface and deep Atlantic waters exhibit distance-decay relationships and follow the Rapoport rule in a similar way as bacterial communities and macroorganisms. This indicates a major role of environmental conditions in shaping the community composition and assembly (species sorting) and no, or only weak limits for dispersal in the oceanic thaumarchaeal communities. However, there is indication of a different strength of these relationships between AOA and Bacteria, linked to the intrinsic differences between these two domains.	2015	24	10.1111/mec.13365
Liu, LM; Yang, J; Yu, Z; Wilkinson, DM	The biogeography of abundant and rare bacterioplankton in the lakes and reservoirs of China	ISME JOURNAL	Bacteria play key roles in the ecology of both aquatic and terrestrial ecosystems; however, little is known about their diversity and biogeography, especially in the rare microbial biosphere of inland freshwater ecosystems. Here we investigated aspects of the community ecology and geographical distribution of abundant and rare bacterioplankton using high-throughput sequencing and examined the relative influence of local environmental variables and regional (spatial) factors on their geographical distribution patterns in 42 lakes and reservoirs across China. Our results showed that the geographical patterns of abundant and rare bacterial subcommunities were generally similar, and both of them showed a significant distance-decay relationship. This suggests that the rare bacterial biosphere is not a random assembly, as some authors have assumed, and that its distribution is most likely subject to the same ecological processes that control abundant taxa. However, we identified some differences between the abundant and rare groups as both groups of bacteria showed a significant positive relationship between sites occupancy and abundance, but the abundant bacteria exhibited a weaker distance-decay relationship than the rare bacteria. Our results implied that rare subcommunities were mostly governed by local environmental variables, whereas the abundant subcommunities were mainly affected by regional factors. In addition, both local and regional variables that were significantly related to the spatial variation of abundant bacterial community composition were different to those of rare ones, suggesting that abundant and rare bacteria may have discrepant ecological niches and may play different roles in natural ecosystems.	2015	9	10.1038/ismej.2015.29
Wang, YM; Yang, J; Liu, LMA; Yu, Z	Quantifying the effects of geographical and environmental factors on distribution of stream bacterioplankton within nature reserves of Fujian, China	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH	Bacterioplankton are important components of freshwater ecosystems and play essential roles in ecological functions and processes; however, little is known about their geographical distribution and the factors influencing their ecology, especially in stream ecosystems. To examine how geographical and environmental factors affect the composition of bacterioplankton communities, we used denaturing gradient gel electrophoresis and clone sequencing to survey bacterioplankton communities in 31 samples of streamwater from seven nature reserves in Fujian province, southeast China. Our results revealed that dominant bacterioplankton communities exhibited a distinct geographical pattern. Further, we provided evidence for distance decay relationships in bacterioplankton community similarity and found similar community gradients in response to elevation and latitude. Both redundancy analyses and Mantel tests showed that bacterioplankton community composition was significantly correlated with both environmental (electrical conductivity, total phosphorus, and PO4-P) and geographical factors (latitude, longitude, and elevation). Variance partitioning further showed that the joint effect of geographical and environmental factors explained the largest proportion of the variation in distribution of bacterioplankton communities (13.6 %), followed by purely geographical factors (11.2 %), and purely environmental factors (0.6 %). The Betaproteobacteria were the most common taxa in the streams, followed by Firmicutes and Gammaproteobacteria. Therefore, our results suggest that the biogeographical patterns of stream bacterioplankton communities across the Fujian nature reserves are more influenced by geographical factors than by local physicochemical properties.	2015	22	10.1007/s11356-015-4308-y
Liang, YT; Zhang, X; Zhou, JZ; Li, GH	Long-term oil contamination increases deterministic assembly processes in soil microbes	ECOLOGICAL APPLICATIONS	The mechanisms that drive microbial turnover in time and space have received considerable attention but remain unclear, especially for situations with anthropogenic perturbation. To understand the impact of long-term oil contamination on microbial spatial turnover, 100 soil samples were taken from five oil exploration fields located in different geographic regions across China. The microbial functional diversity was analyzed with a high-throughput functional gene array, GeoChip. Our results indicated that soil microbial -diversity (richness and Shannon diversity index) decreased significantly with contamination. All contaminated and uncontaminated samples exhibited significant spatial autocorrelation between microbial community similarity and spatial distance, as described by a distance-decay relationship (DDR). However, long-term oil exposure flattened the slopes of the DDRs of all of the functional genes and each functional group involved in C/N/P/S cycling, particularly of those involved in contaminant degradation. The relative importance of deterministic and stochastic processes in microbial assembly was determined. The decrease in microbial spatial turnover with long-term oil contamination was coupled with an increase in the proportion of deterministic processes that structured microbial assembly based on null model analysis. The results indicated long-term oil contamination significantly affects soil microbial community spatial structure by acting as an environmental filter to decrease the regional differences distinguishing soil microbial communities.	2015	25	10.1890/14-1672.1
Monier, A; Comte, J; Babin, M; Forest, A; Matsuoka, A; Lovejoy, C	Oceanographic structure drives the assembly processes of microbial eukaryotic communities	ISME JOURNAL	Arctic Ocean microbial eukaryote phytoplankton form subsurface chlorophyll maximum (SCM), where much of the annual summer production occurs. This SCM is particularly persistent in the Western Arctic Ocean, which is strongly salinity stratified. The recent loss of multiyear sea ice and increased particulate-rich river discharge in the Arctic Ocean results in a greater volume of fresher water that may displace nutrient-rich saltier waters to deeper depths and decrease light penetration in areas affected by river discharge. Here, we surveyed microbial eukaryotic assemblages in the surface waters, and within and below the SCM. In most samples, we detected the pronounced SCM that usually occurs at the interface of the upper mixed layer and Pacific Summer Water (PSW). Poorly developed SCM was seen under two conditions, one above PSW and associated with a downwelling eddy, and the second in a region influenced by the Mackenzie River plume. Four phylogenetically distinct communities were identified: surface, pronounced SCM, weak SCM and a deeper community just below the SCM. Distance-decay relationships and phylogenetic structure suggested distinct ecological processes operating within these communities. In the pronounced SCM, picophytoplanktons were prevalent and community assembly was attributed to water mass history. In contrast, environmental filtering impacted the composition of the weak SCM communities, where heterotrophic Picozoa were more numerous. These results imply that displacement of Pacific waters to greater depth and increased terrigenous input may act as a control on SCM development and result in lower net summer primary production with a more heterotroph dominated eukaryotic microbial community.	2015	9	10.1038/ismej.2014.197
Hahn, MW; Koll, U; Jezberova, J; Camacho, A	Global phylogeography of pelagic Polynucleobacter bacteria: Restricted geographic distribution of subgroups, isolation by distance and influence of climate	ENVIRONMENTAL MICROBIOLOGY	The free-living planktonic freshwater bacterium Polynucleobacter necessarius subspecies asymbioticus (>99% 16S rRNA similarity) represents a taxon with a cosmopolitan distribution and apparently ubiquitous occurrence in lentic freshwater habitats. We tested for intra-taxon biogeographic patterns by combining cultivation-independent and cultivation methods. A culture collection of 204 strains isolated from globally distributed freshwater habitats (Arctic to Antarctica) was investigated for phylogeographic patterns based on sequences of two markers, the 16S-23S internal transcribed spacers and the glutamine synthetase gene (glnA). Genetic distance between isolates showed significant geographic distance-decay patterns for both markers, suggesting that an isolation-by-distance mechanism influences the global phylogeography. Furthermore, a couple of subgroups showed restricted geographic distributions. Strains of one subgroup were exclusively obtained from tropical sites on four continents (pantropical subgroup). Cultivation-independent methods were used to confirm the restricted geographic distributions of two subgroups. The pantropical taxon could be detected in 63% of investigated tropical habitats but not in any of 121 European freshwater samples. Physiological tests indicated that almost all strains of the pantropical subgroup failed to grow at temperatures of 4 degrees C, while strains affiliated with other subgroups showed good growth at this temperature. This suggests that thermal adaptation is involved in phylogeographic structuring of the global Polynucleobacter population.	2015	17	10.1111/1462-2920.12532
Espinosa-Asuar, L; Escalante, AE; Gasca-Pineda, J; Blaz, J; Pena, L; Eguiarte, LE; Souza, V	Aquatic bacterial assemblage structure in Pozas Azules, Cuatro Cienegas Basin, Mexico: Deterministic vs. stochastic processes	INTERNATIONAL MICROBIOLOGY	The aim of this study was to determine the contributions of stochastic vs. deterministic processes in the distribution of microbial diversity in four ponds (Pozas Azules) within a temporally stable aquatic system in the Cuatro Cienegas Basin, State of Coahuila, Mexico. A sampling strategy for sites that were geographically delimited and had low environmental variation was applied to avoid obscuring distance effects. Aquatic bacterial diversity was characterized following a culture-independent approach (16S sequencing of clone libraries). The results showed a correlation between bacterial beta diversity (1-Sorensen) and geographic distance (distance decay of similarity), which indicated the influence of stochastic processes related to dispersion in the assembly of the ponds bacterial communities. Our findings are the first to show the influence of dispersal limitation in the prokaryotic diversity distribution of Cuatro Cienegas Basin.	2015	18	10.2436/20.1501.01.240
