"authors","title","journal","abstract","year","volume","DOI","screened","reviewer"
"Meadow JF; Bateman AC; Herkert KM; OConnor TK; Green JL","Significant changes in the skin microbiome mediated by the sport of roller derby","PEERJ","Diverse bacterial communities live on and in human skin. These complex communities vary by skin location on the body, over time, between individuals, and between geographic regions. Culture-based studies have shown that human to human and human to surface contact mediates the dispersal of pathogens, yet little is currently known about the drivers of bacterial community assembly patterns on human skin. We hypothesized that participation in a sport involving skin to skin contact would result in detectable shifts in skin bacterial community composition. We conducted a study during a flat track roller derby tournament, and found that teammates shared distinct skin microbial communities before and after playing against another team, but that opposing teams bacterial communities converged during the course of a roller derby bout. Our results are consistent with the hypothesis that the human skin microbiome shifts in composition during activities involving human to human contact, and that contact sports provide an ideal setting in which to evaluate dispersal of microorganisms between people.","2013","1","10.7717/peerj.53","NO","Dave"
"Hollants J; Leliaert F; Verbruggen H; Willems A; De Clerck O","Permanent residents or temporary lodgers: characterizing intracellular bacterial communities in the siphonous green alga Bryopsis","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","The ecological success of giant celled, siphonous green algae in coastal habitats has repeatedly been linked to endophytic bacteria living within the cytoplasm of the hosts. Yet, very little is known about the relative importance of evolutionary and ecological factors controlling the intracellular bacterial flora of these seaweeds. Using the marine alga Bryopsis (Bryopsidales, Chlorophyta) as a model, we explore the diversity of the intracellular bacterial communities and investigate whether their composition is controlled by ecological and biogeographic factors rather than the evolutionary history of the host. Using a combination of 16S rDNA clone libraries and denaturing gradient gel electrophoresis analyses, we show that Bryopsis harbours a mixture of relatively few but phylogenetically diverse bacterial species. Variation partitioning analyses show a strong impact of local environmental factors on the presence of Rickettsia and Mycoplasma in their association with Bryopsis. The presence of Flavobacteriaceae and Bacteroidetes, on the other hand, reflects a predominant imprint of host evolutionary history, suggesting that these bacteria are more specialized in their association. The results highlight the importance of interpreting the presence of individual bacterial phylotypes in the light of ecological and evolutionary principles such as phylogenetic niche conservatism to understand complex endobiotic communities and the parameters shaping them.","2013","280","10.1098/rspb.2012.2659","NO","Dave"
"Suleiman AKA; Manoeli L; Boldo JT; Pereira MG; Roesch LFW","Shifts in soil bacterial community after eight years of land-use change","SYSTEMATIC AND APPLIED MICROBIOLOGY","The interaction between plants, soil and microorganisms is considered to be the major driver of ecosystem functions and any modification of plant cover and/or soil properties might affect the microbial structure, which, in turn, will influence ecological processes. Assuming that soil properties are the major drivers of soil bacterial diversity and structure within the same soil type, it can be postulated whether plant cover causes significant shifts in soil bacterial community composition. To address this question, this study used 16S rRNA pyrosequencing to detect differences in diversity, composition and/or relative abundance of bacterial taxa from an area covered by pristine forest, as well as eight-year-old grassland surrounded by the same forest. It was shown that a total of 69% of the operational taxonomic units (OTUs) were shared between environments. Overall, forest and grassland samples presented the same diversity and the clustering analysis did not show the occurrence of very distinctive bacterial communities between environments. However, 11 OTUs were detected in statistically significant higher abundance in the forest samples but in lower abundance in the grassland samples, whereas 12 OTUs occurred in statistically significant higher abundance in the grassland samples but in lower abundance in the forest samples. The results suggested the prevalence of a resilient core microbial community that did not suffer any change related to land use, soil type or edaphic conditions. The results illustrated that the history of land use might influence present-day community structure. (C) 2012 Elsevier GmbH. All rights reserved.","2013","36","10.1016/j.syapm.2012.10.007","NO","Dave"
"McGuire KL; Payne SG; Palmer MI; Gillikin CM; Keefe D; Kim SJ; Gedallovich SM; Discenza J; Rangamannar R; Koshner JA; Massmann AL; Orazi G; Essene A; Leff JW; Fierer N","Digging the New York City Skyline: Soil Fungal Communities in Green Roofs and City Parks","PLOS ONE","In urban environments, green roofs provide a number of benefits, including decreased urban heat island effects and reduced energy costs for buildings. However, little research has been done on the non-plant biota associated with green roofs, which likely affect their functionality. For the current study, we evaluated whether or not green roofs planted with two native plant communities in New York City functioned as habitats for soil fungal communities, and compared fungal communities in green roof growing media to soil microbial composition in five city parks, including Central Park and the High Line. Ten replicate roofs were sampled one year after planting; three of these roofs were more intensively sampled and compared to nearby city parks. Using Illumina sequencing of the fungal ITS region we found that green roofs supported a diverse fungal community, with numerous taxa belonging to fungal groups capable of surviving in disturbed and polluted habitats. Across roofs, there was significant biogeographical clustering of fungal communities, indicating that community assembly of roof microbes across the greater New York City area is locally variable. Green roof fungal communities were compositionally distinct from city parks and only 54% of the green roof taxa were also found in the park soils. Phospholipid fatty acid analysis revealed that park soils had greater microbial biomass and higher bacterial to fungal ratios than green roof substrates. City park soils were also more enriched with heavy metals, had lower pH, and lower quantities of total bases (Ca, K, and Mg) compared to green roof substrates. While fungal communities were compositionally distinct across green roofs, they did not differentiate by plant community. Together, these results suggest that fungi living in the growing medium of green roofs may be an underestimated component of these biotic systems functioning to support some of the valued ecological services of green roofs.","2013","8","10.1371/journal.pone.0058020","YES","Dave"
"Rojas C; Stephenson SL","Effect of forest disturbance on myxomycete assemblages in the southwestern Peruvian Amazon","FUNGAL DIVERSITY","Although the effects of microenvironmental factors on distribution patterns in myxomycetes have been investigated, studies of the responses of this group of organisms to different regimes of forest disturbance are relatively few in number. In an effort to understand the implications of forest fragmentation and habitat loss on myxomycetes, the project described herein was carried out at the Los Amigos Biological Station in southeastern Peru. The structure and composition of assemblages of myxomycetes were investigated in relation to three different forest types and climatic periods in the area of study. An analysis of the most commonly recorded substrates was carried out as well. The results suggested that habitat loss, through differences in forest structure, was the factor determining most of the differences in fruiting body abundance of myxomycetes among forest types. In addition, a switch in the ecological strategy of dispersal seemed to be an important factor accounting for differences in the fruiting body abundance and structure of assemblages of myxomycetes between collecting periods. This study provides evidence indicating that for microbial assemblages to maintain the balance of functional interactions within a particular forest ecosystem, the conservation of the forests themselves should be considered.","2013","59","10.1007/s13225-012-0181-x","NO","Dave"
"Estrada-Torres A; de Basanta DW; Lado C","Biogeographic patterns of the myxomycete biota of the Americas using a parsimony analysis of endemicity","FUNGAL DIVERSITY","Myxomycetes are microorganisms frequently considered to be of cosmopolitan distribution, however as studies in unexplored areas have intensified, more information has become available on the patterns of distribution of these organisms, but no historical or cladistic biogeographic approaches have been applied to understand such patterns. In this study a parsimony analysis of endemicity (PAE) was used in order to generate a preliminary hypothesis on the biogeographic relationships of 13 American areas in which a well-known myxomycete biota exists. In general terms the hypotheses of the relationship between the myxomycete assemblages of areas used in this study agree with those reported for other groups of organisms. They appear to show that a historical-geographic pattern influences the distribution of myxomycetes as much as environmental factors. Three main clades were found in the analysis, with the first one including the two subantarctic localities, the second one representing the South American transition zone and the last one including all the Neotropical and Nearctic areas, but arranged into two subclades, one with the arid areas and the other with the tropical and temperate humid areas. Each clade or subclade in the cladogram is supported by the presence of several morphospecies, some of which appear to represent endemic species restricted to specific geographic areas. The results of this analysis are proposed as a working hypothesis that can perhaps be supported in the future with new data from other complementary regions of America or with more intense surveys in the areas already explored. They are inconsistent with the hypothesis of cosmopolitan distribution for these microorganisms, as they appear to indicate groups of species that are restricted to certain geographic areas, some of which may be endemic, such as those from the subantarctic forests of South America, those found exclusively in the South American arid areas or those that have been recently described from arid areas of North America.","2013","59","10.1007/s13225-012-0209-2","NO","Dave"
"Flores CO; Valverde S; Weitz JS","Multi-scale structure and geographic drivers of cross-infection within marine bacteria and phages","ISME JOURNAL","Bacteriophages are the most abundant biological life forms on Earth. However, relatively little is known regarding which bacteriophages infect and exploit which bacteria. A recent meta-analysis showed that empirically measured phage-bacteria infection networks are often significantly nested, on average, and not modular. A perfectly nested network is one in which phages can be ordered from specialist to generalist such that the host range of a given phage is a subset of the host range of the subsequent phage in the ordering. The same meta-analysis hypothesized that modularity, in which groups of phages specialize on distinct groups of hosts, should emerge at larger geographic and/or taxonomic scales. In this paper, we evaluate the largest known phage-bacteria interaction data set, representing the interaction of 215 phage types with 286 host types sampled from geographically separated sites in the Atlantic Ocean. We find that this interaction network is highly modular. In addition, some of the modules identified in this data set are nested or contain submodules, indicating the presence of multi-scale structure, as hypothesized in the earlier meta-analysis. We examine the role of geography in driving these patterns and find evidence that the host range of phages and the phage permissibility of bacteria is driven, in part, by geographic separation. We conclude by discussing approaches to disentangle the roles of ecology and evolution in driving complex patterns of interaction between phages and bacteria. The ISME Journal (2013) 7, 520-532; doi:10.1038/ismej.2012.135; published online 22 November 2012","2013","7","10.1038/ismej.2012.135","MAYBE","Dave"
"Bates ST; Clemente JC; Flores GE; Walters WA; Parfrey LW; Knight R; Fierer N","Global biogeography of highly diverse protistan communities in soil","ISME JOURNAL","Protists are ubiquitous members of soil microbial communities, but the structure of these communities, and the factors that influence their diversity, are poorly understood. We used barcoded pyrosequencing to survey comprehensively the diversity of soil protists from 40 sites across a broad geographic range that represent a variety of biome types, from tropical forests to deserts. In addition to taxa known to be dominant in soil, including Cercozoa and Ciliophora, we found high relative abundances of groups such as Apicomplexa and Dinophyceae that have not previously been recognized as being important components of soil microbial communities. Soil protistan communities were highly diverse, approaching the extreme diversity of their bacterial counterparts across the same sites. Like bacterial taxa, protistan taxa were not globally distributed, and the composition of these communities diverged considerably across large geographic distances. However, soil protistan and bacterial communities exhibit very different global-scale biogeographical patterns, with protistan communities strongly structured by climatic conditions that regulate annual soil moisture availability. The ISME Journal (2013) 7, 652-659; doi:10.1038/ismej.2012.147; published online 13 December 2012","2013","7","10.1038/ismej.2012.147","YES","Dave"
"Malaterre C","Microbial diversity and the lower-limit problem of biodiversity","BIOLOGY & PHILOSOPHY","Science is now studying biodiversity on a massive scale. These studies are occurring not just at the scale of larger plants and animals, but also at the scale of minute entities such as bacteria and viruses. This expansion has led to the development of a specific sub-field of microbial diversity. In this paper, I investigate how microbial diversity faces two of the classical issues encountered by the concept of biodiversity: the issues of defining the units of biodiversity and of choosing a mathematical measure of diversity. I also show that the extension of the scope of biodiversity to microbial entities such as viruses and many other not-clearly-alive entities raises yet another foundational issue: that of defining a lower-limit of biodiversity.","2013","28","10.1007/s10539-012-9356-9","NO","Dave"
"McFrederick QS; Taylor DR","Evolutionary history of nematodes associated with sweat bees","MOLECULAR PHYLOGENETICS AND EVOLUTION","Organisms that live in close association with other organisms make up a large part of the worlds diversity. One driver of this diversity is the evolution of host-species specificity, which can occur via reproductive isolation following a host-switch or, given the correct circumstances, via cospeciation. In this study, we explored the diversity and evolutionary history of Acrostichus nematodes that are associated with halictid bees in North America. First, we conducted surveys of bees in Virginia, and found six halictid species that host Acrostichus. To test the hypothesis of cospeciation, we constructed phylogenetic hypotheses of Acrostichus based on three genes. We found Acrostichus purl and Acrostichus halicti to be species complexes comprising cryptic, host-specific species. Although several nodes in the host and symbiont phylogenies were congruent and tests for cospeciation were significant, the hosts biogeography, the apparent patchiness of the association across the hosts phylogeny, and the amount of evolution in the nematode sequence suggested a mixture of cospeciation, host switching, and extinction events instead of strict cospeciation. Cospeciation can explain the relationships between Ac. purl and its augochlorine hosts, but colonization of Halictus hosts is more likely than cospeciation. The nematodes are vertically transmitted, but sexual transmission is also likely. Both of these transmission modes may explain host-species specificity and congruent bee and nematode phylogenies. Additionally, all halictid hosts come from eusocial or socially polymorphic lineages, suggesting that sociality may be a factor in the suitability of hosts for Acrostichus. (C) 2012 Elsevier Inc. All rights reserved.","2013","66","10.1016/j.ympev.2012.11.007","NO","Dave"
"Zhaxybayeva O; Stepanauskas R; Mohan NR; Papke RT","Cell sorting analysis of geographically separated hypersaline environments","EXTREMOPHILES","Biogeography of microbial populations remains to be poorly understood, and a novel technique of single cell sorting promises a new level of resolution for microbial diversity studies. Using single cell sorting, we compared saturated NaCl brine environments (32-35 %) of the South Bay Salt Works in Chula Vista in California (USA) and Santa Pola saltern near Alicante (Spain). Although some overlap in community composition was detected, both samples were significantly different and included previously undiscovered 16S rRNA sequences. The community from Chula Vista saltern had a large bacterial fraction, which consisted of diverse Bacteroidetes and Proteobacteria. In contrast, Archaea dominated Santa Polas community and its bacterial fraction consisted of the previously known Salinibacter lineages. The recently reported group of halophilic Archaea, Nanohaloarchaea, was detected at both sites. We demonstrate that cell sorting is a useful technique for analysis of halophilic microbial communities, and is capable of identifying yet unknown or divergent lineages. Furthermore, we argue that observed differences in community composition reflect restricted dispersal between sites, a likely mechanism for diversification of halophilic microorganisms.","2013","17","10.1007/s00792-013-0514-z","MAYBE","Dave"
"Laflamme M; Darroch SAF; Tweedt SM; Peterson KJ; Erwin DH","The end of the Ediacara biota: Extinction, biotic replacement, or Cheshire Cat?","GONDWANA RESEARCH","The Ediacaran-Cambrian transition signals a drastic change in both diversity and ecosystem construction. The Ediacara biota (consisting of various metazoan stem lineages in addition to extinct eukaryotic clades) disappears, and is replaced by more familiar Cambrian and Paleozoic metazoan groups. Although metazoans are present in the Ediacaran, their ecological contribution is dwarfed by Ediacaran-type clades of uncertain phylogenetic affinities, while Ediacaran-type morphologies are virtually non-existent in younger assemblages. Three alternative hypotheses have been advanced to explain this dramatic change at, or near, the Ediacaran-Cambrian boundary: 1) mass extinction of most Ediacaran forms; 2) biotic replacement, with early Cambrian organisms eliminating Ediacaran forms; and 3) a Cheshire Cat model, with Ediacaran forms gradually disappearing from the fossil record (but not necessarily going extinct) as a result of the elimination of unique preservational settings, primarily microbial matgrounds, that dominated the Ediacaran. To evaluate these proposed explanations for the biotic changes observed at the Ediacaran-Cambrian transition, environmental drivers leading to global mass extinction are compared to biological factors such as predation and ecosystem engineering. We explore temporal and biogeographic distributions of Ediacaran taxa combined with evaluations of functional guild ranges throughout the Ediacaran. The paucity of temporally-resolved localities with diverse Ediacaran assemblages, combined with difficulties associated with differences in taphonomic regimes before, during, and after the transition hinders this evaluation. Nonetheless, the demonstration of geographic and niche range changes offers a novel means of assessing the downfall of Ediacara-type taxa at the hands of emerging metazoans, which we hypothesize to be most likely due to the indirect ecological impact metazoans had upon the Ediacarans. Ultimately, the combination of studies on ecosystem construction, biostratigraphy, and biogeography showcases the magnitude of the transition at the Ediacaran Cambrian boundary. (C) 2012 International Association for Gondwana Research. Published by Elsevier B.V. All rights reserved.","2013","23","10.1016/j.gr.2012.11.004","NO","Dave"
"Hurwitz BL; Sullivan MB","The Pacific Ocean Virome (POV): A Marine Viral Metagenomic Dataset and Associated Protein Clusters for Quantitative Viral Ecology","PLOS ONE","Bacteria and their viruses (phage) are fundamental drivers of many ecosystem processes including global biogeochemistry and horizontal gene transfer. While databases and resources for studying function in uncultured bacterial communities are relatively advanced, many fewer exist for their viral counterparts. The issue is largely technical in that the majority (often 90%) of viral sequences are functionally unknown making viruses a virtually untapped resource of functional and physiological information. Here, we provide a community resource that organizes this unknown sequence space into 27 K high confidence protein clusters using 32 viral metagenomes from four biogeographic regions in the Pacific Ocean that vary by season, depth, and proximity to land, and include some of the first deep pelagic ocean viral metagenomes. These protein clusters more than double currently available viral protein clusters, including those from environmental datasets. Further, a protein cluster guided analysis of functional diversity revealed that richness decreased (i) from deep to surface waters, (ii) from winter to summer, (iii) and with distance from shore in surface waters only. These data provide a framework from which to draw on for future metadata-enabled functional inquiries of the vast viral unknown.","2013","8","10.1371/journal.pone.0057355","NO","Dave"
"DeLeon-Rodriguez N; Lathem TL; Rodriguez-R LM; Barazesh JM; Anderson BE; Beyersdorf AJ; Ziemba LD; Bergin M; Nenes A; Konstantinidis KT","Microbiome of the upper troposphere: Species composition and prevalence, effects of tropical storms, and atmospheric implications","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","The composition and prevalence of microorganisms in the middle-to-upper troposphere (8-15 km altitude) and their role in aerosol-cloud-precipitation interactions represent important, unresolved questions for biological and atmospheric science. In particular, airborne microorganisms above the oceans remain essentially uncharacterized, as most work to date is restricted to samples taken near the Earths surface. Here we report on the microbiome of low-and high-altitude air masses sampled onboard the National Aeronautics and Space Administration DC-8 platform during the 2010 Genesis and Rapid Intensification Processes campaign in the Caribbean Sea. The samples were collected in cloudy and cloud-free air masses before, during, and after two major tropical hurricanes, Earl and Karl. Quantitative PCR and microscopy revealed that viable bacterial cells represented on average around 20% of the total particles in the 0.25- to 1-mu m diameter range and were at least an order of magnitude more abundant than fungal cells, suggesting that bacteria represent an important and underestimated fraction of micrometer-sized atmospheric aerosols. The samples from the two hurricanes were characterized by significantly different bacterial communities, revealing that hurricanes aerosolize a large amount of new cells. Nonetheless, 17 bacterial taxa, including taxa that are known to use C1-C4 carbon compounds present in the atmosphere, were found in all samples, indicating that these organisms possess traits that allow survival in the troposphere. The findings presented here suggest that the microbiome is a dynamic and underappreciated aspect of the upper troposphere with potentially important impacts on the hydrological cycle, clouds, and climate.","2013","110","10.1073/pnas.1212089110","NO","Dave"
"Sul WJ; Oliver TA; Ducklow HW; Amaral-Zettler LA; Sogin ML","Marine bacteria exhibit a bipolar distribution","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","The microbial cosmopolitan dispersion hypothesis often invoked to explain distribution patterns driven by high connectivity of oceanographic water masses and widespread dispersal ability has never been rigorously tested. By using a global marine bacterial dataset and iterative matrix randomization simulation, we show that marine bacteria exhibit a significantly greater dispersal limitation than predicted by our null model using the everything is everywhere tenet with no dispersal limitation scenario. Specifically, marine bacteria displayed bipolar distributions (i.e., species occurring exclusively at both poles and nowhere else) significantly less often than in the null model. Furthermore, we observed fewer taxa present in both hemispheres but more taxa present only in a single hemisphere than expected under the null model. Each of these trends diverged further from the null expectation as the compared habitats became more geographically distant but more environmentally similar. Our meta-analysis supported a latitudinal gradient in bacterial diversity with higher richness at lower latitudes, but decreased richness toward the poles. Bacteria in the tropics also demonstrated narrower latitudinal ranges at lower latitudes and relatively larger ranges in higher latitudes, conforming to the controversial macroecological pattern of the Rapoport rule. Collectively, our findings suggest that bacteria follow biogeographic patterns more typical of macroscopic organisms, and that dispersal limitation, not just environmental selection, likely plays an important role. Distributions of microbes that deliver critical ecosystemservices, particularly those in polar regions, may be vulnerable to the same impacts that environmental stressors, climate warming, and degradation in habitat quality are having on biodiversity in animal and plant species.","2013","110","10.1073/pnas.1212424110","NO","Dave"
"Biddle JF","Microbial eukaryotes: extending observations North","FRONTIERS IN MICROBIOLOGY","","2013","4","10.3389/fmicb.2013.00010","NO","Dave"
"Shen CC; Xiong JB; Zhang HY; Feng YZ; Lin XG; Li XY; Liang WJ; Chu HY","Soil pH drives the spatial distribution of bacterial communities along elevation on Changbai Mountain","SOIL BIOLOGY & BIOCHEMISTRY","The elevational patterns of diversity for plants and animals have been well established over the past century. However, it is unclear whether there is a general elevational distribution pattern for microbes. Changbai Mountain is one of few well conserved natural ecosystems, where the vertical distribution of vegetation is known to mirror the vegetation horizontal zonation from temperate to frigid zones on the Eurasian continent. Here, we present a comprehensive analysis of soil bacterial community composition and diversity along six elevations representing six typical vegetation types from forest to alpine tundra using a bar-coded pyrosequencing technique. The bacterial communities differed dramatically along elevations (vegetation types), and the community composition was significantly correlated with soil pH, carbon/nitrogen ratio (C/N), moisture or total organic carbon (TOC), respectively. Phylogenetic diversity was positively correlated with soil pH (P = 0.024), while phylotype richness was positively correlated with soil pH (P = 0.004), total nitrogen (TN) (P = 0.030), and negatively correlated with C/N ratio (P = 0.021). Our results emphasize that pH is a better predictor of soil bacterial elevational distribution and also suggest that vegetation types may indirectly affect soil bacterial elevational distribution through altering soil C and N status. (C) 2012 Elsevier Ltd. All rights reserved.","2013","57","10.1016/j.soilbio.2012.07.013","MAYBE","Dave"
"Morse JL; Bernhardt ES","Using N-15 tracers to estimate N2O and N-2 emissions from nitrification and denitrification in coastal plain wetlands under contrasting land-uses","SOIL BIOLOGY & BIOCHEMISTRY","Microbial nitrification and denitrification both can emit nitrous oxide (N2O), a major greenhouse gas, and the relative contribution of each pathway depends strongly on soil moisture conditions. We conducted a stable isotope tracer experiment to determine the contribution of nitrification and denitrification to N2O and dinitrogen (N-2) fluxes in coastal plain wetlands, and to determine the response of these processes to changing soil moisture. We added N-15-labeled nitrate (NOD or ammonium (NH4+) to intact soil cores collected from an agricultural field, a restored wetland, and a preserved forested wetland, and subjected the cores to a drying or wetting hydrologic manipulation. Across all soils and treatments, the combined fluxes of N2O and N2 ranged widely, between 0.23 and 2900 mu g N m(-2) h(-1), and N2O accounted for as little as 0% to as much as 43% of the total gaseous nitrogen (N) fluxes. Fluxes of both gases increased with increasing soil moisture in all soils and tracer treatments, but the relative enhancement of the two gases varied by soil type and N source. The N2O yields [N2O/(N2O+ N-2)] derived from both nitrification and denitrification were low (1-3%) in five of eight soils in each tracer experiment. Surprisingly, nitrification-derived N2O yields were highest (13-31%) in soils with the highest organic matter and soil moisture (restored wetland under simulated rain and forested wetland under drained and simulated rain), while denitrification-derived N2O yields (12-36%) were highest under simulated rain in the two mineral soils (agricultural field and mineral soils of the restored wetland), and under drained conditions in the forested wetland. These results are consistent with field-measured N2O fluxes in our previous work in these sites. We suggest that nitrification plays an important and underappreciated role in contributing to N2O fluxes from freshwater wetlands with often-saturated, acid-organic soils, while incomplete denitrification is the likely source of N2O following rain events in agricultural soils in southeastern U.S. coastal plain wetlands. (C) 2012 Elsevier Ltd. All rights reserved.","2013","57","10.1016/j.soilbio.2012.07.025","NO","Dave"
"Williams MA; Jangid K; Shanmugam SG; Whitman WB","Bacterial communities in soil mimic patterns of vegetative succession and ecosystem climax but are resilient to change between seasons","SOIL BIOLOGY & BIOCHEMISTRY","Organism succession during ecosystem development has been researched for aboveground plant communities, however, the associated patterns of change in below-ground microbial communities are less described. In 2008, a study was initiated along a developmental sand-dune soil chronosequence bordering northern Lake Michigan near Wilderness Park (WP). It was hypothesized that soil bacterial communities would follow a pattern of change that is associated with soil, plant, and ecosystem development. This study included 5 replicate sites along 9 soils (n = 45) ranging in age from 105 to 4010 years since deposition. Soil bacterial community composition and diversity were studied using bacterial tag-encoded FLX amplicon pyrosequencing of the 16S rRNA gene. Bray-Curtis ordination indicated that bacterial community assembly changed along the developmental soil and plant gradient. The changes were not affected by seasonal differences, despite likely differences in plant root C (e.g. exudates), temperature, and water availability in soil. Soil base cations (Ca, Mg) and pH declined, showing log-linear correlations with soil age (r similar to 0.83, 0.84 and 0.81; P < 0.01). Bacterial diversity (Simpsons 1/D) declined rapidly during the initial stages of soil development ( similar to 105-450 y) and thereafter (>450 y) did not change. Turnover of plant taxa was also more rapid early during ecosystem development and correlated with bacterial community structural change (P < 0.000001; r = 0.56). It is hypothesized that plants help to drive pedogenic change during early (<450 y) soil development (e.g. pH decline, cation leaching) which drive selection of soil bacterial communities. In mature soils (similar to 450-4000 y), resilient and stable soil bacterial community structures developed, mimicking steady-state climax communities that were observed during latter stages of primary plant succession. These relationships point to possible feedbacks between plant and bacterial communities during ecosystem development. (C) 2012 Elsevier Ltd. All rights reserved.","2013","57","10.1016/j.soilbio.2012.08.023","NO","Dave"
"Colares GB; Melo VMM","Relating microbial community structure and environmental variables in mangrove sediments inside Rhizophora mangle L. habitats","APPLIED SOIL ECOLOGY","This study aimed to access the structure of microbial communities in sediments in the root zone of the red mangrove (Rhizophora mangle) in three sites with an increasing distance from the sea inside a mangrove forest in two distinct periods (dry and wet seasons) using denaturing gradient gel electrophoresis (DGGE). These data were correlated to environmental variables and sediments characteristics by using redundancy analysis (RDA) which revealed that the distribution of the microbial communities is significantly (p<0.05) influenced by the silt-clay percentages for both Bacteria and Archaea and organic matter content significantly influences the distribution of Archaea. The archaeal community also exhibited an annual clustering pattern. The sites had only 30% and 35% of similarity of bacterial and archaeal communities, respectively, and this could be interpreted as being the core microbiome of R. mangle. Thus the spatial distribution of microbial communities inside the red mangrove habitats seems to be primarily controlled by the abiotic variables of each habitat. (C) 2012 Elsevier B.V. All rights reserved.","2013","64","10.1016/j.apsoil.2012.12.004","NO","Dave"
"Ranjard L; Dequiedt S; Prevost-Boure NC; Thioulouse J; Saby NPA; Lelievre M; Maron PA; Morin FER; Bispo A; Jolivet C; Arrouays D; Lemanceau P","Turnover of soil bacterial diversity driven by wide-scale environmental heterogeneity","NATURE COMMUNICATIONS","Spatial scaling and determinism of the wide-scale distribution of macroorganism diversity has been largely demonstrated over a century. For microorganisms, and especially for soil bacteria, this fundamental question requires more thorough investigation, as little information has been reported to date. Here by applying the taxa-area relationship to the largest spatially explicit soil sampling available in France (2,085 soils, area covered similar to 5.3 x 10(5) km(2)) and developing an innovative evaluation of the habitat-area relationship, we show that the turnover rate of bacterial diversity in soils on a wide scale is highly significant and strongly correlated with the turnover rate of soil habitat. As the diversity of micro-and macroorganisms appears to be driven by similar processes (dispersal and selection), maintaining diverse and spatially structured habitats is essential for soil biological patrimony and the resulting ecosystem services.","2013","4","10.1038/ncomms2431","MAYBE","Dave"
"Toner BM; Lesniewski RA; Marlow JJ; Briscoe LJ; Santelli CM; Bach W; Orcutt BN; Edwards KJ","Mineralogy Drives Bacterial Biogeography of Hydrothermally Inactive Seafloor Sulfide Deposits","GEOMICROBIOLOGY JOURNAL","Mid-ocean ridge hydrothermal venting creates sulfide deposits containing gradients in mineralogy, fluid chemistry, and temperature. Even when hydrothermal circulation ceases, sulfides are known to host microbial communities. The relationship between mineralogy and microbial community composition in low-temperature, rock-hosted systems has not been resolved at any spatial scale, local or global. To examine the hypothesis that geochemistry of seafloor deposits is a dominant parameter driving environmental pressure for bacterial communities at low-temperature, the shared community membership, richness, and structure was measured using 16S rRNA gene sequences. The focus of the study was on hydrothermally inactive seafloor deposits from multiple locations within one deposit (e.g., single extinct chimney), within one vent field (intra-vent field), and among globally distributed vent fields from three ocean basins (inter-vent field). Distinct mineral substrates, such as hydrothermally inactive sulfides versus basalts, host different communities at low temperature in spite of close geographic proximity and contact with the same hydrothermally influenced deep-sea water. Furthermore, bacterial communities inhabiting hydrothermally inactive sulfide deposits from geographically distant locations cluster together in community cladograms to the exclusion of other deep-sea substrates and settings. From this study, we conclude that at low temperature, mineralogy was a more important variable determining microbial community composition than geographic factors. Supplemental materials are available for this article. Go to the publishers online edition of Geomicrobiology Journal to view the supplemental file.","2013","30","10.1080/01490451.2012.688925","MAYBE","Dave"
"Waters JM; Fraser CI; Hewitt GM","Founder takes all: density-dependent processes structure biodversity","TRENDS IN ECOLOGY & EVOLUTION","Density-dependent processes play a key role in the spatial structuring of biodiversity. Specifically, interrelated demographic processes, such as gene surfing, high-density blocking, and competitive exclusion, can generate striking geographic contrasts in the distributions of genes and species. Here, we propose that well-studied evolutionary and ecological biogeographic patterns of postglacial recolonization, progressive island colonization, microbial sectoring, and even the Out of Africa pattern of human expansion, are fundamentally similar, underpinned by a founder takes all density-dependent principle. Additionally, we hypothesize that older historic constraints of density-dependent processes are seen today in the dramatic biogeographic shifts that occur in response to human-mediated extinction events, whereby surviving lineages rapidly expand their ranges to replace extinct sister taxa.","2013","28","10.1016/j.tree.2012.08.024","NO","Dave"
"Smith DJ; Timonen HJ; Jaffe DA; Griffin DW; Birmele MN; Perry KD; Ward PD; Roberts MS","Intercontinental Dispersal of Bacteria and Archaea by Transpacific Winds","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","Microorganisms are abundant in the upper atmosphere, particularly downwind of arid regions, where winds can mobilize large amounts of topsoil and dust. However, the challenge of collecting samples from the upper atmosphere and reliance upon culture-based characterization methods have prevented a comprehensive understanding of globally dispersed airborne microbes. In spring 2011 at the Mt. Bachelor Observatory in North America (2.8 km above sea level), we captured enough microbial biomass in two transpacific air plumes to permit a microarray analysis using 16S rRNA genes. Thousands of distinct bacterial taxa spanning a wide range of phyla and surface environments were detected before, during, and after each Asian long-range transport event. Interestingly, the transpacific plumes delivered higher concentrations of taxa already in the background air (particularly Proteobacteria, Actinobacteria, and Firmicutes). While some bacterial families and a few marine archaea appeared for the first and only time during the plumes, the microbial community compositions were similar, despite the unique transport histories of the air masses. It seems plausible, when coupled with atmospheric modeling and chemical analysis, that microbial biogeography can be used to pinpoint the source of intercontinental dust plumes. Given the degree of richness measured in our study, the overall contribution of Asian aerosols to microbial species in North American air warrants additional investigation.","2013","79","10.1128/AEM.03029-12","NO","Dave"
